,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
0,1744-09-01 00:00:00,12.781,1.454,Århus,Denmark,57.05N,10.33E
1,1756-08-01 00:00:00,15.019,10.591,Århus,Denmark,57.05N,10.33E
2,1784-09-01 00:00:00,12.756,6.218,Århus,Denmark,57.05N,10.33E
3,1807-05-01 00:00:00,10.676,2.055,Århus,Denmark,57.05N,10.33E
4,1836-05-01 00:00:00,9.754,1.53,Århus,Denmark,57.05N,10.33E
5,1842-08-01 00:00:00,19.127,1.53,Århus,Denmark,57.05N,10.33E
6,1847-09-01 00:00:00,11.459,0.966,Århus,Denmark,57.05N,10.33E
7,1857-11-01 00:00:00,4.203,0.94,Århus,Denmark,57.05N,10.33E
8,1859-07-01 00:00:00,17.744,1.147,Århus,Denmark,57.05N,10.33E
9,1859-11-01 00:00:00,3.758,1.66,Århus,Denmark,57.05N,10.33E
10,1862-02-01 00:00:00,-1.931,1.213,Århus,Denmark,57.05N,10.33E
11,1865-12-01 00:00:00,3.283,1.279,Århus,Denmark,57.05N,10.33E
12,1876-01-01 00:00:00,-0.65,0.621,Århus,Denmark,57.05N,10.33E
13,1909-06-01,13.788,0.321,Århus,Denmark,57.05N,10.33E
14,1943-03-01,5.064,0.422,Århus,Denmark,57.05N,10.33E
15,1943-06-01,15.502,0.379,Århus,Denmark,57.05N,10.33E
16,1978-05-01,11.904,0.309,Århus,Denmark,57.05N,10.33E
18,1816-07-01 00:00:00,20.821,1.645,Çorlu,Turkey,40.99N,27.69E
19,1830-09-01 00:00:00,18.437,2.9,Çorlu,Turkey,40.99N,27.69E
20,1831-02-01 00:00:00,4.192,5.453,Çorlu,Turkey,40.99N,27.69E
21,1832-01-01 00:00:00,3.745,2.116,Çorlu,Turkey,40.99N,27.69E
22,1841-02-01 00:00:00,2.405,2.368,Çorlu,Turkey,40.99N,27.69E
23,1841-07-01 00:00:00,24.684,1.486,Çorlu,Turkey,40.99N,27.69E
24,1844-09-01 00:00:00,19.198,1.192,Çorlu,Turkey,40.99N,27.69E
25,1850-04-01 00:00:00,9.607,1.482,Çorlu,Turkey,40.99N,27.69E
26,1873-08-01 00:00:00,23.476,0.252,Çorlu,Turkey,40.99N,27.69E
27,1879-04-01 00:00:00,13.08,1.89,Çorlu,Turkey,40.99N,27.69E
28,1880-03-01 00:00:00,3.774,0.938,Çorlu,Turkey,40.99N,27.69E
29,1917-05-01,14.319,0.501,Çorlu,Turkey,40.99N,27.69E
30,1925-05-01,16.363,0.783,Çorlu,Turkey,40.99N,27.69E
31,1932-03-01,5.181,0.421,Çorlu,Turkey,40.99N,27.69E
32,1944-09-01,19.771,0.24,Çorlu,Turkey,40.99N,27.69E
33,2005-08-01,24.442,0.42,Çorlu,Turkey,40.99N,27.69E
34,2008-08-01,25.111,0.233,Çorlu,Turkey,40.99N,27.69E
35,1756-01-01 00:00:00,0.882,3.932,Çorum,Turkey,40.99N,34.08E
36,1761-05-01 00:00:00,15.692,3.451,Çorum,Turkey,40.99N,34.08E
37,1767-12-01 00:00:00,-0.357,3.857,Çorum,Turkey,40.99N,34.08E
38,1778-07-01 00:00:00,20.888,1.86,Çorum,Turkey,40.99N,34.08E
39,1786-03-01 00:00:00,6.157,4.265,Çorum,Turkey,40.99N,34.08E
40,1799-01-01 00:00:00,-2.866,2.628,Çorum,Turkey,40.99N,34.08E
41,1801-09-01 00:00:00,16.953,2.106,Çorum,Turkey,40.99N,34.08E
42,1803-06-01 00:00:00,17.677,1.761,Çorum,Turkey,40.99N,34.08E
43,1805-01-01 00:00:00,-0.585,2.36,Çorum,Turkey,40.99N,34.08E
44,1832-12-01 00:00:00,-1.273,4.642,Çorum,Turkey,40.99N,34.08E
45,1838-10-01 00:00:00,8.112,3.918,Çorum,Turkey,40.99N,34.08E
46,1859-06-01 00:00:00,16.668,0.917,Çorum,Turkey,40.99N,34.08E
47,1878-08-01 00:00:00,19.573,0.816,Çorum,Turkey,40.99N,34.08E
48,1886-10-01 00:00:00,10.499,0.622,Çorum,Turkey,40.99N,34.08E
49,1906-07-01,19.579,0.515,Çorum,Turkey,40.99N,34.08E
50,1907-10-01,11.552,0.735,Çorum,Turkey,40.99N,34.08E
51,1942-09-01,16.075,0.468,Çorum,Turkey,40.99N,34.08E
52,1942-10-01,11.395,0.19,Çorum,Turkey,40.99N,34.08E
53,1944-10-01,13.532,0.632,Çorum,Turkey,40.99N,34.08E
54,1968-06-01,16.841,0.31,Çorum,Turkey,40.99N,34.08E
55,2008-06-01,19.028,0.356,Çorum,Turkey,40.99N,34.08E
56,1828-11-01 00:00:00,-7.068,2.758,Öskemen,Kazakhstan,50.63N,82.39E
57,1839-05-01 00:00:00,8.089,4.014,Öskemen,Kazakhstan,50.63N,82.39E
58,1845-09-01 00:00:00,10.323,2.067,Öskemen,Kazakhstan,50.63N,82.39E
59,1861-06-01 00:00:00,16.672,1.541,Öskemen,Kazakhstan,50.63N,82.39E
60,1865-02-01 00:00:00,-18.49,2.209,Öskemen,Kazakhstan,50.63N,82.39E
61,1887-12-01 00:00:00,-10.909,2.027,Öskemen,Kazakhstan,50.63N,82.39E
62,1891-06-01 00:00:00,15.325,0.719,Öskemen,Kazakhstan,50.63N,82.39E
63,1896-10-01 00:00:00,2.164,1.076,Öskemen,Kazakhstan,50.63N,82.39E
64,1903-04-01,-1.026,0.674,Öskemen,Kazakhstan,50.63N,82.39E
65,1905-08-01,16.599,0.478,Öskemen,Kazakhstan,50.63N,82.39E
66,1920-09-01,9.695,1.326,Öskemen,Kazakhstan,50.63N,82.39E
67,1926-12-01,-16.587,0.715,Öskemen,Kazakhstan,50.63N,82.39E
68,1939-12-01,-9.298,1.283,Öskemen,Kazakhstan,50.63N,82.39E
69,1974-12-01,-21.396,0.893,Öskemen,Kazakhstan,50.63N,82.39E
70,1989-08-01,17.624,0.211,Öskemen,Kazakhstan,50.63N,82.39E
71,1832-02-01 00:00:00,-14.022,2.66,Ürümqi,China,44.20N,87.20E
72,1839-12-01 00:00:00,-16.224,4.082,Ürümqi,China,44.20N,87.20E
73,1850-01-01 00:00:00,-19.405,2.797,Ürümqi,China,44.20N,87.20E
74,1882-07-01 00:00:00,23.562,0.962,Ürümqi,China,44.20N,87.20E
75,1890-05-01 00:00:00,16.186,1.197,Ürümqi,China,44.20N,87.20E
76,1905-04-01,4.617,1.202,Ürümqi,China,44.20N,87.20E
77,1921-03-01,-1.837,1.236,Ürümqi,China,44.20N,87.20E
78,1932-01-01,-13.372,1.977,Ürümqi,China,44.20N,87.20E
79,1951-10-01,9.127,0.274,Ürümqi,China,44.20N,87.20E
80,1993-02-01,-7.934,0.436,Ürümqi,China,44.20N,87.20E
81,2004-07-01,24.788,0.523,Ürümqi,China,44.20N,87.20E
83,1767-09-01 00:00:00,17.27,3.285,A Coruña,Spain,42.59N,8.73W
84,1775-12-01 00:00:00,7.484,1.864,A Coruña,Spain,42.59N,8.73W
85,1780-06-01 00:00:00,18.524,3.794,A Coruña,Spain,42.59N,8.73W
86,1789-04-01 00:00:00,10.863,2.321,A Coruña,Spain,42.59N,8.73W
87,1799-08-01 00:00:00,18.094,1.49,A Coruña,Spain,42.59N,8.73W
88,1818-09-01 00:00:00,16.503,2.802,A Coruña,Spain,42.59N,8.73W
89,1821-01-01 00:00:00,9.785,3.06,A Coruña,Spain,42.59N,8.73W
90,1834-12-01 00:00:00,9.265,1.386,A Coruña,Spain,42.59N,8.73W
91,1837-07-01 00:00:00,19.422,1.41,A Coruña,Spain,42.59N,8.73W
92,1842-08-01 00:00:00,18.784,0.995,A Coruña,Spain,42.59N,8.73W
93,1848-09-01 00:00:00,16.918,1.356,A Coruña,Spain,42.59N,8.73W
94,1874-04-01 00:00:00,12.258,0.774,A Coruña,Spain,42.59N,8.73W
95,1879-09-01 00:00:00,15.446,0.534,A Coruña,Spain,42.59N,8.73W
96,1885-06-01 00:00:00,16.116,0.405,A Coruña,Spain,42.59N,8.73W
97,1889-02-01 00:00:00,8.025,0.621,A Coruña,Spain,42.59N,8.73W
98,1932-02-01,6.608,0.57,A Coruña,Spain,42.59N,8.73W
99,1933-07-01,19.045,1.026,A Coruña,Spain,42.59N,8.73W
100,1935-12-01,9.65,0.929,A Coruña,Spain,42.59N,8.73W
101,1952-11-01,11.379,0.252,A Coruña,Spain,42.59N,8.73W
102,1956-06-01,16.153,0.379,A Coruña,Spain,42.59N,8.73W
103,1964-11-01,10.794,0.253,A Coruña,Spain,42.59N,8.73W
104,1968-08-01,18.831,0.265,A Coruña,Spain,42.59N,8.73W
105,1984-03-01,8.97,0.258,A Coruña,Spain,42.59N,8.73W
106,1994-10-01,15.252,0.279,A Coruña,Spain,42.59N,8.73W
107,1995-08-01,20.81,0.446,A Coruña,Spain,42.59N,8.73W
108,2002-11-01,11.974,0.235,A Coruña,Spain,42.59N,8.73W
109,1761-05-01 00:00:00,14.09,5.652,Aachen,Germany,50.63N,6.34E
110,1766-04-01 00:00:00,9.699,3.942,Aachen,Germany,50.63N,6.34E
111,1785-02-01 00:00:00,-1.972,6.966,Aachen,Germany,50.63N,6.34E
112,1797-11-01 00:00:00,5.126,3.721,Aachen,Germany,50.63N,6.34E
113,1801-09-01 00:00:00,14.89,2.031,Aachen,Germany,50.63N,6.34E
114,1868-11-01 00:00:00,3.354,0.904,Aachen,Germany,50.63N,6.34E
115,1892-06-01 00:00:00,14.974,0.41,Aachen,Germany,50.63N,6.34E
116,1913-08-01,15.395,0.394,Aachen,Germany,50.63N,6.34E
117,1918-03-01,4.857,0.286,Aachen,Germany,50.63N,6.34E
118,1945-04-01,9.999,0.207,Aachen,Germany,50.63N,6.34E
119,1955-09-01,14.298,0.153,Aachen,Germany,50.63N,6.34E
120,1979-05-01,12.172,0.264,Aachen,Germany,50.63N,6.34E
121,1979-10-01,10.602,0.204,Aachen,Germany,50.63N,6.34E
122,1984-08-01,17.866,0.221,Aachen,Germany,50.63N,6.34E
123,2007-07-01,17.166,0.124,Aachen,Germany,50.63N,6.34E
124,1752-11-01 00:00:00,5.637,0.921,Aalborg,Denmark,57.05N,10.33E
125,1756-03-01 00:00:00,2.684,7.896,Aalborg,Denmark,57.05N,10.33E
126,1768-03-01 00:00:00,-0.348,7.45,Aalborg,Denmark,57.05N,10.33E
127,1790-03-01 00:00:00,4.55,3.08,Aalborg,Denmark,57.05N,10.33E
128,1802-09-01 00:00:00,12.669,3.709,Aalborg,Denmark,57.05N,10.33E
129,1820-07-01 00:00:00,16.513,3.72,Aalborg,Denmark,57.05N,10.33E
130,1831-06-01 00:00:00,15.577,2.904,Aalborg,Denmark,57.05N,10.33E
131,1832-04-01 00:00:00,6.936,3.908,Aalborg,Denmark,57.05N,10.33E
132,1834-04-01 00:00:00,5.615,3.028,Aalborg,Denmark,57.05N,10.33E
133,1850-02-01 00:00:00,1.859,1.641,Aalborg,Denmark,57.05N,10.33E
134,1878-06-01 00:00:00,14.654,0.837,Aalborg,Denmark,57.05N,10.33E
135,1888-09-01 00:00:00,12.322,0.424,Aalborg,Denmark,57.05N,10.33E
136,1889-02-01 00:00:00,-2.49,0.527,Aalborg,Denmark,57.05N,10.33E
137,1918-09-01,11.674,0.304,Aalborg,Denmark,57.05N,10.33E
138,1935-09-01,13.027,0.195,Aalborg,Denmark,57.05N,10.33E
139,1959-07-01,18.448,0.365,Aalborg,Denmark,57.05N,10.33E
140,1960-08-01,16.199,0.376,Aalborg,Denmark,57.05N,10.33E
141,1994-09-01,12.69,0.284,Aalborg,Denmark,57.05N,10.33E
142,1878-01-01 00:00:00,26.211,1.244,Aba,Nigeria,5.63N,8.07E
143,1886-02-01 00:00:00,27.153,0.977,Aba,Nigeria,5.63N,8.07E
144,1891-02-01 00:00:00,26.735,0.667,Aba,Nigeria,5.63N,8.07E
145,1921-06-01,26.507,0.443,Aba,Nigeria,5.63N,8.07E
146,1924-05-01,27.665,0.377,Aba,Nigeria,5.63N,8.07E
147,1932-10-01,26.256,0.742,Aba,Nigeria,5.63N,8.07E
148,1949-04-01,28.148,0.417,Aba,Nigeria,5.63N,8.07E
149,1961-11-01,26.673,0.324,Aba,Nigeria,5.63N,8.07E
150,1966-11-01,26.916,0.339,Aba,Nigeria,5.63N,8.07E
151,1969-12-01,26.71,0.265,Aba,Nigeria,5.63N,8.07E
152,1995-08-01,26.144,0.322,Aba,Nigeria,5.63N,8.07E
153,1998-04-01,29.75,0.613,Aba,Nigeria,5.63N,8.07E
154,2000-07-01,25.9,0.267,Aba,Nigeria,5.63N,8.07E
155,2010-01-01,28.413,0.991,Aba,Nigeria,5.63N,8.07E
156,2011-08-01,26.114,0.495,Aba,Nigeria,5.63N,8.07E
158,1852-10-01 00:00:00,27.51,1.681,Abadan,Iran,29.74N,48.00E
159,1855-09-01 00:00:00,30.521,1.428,Abadan,Iran,29.74N,48.00E
160,1859-11-01 00:00:00,19.938,1.913,Abadan,Iran,29.74N,48.00E
161,1865-04-01 00:00:00,23.049,1.702,Abadan,Iran,29.74N,48.00E
162,1876-05-01 00:00:00,31.293,1.865,Abadan,Iran,29.74N,48.00E
163,1882-10-01 00:00:00,25.879,0.659,Abadan,Iran,29.74N,48.00E
164,1895-04-01 00:00:00,24.302,0.959,Abadan,Iran,29.74N,48.00E
165,1900-02-01,14.882,0.705,Abadan,Iran,29.74N,48.00E
166,1927-10-01,28.024,0.744,Abadan,Iran,29.74N,48.00E
167,1929-08-01,35.342,0.848,Abadan,Iran,29.74N,48.00E
168,1931-02-01,14.141,0.823,Abadan,Iran,29.74N,48.00E
169,1979-07-01,35.675,0.465,Abadan,Iran,29.74N,48.00E
170,1914-02-01,27.575,0.638,Abakaliki,Nigeria,5.63N,8.07E
171,1916-09-01,25.704,0.513,Abakaliki,Nigeria,5.63N,8.07E
172,1917-07-01,26.395,0.779,Abakaliki,Nigeria,5.63N,8.07E
173,1928-04-01,27.418,0.279,Abakaliki,Nigeria,5.63N,8.07E
174,1932-01-01,25.631,0.72,Abakaliki,Nigeria,5.63N,8.07E
175,1932-07-01,25.399,0.489,Abakaliki,Nigeria,5.63N,8.07E
176,1946-01-01,27.062,0.305,Abakaliki,Nigeria,5.63N,8.07E
177,1954-12-01,26.434,0.398,Abakaliki,Nigeria,5.63N,8.07E
178,1958-10-01,26.3,0.182,Abakaliki,Nigeria,5.63N,8.07E
179,1968-02-01,27.869,0.247,Abakaliki,Nigeria,5.63N,8.07E
180,1972-02-01,28.15,0.351,Abakaliki,Nigeria,5.63N,8.07E
181,1977-08-01,25.831,0.453,Abakaliki,Nigeria,5.63N,8.07E
182,1983-06-01,26.288,0.31,Abakaliki,Nigeria,5.63N,8.07E
183,1822-12-01 00:00:00,-19.707,3.137,Abakan,Russia,53.84N,91.36E
184,1841-03-01 00:00:00,-13.333,3.205,Abakan,Russia,53.84N,91.36E
185,1841-09-01 00:00:00,7.148,0.983,Abakan,Russia,53.84N,91.36E
186,1856-10-01 00:00:00,0.351,1.665,Abakan,Russia,53.84N,91.36E
187,1859-05-01 00:00:00,9.663,1.19,Abakan,Russia,53.84N,91.36E
188,1894-08-01 00:00:00,15.201,1.432,Abakan,Russia,53.84N,91.36E
189,1912-08-01,11.275,0.712,Abakan,Russia,53.84N,91.36E
190,1917-04-01,1.889,0.656,Abakan,Russia,53.84N,91.36E
191,1921-10-01,1.394,1.27,Abakan,Russia,53.84N,91.36E
192,1932-05-01,7.244,0.492,Abakan,Russia,53.84N,91.36E
193,1971-10-01,2.23,0.428,Abakan,Russia,53.84N,91.36E
194,1983-08-01,16.073,0.199,Abakan,Russia,53.84N,91.36E
195,2009-04-01,4.922,0.353,Abakan,Russia,53.84N,91.36E
196,1859-01-01 00:00:00,-0.792,0.628,Abbotsford,Canada,49.03N,122.45W
197,1868-01-01 00:00:00,-5.857,2.186,Abbotsford,Canada,49.03N,122.45W
198,1912-04-01,6.258,0.35,Abbotsford,Canada,49.03N,122.45W
199,1948-05-01,9.462,0.207,Abbotsford,Canada,49.03N,122.45W
200,1960-09-01,11.646,0.103,Abbotsford,Canada,49.03N,122.45W
201,1966-06-01,12.011,0.238,Abbotsford,Canada,49.03N,122.45W
202,2007-04-01,6.693,0.221,Abbotsford,Canada,49.03N,122.45W
203,1849-09-01 00:00:00,24.139,1.17,Abengourou,Côte D'Ivoire,7.23N,4.05W
204,1873-06-01 00:00:00,26.312,1.234,Abengourou,Côte D'Ivoire,7.23N,4.05W
205,1877-01-01 00:00:00,25.951,1.676,Abengourou,Côte D'Ivoire,7.23N,4.05W
206,1879-12-01 00:00:00,25.478,1.359,Abengourou,Côte D'Ivoire,7.23N,4.05W
207,1880-01-01 00:00:00,26.236,1.125,Abengourou,Côte D'Ivoire,7.23N,4.05W
208,1888-09-01 00:00:00,24.13,0.906,Abengourou,Côte D'Ivoire,7.23N,4.05W
209,1894-01-01 00:00:00,26.084,0.82,Abengourou,Côte D'Ivoire,7.23N,4.05W
210,1903-07-01,23.882,0.377,Abengourou,Côte D'Ivoire,7.23N,4.05W
211,1918-12-01,25.959,1.191,Abengourou,Côte D'Ivoire,7.23N,4.05W
212,1927-07-01,25.0,0.724,Abengourou,Côte D'Ivoire,7.23N,4.05W
213,1933-05-01,27.356,0.43,Abengourou,Côte D'Ivoire,7.23N,4.05W
214,1939-09-01,24.987,0.6,Abengourou,Côte D'Ivoire,7.23N,4.05W
215,1941-07-01,25.521,0.187,Abengourou,Côte D'Ivoire,7.23N,4.05W
216,1959-05-01,27.065,0.134,Abengourou,Côte D'Ivoire,7.23N,4.05W
217,1990-10-01,26.143,0.466,Abengourou,Côte D'Ivoire,7.23N,4.05W
218,2006-03-01,28.846,0.456,Abengourou,Côte D'Ivoire,7.23N,4.05W
219,1889-02-01 00:00:00,27.364,1.8,Abeokuta,Nigeria,7.23N,4.05E
220,1913-02-01,27.152,2.133,Abeokuta,Nigeria,7.23N,4.05E
221,1949-07-01,25.082,0.277,Abeokuta,Nigeria,7.23N,4.05E
222,1972-10-01,26.24,0.522,Abeokuta,Nigeria,7.23N,4.05E
223,2007-04-01,28.921,0.628,Abeokuta,Nigeria,7.23N,4.05E
224,1759-12-01 00:00:00,2.225,10.362,Aberdeen,United Kingdom,57.05N,1.48W
225,1778-06-01 00:00:00,12.423,6.664,Aberdeen,United Kingdom,57.05N,1.48W
226,1789-12-01 00:00:00,8.634,2.267,Aberdeen,United Kingdom,57.05N,1.48W
227,1792-04-01 00:00:00,8.273,2.697,Aberdeen,United Kingdom,57.05N,1.48W
228,1797-07-01 00:00:00,13.993,2.787,Aberdeen,United Kingdom,57.05N,1.48W
229,1812-03-01 00:00:00,2.094,3.149,Aberdeen,United Kingdom,57.05N,1.48W
230,1813-06-01 00:00:00,10.821,3.7,Aberdeen,United Kingdom,57.05N,1.48W
231,1816-06-01 00:00:00,9.985,2.235,Aberdeen,United Kingdom,57.05N,1.48W
232,1831-11-01 00:00:00,6.08,5.861,Aberdeen,United Kingdom,57.05N,1.48W
233,1865-07-01 00:00:00,13.269,0.844,Aberdeen,United Kingdom,57.05N,1.48W
234,1872-02-01 00:00:00,5.897,1.268,Aberdeen,United Kingdom,57.05N,1.48W
235,1889-09-01 00:00:00,11.026,0.575,Aberdeen,United Kingdom,57.05N,1.48W
236,1902-08-01,11.24,0.498,Aberdeen,United Kingdom,57.05N,1.48W
237,1905-12-01,7.511,0.628,Aberdeen,United Kingdom,57.05N,1.48W
238,1934-11-01,7.596,0.381,Aberdeen,United Kingdom,57.05N,1.48W
239,1946-05-01,8.163,0.705,Aberdeen,United Kingdom,57.05N,1.48W
240,1966-09-01,12.87,0.586,Aberdeen,United Kingdom,57.05N,1.48W
241,1972-01-01,5.073,0.483,Aberdeen,United Kingdom,57.05N,1.48W
242,1978-10-01,11.297,0.206,Aberdeen,United Kingdom,57.05N,1.48W
243,1979-12-01,6.271,0.298,Aberdeen,United Kingdom,57.05N,1.48W
244,1983-06-01,10.317,0.324,Aberdeen,United Kingdom,57.05N,1.48W
245,1993-04-01,6.679,0.285,Aberdeen,United Kingdom,57.05N,1.48W
246,1993-08-01,12.351,0.203,Aberdeen,United Kingdom,57.05N,1.48W
247,2006-03-01,3.794,0.28,Aberdeen,United Kingdom,57.05N,1.48W
248,2006-06-01,12.06,0.265,Aberdeen,United Kingdom,57.05N,1.48W
249,1868-03-01 00:00:00,21.958,1.526,Abha,Saudi Arabia,18.48N,42.25E
250,1874-11-01 00:00:00,22.0,1.459,Abha,Saudi Arabia,18.48N,42.25E
251,1874-12-01 00:00:00,19.422,1.886,Abha,Saudi Arabia,18.48N,42.25E
252,1881-02-01 00:00:00,21.052,1.252,Abha,Saudi Arabia,18.48N,42.25E
253,1889-03-01 00:00:00,23.452,1.558,Abha,Saudi Arabia,18.48N,42.25E
254,1892-08-01 00:00:00,27.98,1.893,Abha,Saudi Arabia,18.48N,42.25E
255,1915-04-01,24.347,0.815,Abha,Saudi Arabia,18.48N,42.25E
256,1926-10-01,24.641,0.857,Abha,Saudi Arabia,18.48N,42.25E
257,1930-07-01,29.257,0.796,Abha,Saudi Arabia,18.48N,42.25E
258,1938-01-01,19.488,0.566,Abha,Saudi Arabia,18.48N,42.25E
259,1949-12-01,18.25,0.967,Abha,Saudi Arabia,18.48N,42.25E
260,1959-08-01,27.916,0.663,Abha,Saudi Arabia,18.48N,42.25E
261,1965-12-01,19.225,0.269,Abha,Saudi Arabia,18.48N,42.25E
262,1974-09-01,27.807,0.306,Abha,Saudi Arabia,18.48N,42.25E
263,1976-03-01,22.664,0.329,Abha,Saudi Arabia,18.48N,42.25E
264,1977-08-01,30.269,0.715,Abha,Saudi Arabia,18.48N,42.25E
265,1986-04-01,23.247,0.266,Abha,Saudi Arabia,18.48N,42.25E
266,1990-11-01,21.376,0.538,Abha,Saudi Arabia,18.48N,42.25E
267,1877-04-01 00:00:00,26.978,0.991,Abidjan,Côte D'Ivoire,5.63N,3.23W
268,1895-04-01 00:00:00,26.698,2.285,Abidjan,Côte D'Ivoire,5.63N,3.23W
269,1936-12-01,26.162,0.821,Abidjan,Côte D'Ivoire,5.63N,3.23W
270,1994-05-01,27.052,0.29,Abidjan,Côte D'Ivoire,5.63N,3.23W
271,1860-07-01 00:00:00,23.629,1.721,Abiko,Japan,36.17N,139.23E
272,1864-12-01 00:00:00,3.0,1.956,Abiko,Japan,36.17N,139.23E
273,1871-06-01 00:00:00,19.354,1.982,Abiko,Japan,36.17N,139.23E
274,1886-01-01 00:00:00,0.319,0.602,Abiko,Japan,36.17N,139.23E
275,1907-06-01,18.234,0.14,Abiko,Japan,36.17N,139.23E
276,1915-01-01,1.214,0.345,Abiko,Japan,36.17N,139.23E
277,1918-03-01,4.912,0.404,Abiko,Japan,36.17N,139.23E
278,1936-02-01,-0.256,0.248,Abiko,Japan,36.17N,139.23E
279,1948-08-01,24.22,0.27,Abiko,Japan,36.17N,139.23E
280,1986-07-01,22.383,0.197,Abiko,Japan,36.17N,139.23E
281,1993-11-01,10.438,0.277,Abiko,Japan,36.17N,139.23E
282,1999-04-01,11.929,0.204,Abiko,Japan,36.17N,139.23E
283,2013-05-01,16.757,0.396,Abiko,Japan,36.17N,139.23E
284,1873-01-01 00:00:00,3.033,1.308,Abilene,United States,32.95N,100.53W
285,1886-10-01 00:00:00,17.165,0.679,Abilene,United States,32.95N,100.53W
286,1889-11-01 00:00:00,7.728,0.8,Abilene,United States,32.95N,100.53W
287,1894-08-01 00:00:00,25.008,0.745,Abilene,United States,32.95N,100.53W
288,1912-11-01,10.307,0.486,Abilene,United States,32.95N,100.53W
289,1917-07-01,28.768,0.367,Abilene,United States,32.95N,100.53W
290,1934-09-01,23.896,0.37,Abilene,United States,32.95N,100.53W
291,1937-05-01,22.862,0.183,Abilene,United States,32.95N,100.53W
292,1945-11-01,13.027,0.228,Abilene,United States,32.95N,100.53W
293,1951-08-01,29.147,0.27,Abilene,United States,32.95N,100.53W
294,1953-06-01,30.262,0.358,Abilene,United States,32.95N,100.53W
295,1953-09-01,24.611,0.49,Abilene,United States,32.95N,100.53W
296,1988-07-01,27.168,0.272,Abilene,United States,32.95N,100.53W
297,2011-06-01,31.135,0.342,Abilene,United States,32.95N,100.53W
298,2013-09-01,25.791,1.18,Abilene,United States,32.95N,100.53W
299,1820-12-01 00:00:00,11.939,1.783,Abohar,India,29.74N,73.85E
301,1901-10-01,26.957,0.596,Abohar,India,29.74N,73.85E
302,1909-03-01,21.408,0.384,Abohar,India,29.74N,73.85E
303,1909-04-01,26.545,0.381,Abohar,India,29.74N,73.85E
304,1910-11-01,18.174,0.419,Abohar,India,29.74N,73.85E
305,1913-07-01,31.936,0.756,Abohar,India,29.74N,73.85E
306,1934-04-01,27.588,0.197,Abohar,India,29.74N,73.85E
307,1941-06-01,33.84,0.334,Abohar,India,29.74N,73.85E
308,1969-05-01,31.041,0.434,Abohar,India,29.74N,73.85E
309,1970-10-01,26.423,0.534,Abohar,India,29.74N,73.85E
310,1989-02-01,15.284,0.432,Abohar,India,29.74N,73.85E
311,1993-10-01,26.194,0.355,Abohar,India,29.74N,73.85E
312,2000-08-01,32.539,0.427,Abohar,India,29.74N,73.85E
313,1849-12-01 00:00:00,26.353,1.614,Abomey Calavi,Benin,7.23N,2.43E
316,1888-07-01 00:00:00,23.552,0.555,Abomey Calavi,Benin,7.23N,2.43E
317,1897-02-01 00:00:00,28.598,0.901,Abomey Calavi,Benin,7.23N,2.43E
318,1952-07-01,25.422,0.203,Abomey Calavi,Benin,7.23N,2.43E
319,1963-03-01,28.709,0.108,Abomey Calavi,Benin,7.23N,2.43E
320,1967-12-01,27.696,0.161,Abomey Calavi,Benin,7.23N,2.43E
321,1971-09-01,25.443,0.248,Abomey Calavi,Benin,7.23N,2.43E
322,1978-04-01,27.69,0.427,Abomey Calavi,Benin,7.23N,2.43E
323,1984-09-01,25.911,0.21,Abomey Calavi,Benin,7.23N,2.43E
324,1985-07-01,25.159,0.275,Abomey Calavi,Benin,7.23N,2.43E
325,1999-05-01,28.29,0.361,Abomey Calavi,Benin,7.23N,2.43E
326,2011-06-01,27.125,0.299,Abomey Calavi,Benin,7.23N,2.43E
328,1869-11-01 00:00:00,23.928,1.421,Abu Dhabi,United Arab Emirates,24.92N,54.98E
329,1883-10-01 00:00:00,28.062,0.617,Abu Dhabi,United Arab Emirates,24.92N,54.98E
330,1893-09-01 00:00:00,31.78,1.28,Abu Dhabi,United Arab Emirates,24.92N,54.98E
331,1904-05-01,29.156,0.6,Abu Dhabi,United Arab Emirates,24.92N,54.98E
332,1910-09-01,31.72,0.902,Abu Dhabi,United Arab Emirates,24.92N,54.98E
333,1917-01-01,17.994,0.848,Abu Dhabi,United Arab Emirates,24.92N,54.98E
334,1967-03-01,22.162,0.511,Abu Dhabi,United Arab Emirates,24.92N,54.98E
335,2000-07-01,35.474,0.201,Abu Dhabi,United Arab Emirates,24.92N,54.98E
336,2002-04-01,26.904,0.407,Abu Dhabi,United Arab Emirates,24.92N,54.98E
337,2003-03-01,24.261,0.469,Abu Dhabi,United Arab Emirates,24.92N,54.98E
338,2004-08-01,34.906,0.295,Abu Dhabi,United Arab Emirates,24.92N,54.98E
339,2007-03-01,23.327,0.477,Abu Dhabi,United Arab Emirates,24.92N,54.98E
341,1874-07-01 00:00:00,24.566,0.954,Abuja,Nigeria,8.84N,7.30E
342,1874-12-01 00:00:00,24.512,1.291,Abuja,Nigeria,8.84N,7.30E
343,1881-08-01 00:00:00,23.688,1.303,Abuja,Nigeria,8.84N,7.30E
344,1900-11-01,25.402,0.692,Abuja,Nigeria,8.84N,7.30E
345,1921-03-01,28.856,1.385,Abuja,Nigeria,8.84N,7.30E
346,1926-02-01,27.3,2.002,Abuja,Nigeria,8.84N,7.30E
347,1937-03-01,29.424,0.751,Abuja,Nigeria,8.84N,7.30E
