,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
12794,1911-11-01,22.702,0.456,El Progreso,Honduras,15.27N,87.50W
12795,1948-03-01,24.8,0.46,El Progreso,Honduras,15.27N,87.50W
12796,1983-05-01,27.902,0.134,El Progreso,Honduras,15.27N,87.50W
12797,1998-04-01,26.772,0.826,El Progreso,Honduras,15.27N,87.50W
12798,2008-06-01,25.944,0.401,El Progreso,Honduras,15.27N,87.50W
12799,2008-08-01,25.929,0.37,El Progreso,Honduras,15.27N,87.50W
12805,1852-10-01 00:00:00,25.886,1.261,El Tigre,Venezuela,8.84N,64.05W
12806,1858-03-01 00:00:00,25.971,1.213,El Tigre,Venezuela,8.84N,64.05W
12807,1879-09-01 00:00:00,25.92,0.607,El Tigre,Venezuela,8.84N,64.05W
12808,1880-01-01 00:00:00,24.057,0.957,El Tigre,Venezuela,8.84N,64.05W
12809,1885-07-01 00:00:00,25.435,1.082,El Tigre,Venezuela,8.84N,64.05W
12810,1887-09-01 00:00:00,26.471,0.502,El Tigre,Venezuela,8.84N,64.05W
12811,1895-08-01 00:00:00,25.887,0.299,El Tigre,Venezuela,8.84N,64.05W
12812,1910-08-01,26.091,0.894,El Tigre,Venezuela,8.84N,64.05W
12813,1917-10-01,26.102,0.263,El Tigre,Venezuela,8.84N,64.05W
12814,1921-03-01,26.466,0.579,El Tigre,Venezuela,8.84N,64.05W
12815,1937-09-01,26.795,0.33,El Tigre,Venezuela,8.84N,64.05W
12816,1953-10-01,26.918,0.298,El Tigre,Venezuela,8.84N,64.05W
12817,1958-02-01,26.418,0.376,El Tigre,Venezuela,8.84N,64.05W
12818,1968-05-01,26.786,0.109,El Tigre,Venezuela,8.84N,64.05W
12819,2008-06-01,27.175,0.318,El Tigre,Venezuela,8.84N,64.05W
12820,1752-11-01 00:00:00,13.897,1.964,Elbasan,Albania,40.99N,19.17E
12821,1763-12-01 00:00:00,10.395,2.245,Elbasan,Albania,40.99N,19.17E
12822,1799-12-01 00:00:00,7.812,2.078,Elbasan,Albania,40.99N,19.17E
12823,1805-04-01 00:00:00,11.398,2.946,Elbasan,Albania,40.99N,19.17E
12824,1827-09-01 00:00:00,19.172,1.94,Elbasan,Albania,40.99N,19.17E
12825,1838-09-01 00:00:00,20.614,1.556,Elbasan,Albania,40.99N,19.17E
12826,1845-02-01 00:00:00,5.581,3.691,Elbasan,Albania,40.99N,19.17E
12827,1849-09-01 00:00:00,20.405,0.991,Elbasan,Albania,40.99N,19.17E
12828,1851-05-01 00:00:00,16.89,1.26,Elbasan,Albania,40.99N,19.17E
12829,1851-11-01 00:00:00,12.432,1.595,Elbasan,Albania,40.99N,19.17E
12830,1874-01-01 00:00:00,6.361,1.346,Elbasan,Albania,40.99N,19.17E
12831,1888-04-01 00:00:00,13.395,0.605,Elbasan,Albania,40.99N,19.17E
12832,1903-04-01,11.397,1.006,Elbasan,Albania,40.99N,19.17E
12833,1931-11-01,12.669,0.587,Elbasan,Albania,40.99N,19.17E
12834,1933-11-01,14.645,0.35,Elbasan,Albania,40.99N,19.17E
12835,1964-09-01,19.896,0.244,Elbasan,Albania,40.99N,19.17E
12836,1967-02-01,7.758,0.27,Elbasan,Albania,40.99N,19.17E
12837,1969-02-01,9.517,0.283,Elbasan,Albania,40.99N,19.17E
12838,1969-09-01,21.433,0.187,Elbasan,Albania,40.99N,19.17E
12839,1971-12-01,9.221,0.341,Elbasan,Albania,40.99N,19.17E
12840,1977-09-01,19.736,0.225,Elbasan,Albania,40.99N,19.17E
12841,1979-09-01,19.977,0.332,Elbasan,Albania,40.99N,19.17E
12842,1992-09-01,21.491,0.539,Elbasan,Albania,40.99N,19.17E
12843,1993-01-01,7.802,0.91,Elbasan,Albania,40.99N,19.17E
12844,1998-11-01,12.044,0.271,Elbasan,Albania,40.99N,19.17E
12845,1780-11-01 00:00:00,1.698,3.364,Elblag,Poland,53.84N,20.45E
12846,1863-04-01 00:00:00,6.91,1.528,Elblag,Poland,53.84N,20.45E
12847,1876-07-01 00:00:00,18.389,0.728,Elblag,Poland,53.84N,20.45E
12848,1901-12-01,-2.205,0.442,Elblag,Poland,53.84N,20.45E
12849,1924-04-01,4.62,0.355,Elblag,Poland,53.84N,20.45E
12850,1949-02-01,-0.987,0.282,Elblag,Poland,53.84N,20.45E
12851,1970-08-01,16.514,0.828,Elblag,Poland,53.84N,20.45E
12852,1982-06-01,15.002,0.333,Elblag,Poland,53.84N,20.45E
12855,1886-08-01 00:00:00,19.548,1.065,Eldoret,Kenya,0.80N,34.55E
12856,1886-11-01 00:00:00,20.066,1.268,Eldoret,Kenya,0.80N,34.55E
12857,1890-09-01 00:00:00,20.063,1.228,Eldoret,Kenya,0.80N,34.55E
12858,1893-04-01 00:00:00,20.755,1.068,Eldoret,Kenya,0.80N,34.55E
12859,1897-06-01 00:00:00,20.302,0.882,Eldoret,Kenya,0.80N,34.55E
12860,1900-11-01,20.796,0.838,Eldoret,Kenya,0.80N,34.55E
12861,1944-05-01,20.751,0.226,Eldoret,Kenya,0.80N,34.55E
12862,1960-08-01,20.077,0.34,Eldoret,Kenya,0.80N,34.55E
12863,1960-11-01,20.99,0.568,Eldoret,Kenya,0.80N,34.55E
12864,1961-04-01,21.512,0.352,Eldoret,Kenya,0.80N,34.55E
12865,1962-01-01,20.516,0.215,Eldoret,Kenya,0.80N,34.55E
12866,1744-11-01 00:00:00,-1.981,2.006,Elektrostal,Russia,55.45N,39.69E
12868,1750-09-01 00:00:00,10.407,2.048,Elektrostal,Russia,55.45N,39.69E
12869,1755-01-01 00:00:00,-11.988,3.614,Elektrostal,Russia,55.45N,39.69E
12870,1776-04-01 00:00:00,3.389,2.095,Elektrostal,Russia,55.45N,39.69E
12871,1783-09-01 00:00:00,10.69,3.489,Elektrostal,Russia,55.45N,39.69E
12872,1821-09-01 00:00:00,8.956,2.299,Elektrostal,Russia,55.45N,39.69E
12873,1841-02-01 00:00:00,-14.825,1.185,Elektrostal,Russia,55.45N,39.69E
12874,1841-03-01 00:00:00,-5.394,3.859,Elektrostal,Russia,55.45N,39.69E
12875,1842-08-01 00:00:00,16.444,1.732,Elektrostal,Russia,55.45N,39.69E
12876,1843-02-01 00:00:00,-1.751,1.324,Elektrostal,Russia,55.45N,39.69E
12877,1855-12-01 00:00:00,-13.914,2.441,Elektrostal,Russia,55.45N,39.69E
12878,1859-08-01 00:00:00,16.462,1.193,Elektrostal,Russia,55.45N,39.69E
12879,1859-12-01 00:00:00,-6.845,1.953,Elektrostal,Russia,55.45N,39.69E
12880,1868-12-01 00:00:00,-6.96,1.145,Elektrostal,Russia,55.45N,39.69E
12881,1894-10-01 00:00:00,2.093,0.584,Elektrostal,Russia,55.45N,39.69E
12882,1912-03-01,-0.58,0.673,Elektrostal,Russia,55.45N,39.69E
12883,1923-11-01,2.513,0.635,Elektrostal,Russia,55.45N,39.69E
12884,1937-12-01,-7.522,0.453,Elektrostal,Russia,55.45N,39.69E
12885,1965-10-01,3.203,0.345,Elektrostal,Russia,55.45N,39.69E
12886,1973-02-01,-4.46,0.281,Elektrostal,Russia,55.45N,39.69E
12887,1985-12-01,-7.604,0.233,Elektrostal,Russia,55.45N,39.69E
12888,1995-01-01,-7.164,0.187,Elektrostal,Russia,55.45N,39.69E
12890,1801-04-01 00:00:00,9.429,2.62,Elista,Russia,45.81N,45.00E
12891,1807-05-01 00:00:00,15.088,2.111,Elista,Russia,45.81N,45.00E
12892,1830-12-01 00:00:00,1.53,2.547,Elista,Russia,45.81N,45.00E
12893,1838-03-01 00:00:00,0.364,1.996,Elista,Russia,45.81N,45.00E
12894,1845-06-01 00:00:00,21.311,0.758,Elista,Russia,45.81N,45.00E
12895,1881-07-01 00:00:00,23.651,0.64,Elista,Russia,45.81N,45.00E
12896,1909-06-01,20.951,0.335,Elista,Russia,45.81N,45.00E
12897,1911-03-01,-2.112,1.031,Elista,Russia,45.81N,45.00E
12898,1920-11-01,-3.91,0.883,Elista,Russia,45.81N,45.00E
12899,1924-03-01,-0.321,0.684,Elista,Russia,45.81N,45.00E
12900,1925-09-01,18.035,0.449,Elista,Russia,45.81N,45.00E
12901,1931-06-01,22.823,0.408,Elista,Russia,45.81N,45.00E
12902,1959-11-01,-0.974,0.754,Elista,Russia,45.81N,45.00E
12903,1969-01-01,-11.019,0.472,Elista,Russia,45.81N,45.00E
12904,1979-10-01,9.209,0.189,Elista,Russia,45.81N,45.00E
12905,1994-12-01,-4.623,0.27,Elista,Russia,45.81N,45.00E
12906,2005-12-01,2.075,0.273,Elista,Russia,45.81N,45.00E
12907,1757-06-01 00:00:00,22.461,2.943,Elizabeth,United States,40.99N,74.56W
12908,1772-11-01 00:00:00,5.988,2.736,Elizabeth,United States,40.99N,74.56W
12909,1775-12-01 00:00:00,-2.279,2.15,Elizabeth,United States,40.99N,74.56W
12910,1827-02-01 00:00:00,-1.082,1.507,Elizabeth,United States,40.99N,74.56W
12911,1838-03-01 00:00:00,3.005,1.467,Elizabeth,United States,40.99N,74.56W
12912,1838-11-01 00:00:00,1.849,2.603,Elizabeth,United States,40.99N,74.56W
12913,1850-06-01 00:00:00,19.565,1.151,Elizabeth,United States,40.99N,74.56W
12914,1862-05-01 00:00:00,14.567,2.475,Elizabeth,United States,40.99N,74.56W
12915,1866-05-01 00:00:00,12.982,1.021,Elizabeth,United States,40.99N,74.56W
12916,1882-02-01 00:00:00,-0.345,0.766,Elizabeth,United States,40.99N,74.56W
12917,1901-03-01,2.071,0.355,Elizabeth,United States,40.99N,74.56W
12918,1912-09-01,17.288,0.115,Elizabeth,United States,40.99N,74.56W
12919,1928-10-01,11.899,0.249,Elizabeth,United States,40.99N,74.56W
12920,1931-04-01,8.907,0.309,Elizabeth,United States,40.99N,74.56W
12921,1959-02-01,-2.473,0.083,Elizabeth,United States,40.99N,74.56W
12922,1990-07-01,22.712,0.286,Elizabeth,United States,40.99N,74.56W
12923,1999-10-01,10.438,0.194,Elizabeth,United States,40.99N,74.56W
12924,2000-11-01,4.913,0.203,Elizabeth,United States,40.99N,74.56W
12925,1803-02-01 00:00:00,24.59,3.214,Eluru,India,16.87N,80.37E
12926,1805-04-01 00:00:00,30.626,1.818,Eluru,India,16.87N,80.37E
12927,1816-01-01 00:00:00,21.835,5.606,Eluru,India,16.87N,80.37E
12928,1842-09-01 00:00:00,26.594,1.499,Eluru,India,16.87N,80.37E
12929,1846-01-01 00:00:00,24.215,1.767,Eluru,India,16.87N,80.37E
12930,1851-10-01 00:00:00,26.845,1.641,Eluru,India,16.87N,80.37E
12931,1858-11-01 00:00:00,24.308,1.414,Eluru,India,16.87N,80.37E
12932,1859-12-01 00:00:00,21.916,1.609,Eluru,India,16.87N,80.37E
12933,1866-04-01 00:00:00,31.764,1.617,Eluru,India,16.87N,80.37E
12934,1915-08-01,28.37,0.588,Eluru,India,16.87N,80.37E
12935,1929-06-01,31.246,0.294,Eluru,India,16.87N,80.37E
12936,1930-01-01,23.471,0.441,Eluru,India,16.87N,80.37E
12937,1934-05-01,34.047,0.48,Eluru,India,16.87N,80.37E
12938,1956-12-01,22.715,0.369,Eluru,India,16.87N,80.37E
12939,1964-11-01,24.395,0.347,Eluru,India,16.87N,80.37E
12940,1996-08-01,28.17,0.274,Eluru,India,16.87N,80.37E
12941,1832-04-01 00:00:00,18.804,2.808,Embu,Brazil,23.31S,46.31W
12942,1834-03-01 00:00:00,21.798,2.621,Embu,Brazil,23.31S,46.31W
12943,1837-11-01 00:00:00,19.647,2.218,Embu,Brazil,23.31S,46.31W
12944,1852-12-01 00:00:00,23.173,2.441,Embu,Brazil,23.31S,46.31W
12945,1858-01-01 00:00:00,22.151,2.902,Embu,Brazil,23.31S,46.31W
12946,1977-06-01,17.59,0.315,Embu,Brazil,23.31S,46.31W
12947,1984-06-01,17.996,0.192,Embu,Brazil,23.31S,46.31W
12948,2010-05-01,18.679,0.189,Embu,Brazil,23.31S,46.31W
12950,1777-08-01 00:00:00,17.638,2.156,Emmen,Netherlands,52.24N,7.88E
12951,1781-10-01 00:00:00,8.728,1.499,Emmen,Netherlands,52.24N,7.88E
12952,1790-08-01 00:00:00,16.512,2.59,Emmen,Netherlands,52.24N,7.88E
12953,1821-03-01 00:00:00,4.02,1.961,Emmen,Netherlands,52.24N,7.88E
12954,1823-04-01 00:00:00,6.563,3.313,Emmen,Netherlands,52.24N,7.88E
12955,1848-06-01 00:00:00,16.679,2.175,Emmen,Netherlands,52.24N,7.88E
12956,1867-01-01 00:00:00,-0.002,1.381,Emmen,Netherlands,52.24N,7.88E
12957,1869-12-01 00:00:00,0.721,0.989,Emmen,Netherlands,52.24N,7.88E
12958,1876-08-01 00:00:00,17.981,0.378,Emmen,Netherlands,52.24N,7.88E
12959,1891-01-01 00:00:00,-3.259,0.904,Emmen,Netherlands,52.24N,7.88E
12960,1892-03-01 00:00:00,1.547,0.854,Emmen,Netherlands,52.24N,7.88E
12961,1893-11-01 00:00:00,3.323,0.561,Emmen,Netherlands,52.24N,7.88E
12962,1900-06-01,16.239,0.455,Emmen,Netherlands,52.24N,7.88E
12963,1909-04-01,8.427,0.363,Emmen,Netherlands,52.24N,7.88E
12964,1844-04-01 00:00:00,21.726,1.535,Encheng,China,21.70N,111.63E
12965,1912-08-01,27.819,0.461,Encheng,China,21.70N,111.63E
12966,1927-12-01,18.497,0.567,Encheng,China,21.70N,111.63E
12967,1951-07-01,28.409,0.265,Encheng,China,21.70N,111.63E
12968,1972-04-01,21.674,0.185,Encheng,China,21.70N,111.63E
12969,1978-04-01,22.815,0.424,Encheng,China,21.70N,111.63E
12970,1979-05-01,25.337,0.391,Encheng,China,21.70N,111.63E
12971,1991-10-01,24.277,0.262,Encheng,China,21.70N,111.63E
12972,2002-01-01,16.33,0.305,Encheng,China,21.70N,111.63E
12974,1753-10-01 00:00:00,6.017,2.349,Engels,Russia,50.63N,46.90E
12975,1757-07-01 00:00:00,26.721,4.075,Engels,Russia,50.63N,46.90E
12976,1767-02-01 00:00:00,-10.623,4.643,Engels,Russia,50.63N,46.90E
12977,1775-10-01 00:00:00,8.039,2.8,Engels,Russia,50.63N,46.90E
12978,1820-10-01 00:00:00,5.024,1.47,Engels,Russia,50.63N,46.90E
12979,1825-04-01 00:00:00,5.922,2.032,Engels,Russia,50.63N,46.90E
12980,1851-03-01 00:00:00,-7.83,1.693,Engels,Russia,50.63N,46.90E
12981,1857-12-01 00:00:00,-8.693,0.955,Engels,Russia,50.63N,46.90E
12982,1885-05-01 00:00:00,16.871,0.996,Engels,Russia,50.63N,46.90E
12983,1902-03-01,-4.35,0.556,Engels,Russia,50.63N,46.90E
12984,1914-02-01,-2.585,0.919,Engels,Russia,50.63N,46.90E
12985,1930-05-01,17.01,0.481,Engels,Russia,50.63N,46.90E
12986,1936-07-01,24.627,0.349,Engels,Russia,50.63N,46.90E
12987,1964-08-01,19.72,0.371,Engels,Russia,50.63N,46.90E
12988,1996-04-01,5.741,0.283,Engels,Russia,50.63N,46.90E
12989,2004-04-01,7.43,0.232,Engels,Russia,50.63N,46.90E
12990,1759-08-01 00:00:00,17.786,8.454,Enschede,Netherlands,52.24N,7.88E
12991,1768-07-01 00:00:00,17.717,5.564,Enschede,Netherlands,52.24N,7.88E
12992,1801-11-01 00:00:00,5.15,1.735,Enschede,Netherlands,52.24N,7.88E
12993,1808-08-01 00:00:00,18.672,2.206,Enschede,Netherlands,52.24N,7.88E
12994,1809-01-01 00:00:00,-2.019,5.145,Enschede,Netherlands,52.24N,7.88E
12995,1822-05-01 00:00:00,14.556,2.003,Enschede,Netherlands,52.24N,7.88E
12996,1844-02-01 00:00:00,-0.602,1.152,Enschede,Netherlands,52.24N,7.88E
12997,1855-10-01 00:00:00,10.699,1.141,Enschede,Netherlands,52.24N,7.88E
12998,1871-09-01 00:00:00,14.3,0.315,Enschede,Netherlands,52.24N,7.88E
12999,1879-04-01 00:00:00,6.351,0.971,Enschede,Netherlands,52.24N,7.88E
13000,1879-06-01 00:00:00,15.886,0.721,Enschede,Netherlands,52.24N,7.88E
13001,1880-12-01 00:00:00,4.339,0.68,Enschede,Netherlands,52.24N,7.88E
13002,1907-09-01,13.9,0.229,Enschede,Netherlands,52.24N,7.88E
13003,1910-11-01,3.215,0.349,Enschede,Netherlands,52.24N,7.88E
13004,1933-04-01,7.923,0.364,Enschede,Netherlands,52.24N,7.88E
13005,1943-07-01,17.914,0.271,Enschede,Netherlands,52.24N,7.88E
13006,1945-07-01,18.363,0.413,Enschede,Netherlands,52.24N,7.88E
13007,1967-05-01,13.186,0.28,Enschede,Netherlands,52.24N,7.88E
13008,1980-10-01,8.971,0.235,Enschede,Netherlands,52.24N,7.88E
13009,1855-06-01 00:00:00,18.928,2.785,Ensenada,Mexico,31.35N,116.86W
13010,1855-08-01 00:00:00,21.136,2.098,Ensenada,Mexico,31.35N,116.86W
13011,1882-01-01 00:00:00,10.548,1.179,Ensenada,Mexico,31.35N,116.86W
13012,1890-06-01 00:00:00,16.787,0.73,Ensenada,Mexico,31.35N,116.86W
13013,1911-06-01,16.065,0.584,Ensenada,Mexico,31.35N,116.86W
13014,1928-04-01,14.145,0.532,Ensenada,Mexico,31.35N,116.86W
13015,1931-04-01,16.145,0.53,Ensenada,Mexico,31.35N,116.86W
13016,1971-01-01,12.72,0.741,Ensenada,Mexico,31.35N,116.86W
13017,1976-04-01,13.133,0.459,Ensenada,Mexico,31.35N,116.86W
13018,1994-10-01,18.104,0.631,Ensenada,Mexico,31.35N,116.86W
13020,1876-04-01 00:00:00,27.221,2.426,Enugu,Nigeria,7.23N,7.30E
13021,1901-03-01,29.155,0.799,Enugu,Nigeria,7.23N,7.30E
13022,1906-11-01,25.294,1.032,Enugu,Nigeria,7.23N,7.30E
13023,1907-06-01,25.505,0.492,Enugu,Nigeria,7.23N,7.30E
13024,1913-12-01,25.156,0.626,Enugu,Nigeria,7.23N,7.30E
13025,1957-08-01,25.709,0.725,Enugu,Nigeria,7.23N,7.30E
13026,1986-11-01,26.439,0.539,Enugu,Nigeria,7.23N,7.30E
13027,1991-04-01,28.393,0.42,Enugu,Nigeria,7.23N,7.30E
13028,1997-08-01,25.973,0.251,Enugu,Nigeria,7.23N,7.30E
13029,2002-07-01,26.43,0.608,Enugu,Nigeria,7.23N,7.30E
13030,1827-08-01 00:00:00,19.127,1.337,Envigado,Colombia,5.63N,75.87W
13031,1857-11-01 00:00:00,17.35,1.209,Envigado,Colombia,5.63N,75.87W
13032,1860-07-01 00:00:00,18.959,1.09,Envigado,Colombia,5.63N,75.87W
13033,1875-05-01 00:00:00,18.723,1.047,Envigado,Colombia,5.63N,75.87W
13034,1928-06-01,18.911,0.446,Envigado,Colombia,5.63N,75.87W
13035,1935-01-01,18.528,0.456,Envigado,Colombia,5.63N,75.87W
13036,1935-11-01,18.155,0.236,Envigado,Colombia,5.63N,75.87W
13037,1942-04-01,19.712,0.362,Envigado,Colombia,5.63N,75.87W
13038,1948-12-01,18.718,0.235,Envigado,Colombia,5.63N,75.87W
13039,1949-05-01,19.269,0.16,Envigado,Colombia,5.63N,75.87W
13040,1983-08-01,20.369,0.22,Envigado,Colombia,5.63N,75.87W
13041,1983-10-01,19.124,0.358,Envigado,Colombia,5.63N,75.87W
13042,1990-02-01,19.423,0.227,Envigado,Colombia,5.63N,75.87W
13043,1992-03-01,20.833,0.444,Envigado,Colombia,5.63N,75.87W
13044,2002-09-01,19.948,0.205,Envigado,Colombia,5.63N,75.87W
13045,1761-09-01 00:00:00,14.962,4.418,Erfurt,Germany,50.63N,11.41E
13046,1797-05-01 00:00:00,14.294,3.153,Erfurt,Germany,50.63N,11.41E
13047,1798-05-01 00:00:00,13.416,5.094,Erfurt,Germany,50.63N,11.41E
13048,1805-06-01 00:00:00,13.551,3.135,Erfurt,Germany,50.63N,11.41E
13049,1841-05-01 00:00:00,15.552,0.706,Erfurt,Germany,50.63N,11.41E
13050,1845-12-01 00:00:00,1.464,2.328,Erfurt,Germany,50.63N,11.41E
13051,1850-08-01 00:00:00,15.823,1.067,Erfurt,Germany,50.63N,11.41E
13052,1850-10-01 00:00:00,5.587,1.143,Erfurt,Germany,50.63N,11.41E
13053,1862-11-01 00:00:00,2.652,0.944,Erfurt,Germany,50.63N,11.41E
13054,1875-12-01 00:00:00,-3.555,0.49,Erfurt,Germany,50.63N,11.41E
13055,1890-11-01 00:00:00,2.323,0.339,Erfurt,Germany,50.63N,11.41E
13056,1902-04-01,7.318,0.388,Erfurt,Germany,50.63N,11.41E
13057,1929-07-01,17.394,0.166,Erfurt,Germany,50.63N,11.41E
13058,1949-02-01,0.526,0.391,Erfurt,Germany,50.63N,11.41E
13059,1957-03-01,6.141,0.25,Erfurt,Germany,50.63N,11.41E
13060,1981-01-01,-3.006,0.256,Erfurt,Germany,50.63N,11.41E
13061,1991-04-01,6.348,0.288,Erfurt,Germany,50.63N,11.41E
13062,1750-07-01 00:00:00,19.395,1.381,Erlangen,Germany,49.03N,9.80E
13063,1760-06-01 00:00:00,17.489,2.912,Erlangen,Germany,49.03N,9.80E
13064,1762-08-01 00:00:00,16.5,3.261,Erlangen,Germany,49.03N,9.80E
13065,1778-06-01 00:00:00,16.301,6.739,Erlangen,Germany,49.03N,9.80E
13066,1783-12-01 00:00:00,-2.808,3.242,Erlangen,Germany,49.03N,9.80E
13067,1816-06-01 00:00:00,13.623,2.019,Erlangen,Germany,49.03N,9.80E
13068,1830-07-01 00:00:00,18.829,1.903,Erlangen,Germany,49.03N,9.80E
13069,1833-03-01 00:00:00,2.885,3.307,Erlangen,Germany,49.03N,9.80E
13070,1839-11-01 00:00:00,5.292,1.898,Erlangen,Germany,49.03N,9.80E
13071,1843-10-01 00:00:00,8.318,1.296,Erlangen,Germany,49.03N,9.80E
13072,1848-09-01 00:00:00,13.282,1.418,Erlangen,Germany,49.03N,9.80E
13073,1883-06-01 00:00:00,16.779,0.627,Erlangen,Germany,49.03N,9.80E
13074,1912-09-01,9.122,0.327,Erlangen,Germany,49.03N,9.80E
13075,1930-05-01,12.211,0.299,Erlangen,Germany,49.03N,9.80E
13076,1958-07-01,18.146,0.394,Erlangen,Germany,49.03N,9.80E
13077,1959-04-01,10.171,0.412,Erlangen,Germany,49.03N,9.80E
13078,1993-11-01,0.936,0.221,Erlangen,Germany,49.03N,9.80E
13079,2012-01-01,1.951,0.469,Erlangen,Germany,49.03N,9.80E
13082,1821-02-01 00:00:00,24.965,3.555,Erode,India,12.05N,77.26E
13083,1857-01-01 00:00:00,21.772,1.32,Erode,India,12.05N,77.26E
13084,1878-01-01 00:00:00,23.542,1.17,Erode,India,12.05N,77.26E
13085,1903-02-01,25.155,0.439,Erode,India,12.05N,77.26E
13086,1937-07-01,23.993,0.163,Erode,India,12.05N,77.26E
13087,1940-11-01,23.521,0.321,Erode,India,12.05N,77.26E
13088,1953-02-01,24.338,0.747,Erode,India,12.05N,77.26E
13089,1962-09-01,24.695,0.217,Erode,India,12.05N,77.26E
13090,1970-10-01,24.172,0.365,Erode,India,12.05N,77.26E
13091,1997-08-01,25.126,0.29,Erode,India,12.05N,77.26E
13092,1998-09-01,24.937,0.179,Erode,India,12.05N,77.26E
13093,2001-02-01,26.108,0.404,Erode,India,12.05N,77.26E
13094,1789-09-01 00:00:00,18.234,2.005,Erzincan,Turkey,39.38N,39.54E
13095,1795-12-01 00:00:00,-1.807,3.007,Erzincan,Turkey,39.38N,39.54E
13096,1816-02-01 00:00:00,-6.026,2.888,Erzincan,Turkey,39.38N,39.54E
13097,1818-09-01 00:00:00,16.371,2.302,Erzincan,Turkey,39.38N,39.54E
13098,1839-04-01 00:00:00,5.696,1.864,Erzincan,Turkey,39.38N,39.54E
13099,1841-02-01 00:00:00,-4.734,2.33,Erzincan,Turkey,39.38N,39.54E
13100,1860-09-01 00:00:00,18.534,1.222,Erzincan,Turkey,39.38N,39.54E
13101,1870-02-01 00:00:00,-4.101,1.388,Erzincan,Turkey,39.38N,39.54E
13102,1878-07-01 00:00:00,22.084,1.079,Erzincan,Turkey,39.38N,39.54E
13103,1880-11-01 00:00:00,4.749,1.582,Erzincan,Turkey,39.38N,39.54E
13104,1888-06-01 00:00:00,17.48,0.481,Erzincan,Turkey,39.38N,39.54E
13105,1916-07-01,22.608,0.458,Erzincan,Turkey,39.38N,39.54E
13106,1923-01-01,-4.382,0.58,Erzincan,Turkey,39.38N,39.54E
13107,1940-11-01,6.181,0.298,Erzincan,Turkey,39.38N,39.54E
13108,1941-05-01,15.659,0.471,Erzincan,Turkey,39.38N,39.54E
13109,1943-09-01,17.729,0.367,Erzincan,Turkey,39.38N,39.54E
13110,1958-04-01,9.296,0.238,Erzincan,Turkey,39.38N,39.54E
13111,1967-09-01,16.644,0.323,Erzincan,Turkey,39.38N,39.54E
13112,1791-08-01 00:00:00,20.043,1.716,Erzurum,Turkey,39.38N,41.62E
13116,1827-07-01 00:00:00,20.824,1.65,Erzurum,Turkey,39.38N,41.62E
13117,1857-09-01 00:00:00,13.169,1.291,Erzurum,Turkey,39.38N,41.62E
13118,1869-06-01 00:00:00,16.818,0.984,Erzurum,Turkey,39.38N,41.62E
13119,1889-08-01 00:00:00,19.572,0.572,Erzurum,Turkey,39.38N,41.62E
13120,1899-05-01 00:00:00,11.516,0.658,Erzurum,Turkey,39.38N,41.62E
13121,1903-06-01,15.527,0.552,Erzurum,Turkey,39.38N,41.62E
13122,1942-09-01,14.959,0.311,Erzurum,Turkey,39.38N,41.62E
13123,1943-03-01,-6.742,0.388,Erzurum,Turkey,39.38N,41.62E
13124,1945-09-01,15.882,0.473,Erzurum,Turkey,39.38N,41.62E
13125,1963-09-01,15.32,0.364,Erzurum,Turkey,39.38N,41.62E
13126,1987-02-01,-5.223,0.44,Erzurum,Turkey,39.38N,41.62E
13127,2003-09-01,15.522,0.337,Erzurum,Turkey,39.38N,41.62E
13128,1856-05-01 00:00:00,15.388,1.811,Escondido,United States,32.95N,117.77W
13129,1865-09-01 00:00:00,19.763,1.107,Escondido,United States,32.95N,117.77W
13130,1879-05-01 00:00:00,15.141,1.446,Escondido,United States,32.95N,117.77W
13131,1881-03-01 00:00:00,13.199,1.212,Escondido,United States,32.95N,117.77W
13132,1885-04-01 00:00:00,15.39,1.263,Escondido,United States,32.95N,117.77W
13133,1896-06-01 00:00:00,18.444,0.451,Escondido,United States,32.95N,117.77W
13134,1921-10-01,18.431,0.56,Escondido,United States,32.95N,117.77W
13135,1922-09-01,21.371,0.35,Escondido,United States,32.95N,117.77W
13136,1951-08-01,19.005,0.191,Escondido,United States,32.95N,117.77W
13137,1952-09-01,20.894,0.416,Escondido,United States,32.95N,117.77W
13138,1962-02-01,11.987,0.417,Escondido,United States,32.95N,117.77W
13139,1979-01-01,12.188,0.347,Escondido,United States,32.95N,117.77W
13140,1991-04-01,14.512,0.295,Escondido,United States,32.95N,117.77W
13141,1997-06-01,17.741,0.325,Escondido,United States,32.95N,117.77W
13142,2001-12-01,13.02,0.308,Escondido,United States,32.95N,117.77W
13143,2004-08-01,19.851,0.355,Escondido,United States,32.95N,117.77W
13145,1845-02-01 00:00:00,16.25,2.508,Escuintla,Guatemala,15.27N,90.83W
13146,1857-01-01 00:00:00,16.385,1.636,Escuintla,Guatemala,15.27N,90.83W
13147,1878-05-01 00:00:00,21.923,1.036,Escuintla,Guatemala,15.27N,90.83W
13148,1881-06-01 00:00:00,20.703,1.207,Escuintla,Guatemala,15.27N,90.83W
13149,1888-03-01 00:00:00,18.011,1.112,Escuintla,Guatemala,15.27N,90.83W
13150,1896-05-01 00:00:00,21.465,0.441,Escuintla,Guatemala,15.27N,90.83W
13151,1927-12-01,17.53,0.53,Escuintla,Guatemala,15.27N,90.83W
13152,1929-02-01,18.155,0.904,Escuintla,Guatemala,15.27N,90.83W
