CountryName,CountryCode,Year,Food production index (2004-2006 = 100)
Kenya,KEN,1964,25.61
Kiribati,KIR,1964,41.56
"Korea, Dem. Rep.",PRK,1964,40.34
"Korea, Rep.",KOR,1964,29.59
Kuwait,KWT,1964,8.47
Kyrgyz Republic,KGZ,1964,69
Lao PDR,LAO,1964,22.69
Latvia,LVA,1964,121.6
Lebanon,LBN,1964,35.11
Lesotho,LSO,1964,61.05
Liberia,LBR,1964,48.47
Libya,LBY,1964,14
Liechtenstein,LIE,1964,40.5
Lithuania,LTU,1964,85.8
"Macao SAR, China",MAC,1964,45.08
Madagascar,MDG,1964,50.52
Malawi,MWI,1964,25.65
Malaysia,MYS,1964,9.28
Maldives,MDV,1964,59.18
Mali,MLI,1964,31.13
Malta,MLT,1964,45.37
Marshall Islands,MHL,1964,109.1
Mauritania,MRT,1964,58.33
Mauritius,MUS,1964,64.97
Mexico,MEX,1964,28.42
Moldova,MDA,1964,113.5
Mongolia,MNG,1964,89.84
Morocco,MAR,1964,29.77
Mozambique,MOZ,1964,54.86
Myanmar,MMR,1964,25.98
Namibia,NAM,1964,70.55
Nepal,NPL,1964,29.7
Netherlands,NLD,1964,48.52
New Caledonia,NCL,1964,83.53
New Zealand,NZL,1964,44.67
Nicaragua,NIC,1964,37.33
Niger,NER,1964,30.24
Nigeria,NGA,1964,25.2
Norway,NOR,1964,81.72
Oman,OMN,1964,11.68
Pakistan,PAK,1964,22.75
Panama,PAN,1964,46.26
Papua New Guinea,PNG,1964,38.34
Paraguay,PRY,1964,23.01
Peru,PER,1964,32.84
Philippines,PHL,1964,29.55
Poland,POL,1964,78.64
Portugal,PRT,1964,77.18
Puerto Rico,PRI,1964,191.12
Qatar,QAT,1964,13.99
Romania,ROM,1964,58.87
Russian Federation,RUS,1964,97.4
Rwanda,RWA,1964,27.28
Samoa,WSM,1964,97.15
Sao Tome and Principe,STP,1964,83.29
Saudi Arabia,SAU,1964,9.75
Senegal,SEN,1964,68.19
Seychelles,SYC,1964,159.57
Sierra Leone,SLE,1964,39.1
Singapore,SGP,1964,423.54
Solomon Islands,SLB,1964,32.21
Somalia,SOM,1964,52.3
South Africa,ZAF,1964,43.56
Spain,ESP,1964,41.23
Sri Lanka,LKA,1964,49.51
St. Kitts and Nevis,KNA,1964,240.85
St. Lucia,LCA,1964,199.18
St. Vincent and the Grenadines,VCT,1964,96.55
Sudan,SDN,1964,22.97
Suriname,SUR,1964,48.73
Swaziland,SWZ,1964,36.11
Sweden,SWE,1964,98.92
Switzerland,CHE,1964,82.27
Syrian Arab Republic,SYR,1964,19.59
Tanzania,TZA,1964,28.56
Thailand,THA,1964,29.07
Timor-Leste,TMP,1964,88.02
Togo,TGO,1964,39.65
Tonga,TON,1964,107.41
Trinidad and Tobago,TTO,1964,97.04
Tunisia,TUN,1964,32.83
Turkey,TUR,1964,37.44
Tuvalu,TUV,1964,84.97
Uganda,UGA,1964,34.48
United Arab Emirates,ARE,1964,4.4
United Kingdom,GBR,1964,75.27
United States,USA,1964,49.01
Uruguay,URY,1964,54.6
Vanuatu,VUT,1964,70.29
"Venezuela, RB",VEN,1964,29.12
Vietnam,VNM,1964,22.56
Virgin Islands (U.S.),VIR,1964,361.32
West Bank and Gaza,WBG,1964,48.8
"Yemen, Rep.",YEM,1964,30.05
Zambia,ZMB,1964,31.77
Zimbabwe,ZWE,1964,41.53
Arab World,ARB,1965,27.29329134
Caribbean small states,CSS,1965,77.71367395
East Asia & Pacific (all income levels),EAS,1965,23.00205907
East Asia & Pacific (developing only),EAP,1965,19.38180316
Euro area,EMU,1965,67.2521108
European Union,EUU,1965,70.23250639
Fragile and conflict affected situations,FCS,1965,34.67500944
Heavily indebted poor countries (HIPC),HPC,1965,36.5666257
High income,HIC,1965,56.38861064
High income: nonOECD,NOC,1965,38.38593559
High income: OECD,OEC,1965,58.38918136
Latin America & Caribbean (all income levels),LCN,1965,28.65437254
Latin America & Caribbean (developing only),LAC,1965,25.97762617
Least developed countries: UN classification,LDC,1965,37.04021292
Low & middle income,LMY,1965,25.64997283
Low income,LIC,1965,40.50670455
Lower middle income,LMC,1965,28.55022881
Middle East & North Africa (all income levels),MEA,1965,23.91557
Middle East & North Africa (developing only),MNA,1965,24.51670259
Middle income,MIC,1965,24.85496594
North America,NAC,1965,49.58211187
OECD members,OED,1965,55.76752034
Other small states,OSS,1965,59.78130425
Pacific island small states,PSS,1965,61.57126494
Small states,SST,1965,65.95073442
South Asia,SAS,1965,31.79302417
Sub-Saharan Africa (all income levels),SSF,1965,33.96595925
Sub-Saharan Africa (developing only),SSA,1965,33.93122113
Upper middle income,UMC,1965,22.61255587
World,WLD,1965,35.50386172
Afghanistan,AFG,1965,61.96
Albania,ALB,1965,30.47
Algeria,DZA,1965,41.23
American Samoa,ASM,1965,84.49
Angola,AGO,1965,32.58
Antigua and Barbuda,ATG,1965,104.29
Argentina,ARG,1965,38.06
Armenia,ARM,1965,65.7
Australia,AUS,1965,47.22
Austria,AUT,1965,68.32
Azerbaijan,AZE,1965,58.6
"Bahamas, The",BHS,1965,42.59
Bahrain,BHR,1965,56.83
Bangladesh,BGD,1965,40.27
Barbados,BRB,1965,144.55
Belarus,BLR,1965,86.2
Belize,BLZ,1965,16.19
Benin,BEN,1965,23.21
Bermuda,BMU,1965,150.44
Bhutan,BTN,1965,36.02
Bolivia,BOL,1965,23.76
Bosnia and Herzegovina,BIH,1965,66.4
Botswana,BWA,1965,69.41
Brazil,BRA,1965,19.62
Brunei Darussalam,BRN,1965,15.89
Bulgaria,BGR,1965,144.64
Burkina Faso,BFA,1965,26.32
Burundi,BDI,1965,70.12
Cabo Verde,CPV,1965,37.54
Cambodia,KHM,1965,41.92
Cameroon,CMR,1965,28
Canada,CAN,1965,46
Cayman Islands,CYM,1965,139.4
Central African Republic,CAF,1965,32.93
Chad,TCD,1965,43.74
Chile,CHL,1965,28.21
China,CHN,1965,17.37
Colombia,COL,1965,31.28
Comoros,COM,1965,48.02
"Congo, Dem. Rep.",ZAR,1965,62.57
"Congo, Rep.",COG,1965,43.59
Costa Rica,CRI,1965,18.33
Cote d'Ivoire,CIV,1965,21.38
Croatia,HRV,1965,98.6
Cuba,CUB,1965,99.13
Cyprus,CYP,1965,64.84
Czech Republic,CZE,1965,102.6
Denmark,DNK,1965,71.12
Djibouti,DJI,1965,14.82
Dominica,DMA,1965,111.62
Dominican Republic,DOM,1965,42.55
Ecuador,ECU,1965,35
"Egypt, Arab Rep.",EGY,1965,21.79
El Salvador,SLV,1965,42.67
Equatorial Guinea,GNQ,1965,133.45
Eritrea,ERI,1965,76.7
Estonia,EST,1965,109.6
Ethiopia,ETH,1965,59.3
Faeroe Islands,FRO,1965,13.16
Fiji,FJI,1965,64.99
Finland,FIN,1965,95.36
France,FRA,1965,77.29
French Polynesia,PYF,1965,102.83
Gabon,GAB,1965,49.24
"Gambia, The",GMB,1965,76.57
Georgia,GEO,1965,119.1
Germany,DEU,1965,74.67
Ghana,GHA,1965,29.13
Greece,GRC,1965,55.25
Greenland,GRL,1965,67.7
Grenada,GRD,1965,157.98
Guam,GUM,1965,40.62
Guatemala,GTM,1965,21.67
Guinea,GIN,1965,36.04
Guinea-Bissau,GNB,1965,35.2
Guyana,GUY,1965,70.13
Haiti,HTI,1965,71.07
Honduras,HND,1965,32.54
"Hong Kong SAR, China",HKG,1965,111.87
Hungary,HUN,1965,71.19
Iceland,ISL,1965,95.94
India,IND,1965,31.73
Indonesia,IDN,1965,21.87
"Iran, Islamic Rep.",IRN,1965,16.28
Iraq,IRQ,1965,52.11
Ireland,IRL,1965,48.35
Israel,ISR,1965,31.38
Italy,ITA,1965,79.96
Jamaica,JAM,1965,80.15
Japan,JPN,1965,78.7
Jordan,JOR,1965,40.33
Kazakhstan,KAZ,1965,86.7
Kenya,KEN,1965,26.14
Kiribati,KIR,1965,53.36
"Korea, Dem. Rep.",PRK,1965,38.09
"Korea, Rep.",KOR,1965,29.84
Kuwait,KWT,1965,10.63
Kyrgyz Republic,KGZ,1965,68.6
Lao PDR,LAO,1965,23.19
Latvia,LVA,1965,113.4
Lebanon,LBN,1965,35.32
Lesotho,LSO,1965,66.37
Liberia,LBR,1965,50.86
Libya,LBY,1965,24.73
Liechtenstein,LIE,1965,42.58
Lithuania,LTU,1965,85.9
"Macao SAR, China",MAC,1965,48.32
Madagascar,MDG,1965,49.45
Malawi,MWI,1965,26.45
Malaysia,MYS,1965,10.17
Maldives,MDV,1965,60.65
Mali,MLI,1965,33.26
Malta,MLT,1965,46.41
Marshall Islands,MHL,1965,172.8
Mauritania,MRT,1965,60.33
Mauritius,MUS,1965,86.35
Mexico,MEX,1965,30.76
"Micronesia, Fed. Sts.",FSM,1965,85.5
Moldova,MDA,1965,129
Mongolia,MNG,1965,95.89
Morocco,MAR,1965,33.3
Mozambique,MOZ,1965,53.88
Myanmar,MMR,1965,25.25
Namibia,NAM,1965,69.07
Nepal,NPL,1965,30.56
Netherlands,NLD,1965,47.75
New Caledonia,NCL,1965,86.5
New Zealand,NZL,1965,44.8
Nicaragua,NIC,1965,39.02
Niger,NER,1965,30.55
Nigeria,NGA,1965,26.33
Norway,NOR,1965,83.37
Oman,OMN,1965,11.8
Pakistan,PAK,1965,23.87
Panama,PAN,1965,48.95
Papua New Guinea,PNG,1965,39.08
Paraguay,PRY,1965,24.6
Peru,PER,1965,32.89
Philippines,PHL,1965,30.19
Poland,POL,1965,79.41
Portugal,PRT,1965,85.68
Puerto Rico,PRI,1965,187.43
Qatar,QAT,1965,14.82
Romania,ROM,1965,64.65
Russian Federation,RUS,1965,92.9
Rwanda,RWA,1965,30.64
Samoa,WSM,1965,85.48
Sao Tome and Principe,STP,1965,77.13
Saudi Arabia,SAU,1965,10.42
Senegal,SEN,1965,73.48
Seychelles,SYC,1965,142.97
Sierra Leone,SLE,1965,40.27
Singapore,SGP,1965,451.44
Solomon Islands,SLB,1965,32.48
Somalia,SOM,1965,53.95
South Africa,ZAF,1965,45.84
Spain,ESP,1965,41.94
Sri Lanka,LKA,1965,44.81
St. Kitts and Nevis,KNA,1965,222.19
St. Lucia,LCA,1965,229.63
St. Vincent and the Grenadines,VCT,1965,89.9
Sudan,SDN,1965,23.06
Suriname,SUR,1965,60.76
Swaziland,SWZ,1965,35.16
Sweden,SWE,1965,97.79
Switzerland,CHE,1965,78.87
Syrian Arab Republic,SYR,1965,19.15
Tanzania,TZA,1965,28.94
Thailand,THA,1965,29.63
Timor-Leste,TMP,1965,89.25
Togo,TGO,1965,40.74
Tonga,TON,1965,113.13
Trinidad and Tobago,TTO,1965,107.01
Tunisia,TUN,1965,31.33
Turkey,TUR,1965,37.1
Tuvalu,TUV,1965,85.08
Uganda,UGA,1965,31.25
United Arab Emirates,ARE,1965,4.5
United Kingdom,GBR,1965,76.82
United States,USA,1965,50.02
Uruguay,URY,1965,48.79
Vanuatu,VUT,1965,60.6
"Venezuela, RB",VEN,1965,31.08
Vietnam,VNM,1965,22.45
Virgin Islands (U.S.),VIR,1965,284.4
West Bank and Gaza,WBG,1965,49
"Yemen, Rep.",YEM,1965,30.58
Zambia,ZMB,1965,33.18
Zimbabwe,ZWE,1965,41.82
Arab World,ARB,1966,25.4794899
Caribbean small states,CSS,1966,78.44418101
East Asia & Pacific (all income levels),EAS,1966,24.13512158
East Asia & Pacific (developing only),EAP,1966,20.31856385
Euro area,EMU,1966,68.29239828
European Union,EUU,1966,72.1639065
Fragile and conflict affected situations,FCS,1966,34.63968576
Heavily indebted poor countries (HIPC),HPC,1966,37.77051546
High income,HIC,1966,58.02564686
High income: nonOECD,NOC,1966,41.04138524
High income: OECD,OEC,1966,59.91305074
Latin America & Caribbean (all income levels),LCN,1966,29.3153733
Latin America & Caribbean (developing only),LAC,1966,25.95492685
Least developed countries: UN classification,LDC,1966,37.01780699
Low & middle income,LMY,1966,26.22684426
Low income,LIC,1966,41.83448958
Lower middle income,LMC,1966,28.39012843
Middle East & North Africa (all income levels),MEA,1966,22.64989933
Middle East & North Africa (developing only),MNA,1966,23.07509202
Middle income,MIC,1966,25.39165482
North America,NAC,1966,50.83980327
OECD members,OED,1966,57.40466414
Other small states,OSS,1966,59.23485884
Pacific island small states,PSS,1966,62.16559246
Small states,SST,1966,65.95850362
South Asia,SAS,1966,31.65770597
Sub-Saharan Africa (all income levels),SSF,1966,34.55810356
Sub-Saharan Africa (developing only),SSA,1966,34.52021478
Upper middle income,UMC,1966,23.57207995
World,WLD,1966,36.42059239
Afghanistan,AFG,1966,64.11
Albania,ALB,1966,34.51
Algeria,DZA,1966,27.61
American Samoa,ASM,1966,86.01
Angola,AGO,1966,33.19
Antigua and Barbuda,ATG,1966,84.32
Argentina,ARG,1966,41.83
Armenia,ARM,1966,71
Australia,AUS,1966,51.92
Austria,AUT,1966,73.25
Azerbaijan,AZE,1966,63.6
"Bahamas, The",BHS,1966,46.19
Bahrain,BHR,1966,55.71
Bangladesh,BGD,1966,38.55
Barbados,BRB,1966,132.47
Belarus,BLR,1966,88.3
Belize,BLZ,1966,18.7
Benin,BEN,1966,22.33
Bermuda,BMU,1966,161.06
Bhutan,BTN,1966,36.78
Bolivia,BOL,1966,24.81
Bosnia and Herzegovina,BIH,1966,60.3
Botswana,BWA,1966,71.57
Brazil,BRA,1966,19.1
Brunei Darussalam,BRN,1966,16.88
Bulgaria,BGR,1966,162.71
Burkina Faso,BFA,1966,26.38
Burundi,BDI,1966,70.39
Cabo Verde,CPV,1966,38.95
Cambodia,KHM,1966,40.83
Cameroon,CMR,1966,29.55
Canada,CAN,1966,49.71
Cayman Islands,CYM,1966,223.47
Central African Republic,CAF,1966,31.93
Chad,TCD,1966,44.31
Chile,CHL,1966,31.5
China,CHN,1966,18.4
Colombia,COL,1966,31.22
Comoros,COM,1966,49.14
"Congo, Dem. Rep.",ZAR,1966,63.08
"Congo, Rep.",COG,1966,45.08
Costa Rica,CRI,1966,18.98
Cote d'Ivoire,CIV,1966,22.72
Croatia,HRV,1966,100.1
Cuba,CUB,1966,83.15
Cyprus,CYP,1966,67.32
Czech Republic,CZE,1966,102.4
Denmark,DNK,1966,70.08
Djibouti,DJI,1966,16.05
Dominica,DMA,1966,108.12
Dominican Republic,DOM,1966,45.4
Ecuador,ECU,1966,32.43
"Egypt, Arab Rep.",EGY,1966,22.44
El Salvador,SLV,1966,44.31
Equatorial Guinea,GNQ,1966,141.75
Eritrea,ERI,1966,73.5
Estonia,EST,1966,99.9
Ethiopia,ETH,1966,69.1
Faeroe Islands,FRO,1966,98.91
Fiji,FJI,1966,63.86
Finland,FIN,1966,90.59
France,FRA,1966,73.16
French Polynesia,PYF,1966,100
Gabon,GAB,1966,50.35
"Gambia, The",GMB,1966,82.56
Georgia,GEO,1966,115.2
Germany,DEU,1966,79.42
Ghana,GHA,1966,29.28
Greece,GRC,1966,58.28
Greenland,GRL,1966,96.02
Grenada,GRD,1966,158.66
Guam,GUM,1966,42.78
Guatemala,GTM,1966,22.47
Guinea,GIN,1966,38.81
Guinea-Bissau,GNB,1966,33.67
Guyana,GUY,1966,72.54
Haiti,HTI,1966,72.54
Honduras,HND,1966,38.17
"Hong Kong SAR, China",HKG,1966,135.82
Hungary,HUN,1966,78.3
Iceland,ISL,1966,90.66
India,IND,1966,31.69
Indonesia,IDN,1966,22.49
"Iran, Islamic Rep.",IRN,1966,17.14
Iraq,IRQ,1966,55.23
Ireland,IRL,1966,50.47
Israel,ISR,1966,32.38
Italy,ITA,1966,82.24
Jamaica,JAM,1966,81.7
Japan,JPN,1966,80.3
Jordan,JOR,1966,33.53
Kazakhstan,KAZ,1966,81.3
Kenya,KEN,1966,25.83
Kiribati,KIR,1966,51.82
"Korea, Dem. Rep.",PRK,1966,40.54
"Korea, Rep.",KOR,1966,32.45
Kuwait,KWT,1966,11.27
Kyrgyz Republic,KGZ,1966,75.8
Lao PDR,LAO,1966,23.99
Latvia,LVA,1966,98.9
Lebanon,LBN,1966,34.95
Lesotho,LSO,1966,69.11
Liberia,LBR,1966,52.06
Libya,LBY,1966,25.8
Liechtenstein,LIE,1966,42.86
Lithuania,LTU,1966,94
"Macao SAR, China",MAC,1966,50.08
Madagascar,MDG,1966,52.83
Malawi,MWI,1966,27.36
Malaysia,MYS,1966,10.28
Maldives,MDV,1966,65.63
Mali,MLI,1966,33.48
Malta,MLT,1966,44.14
Marshall Islands,MHL,1966,146.1
Mauritania,MRT,1966,61.19
Mauritius,MUS,1966,71.67
Mexico,MEX,1966,32.94
"Micronesia, Fed. Sts.",FSM,1966,96.1
Moldova,MDA,1966,113.5
Mongolia,MNG,1966,102.5
Morocco,MAR,1966,29.49
Mozambique,MOZ,1966,53.86
Myanmar,MMR,1966,22.25
Namibia,NAM,1966,65.17
Nepal,NPL,1966,29.29
Netherlands,NLD,1966,49.32
New Caledonia,NCL,1966,86.19
New Zealand,NZL,1966,46.18
Nicaragua,NIC,1966,39.96
Niger,NER,1966,32.5
Nigeria,NGA,1966,25.59
Norway,NOR,1966,84.84
Oman,OMN,1966,11.97
Pakistan,PAK,1966,23.94
Panama,PAN,1966,50.28
Papua New Guinea,PNG,1966,40.57
Paraguay,PRY,1966,24.08
Peru,PER,1966,35.44
Philippines,PHL,1966,31.2
Poland,POL,1966,84.78
Portugal,PRT,1966,66.3
Puerto Rico,PRI,1966,194.99
Qatar,QAT,1966,15.89
Romania,ROM,1966,76.04
Russian Federation,RUS,1966,92.5
Rwanda,RWA,1966,33.58
Samoa,WSM,1966,80.55
Sao Tome and Principe,STP,1966,80.28
Saudi Arabia,SAU,1966,10.58
Senegal,SEN,1966,67.99
Seychelles,SYC,1966,163.76
Sierra Leone,SLE,1966,41.93
Singapore,SGP,1966,470.82
Solomon Islands,SLB,1966,32.1
Somalia,SOM,1966,56.01
South Africa,ZAF,1966,47.22
Spain,ESP,1966,46.32
Sri Lanka,LKA,1966,45.42
St. Kitts and Nevis,KNA,1966,226.79
St. Lucia,LCA,1966,226.98
St. Vincent and the Grenadines,VCT,1966,88.61
Sudan,SDN,1966,23.33
Suriname,SUR,1966,61.49
Swaziland,SWZ,1966,41.2
Sweden,SWE,1966,92.42
Switzerland,CHE,1966,83.28
Syrian Arab Republic,SYR,1966,16.82
Tanzania,TZA,1966,32.29
Thailand,THA,1966,33.69
Timor-Leste,TMP,1966,92.07
Togo,TGO,1966,42.21
Tonga,TON,1966,129.52
Trinidad and Tobago,TTO,1966,105.35
Tunisia,TUN,1966,25.31
Turkey,TUR,1966,40.11
Tuvalu,TUV,1966,85.19
Uganda,UGA,1966,32.2
United Arab Emirates,ARE,1966,4.63
United Kingdom,GBR,1966,77.03
United States,USA,1966,50.98
Uruguay,URY,1966,45.4
Vanuatu,VUT,1966,68.13
"Venezuela, RB",VEN,1966,32.75
Vietnam,VNM,1966,21.3
Virgin Islands (U.S.),VIR,1966,73.79
West Bank and Gaza,WBG,1966,79.3
"Yemen, Rep.",YEM,1966,29.59
Zambia,ZMB,1966,36.57
Zimbabwe,ZWE,1966,49.26
Arab World,ARB,1967,27.08212236
Caribbean small states,CSS,1967,79.26892899
East Asia & Pacific (all income levels),EAS,1967,24.31023189
East Asia & Pacific (developing only),EAP,1967,20.46568397
Euro area,EMU,1967,72.29220654
European Union,EUU,1967,75.34813579
Fragile and conflict affected situations,FCS,1967,37.36949543
Heavily indebted poor countries (HIPC),HPC,1967,40.25233167
High income,HIC,1967,60.45985992
High income: nonOECD,NOC,1967,44.02251364
High income: OECD,OEC,1967,62.28648694
Latin America & Caribbean (all income levels),LCN,1967,31.02134358
Latin America & Caribbean (developing only),LAC,1967,27.35003342
Least developed countries: UN classification,LDC,1967,39.79695864
Low & middle income,LMY,1967,27.27521171
Low income,LIC,1967,43.92791996
Lower middle income,LMC,1967,29.94768891
Middle East & North Africa (all income levels),MEA,1967,23.73954286
Middle East & North Africa (developing only),MNA,1967,24.08145244
Middle income,MIC,1967,26.38409932
North America,NAC,1967,52.77173643
OECD members,OED,1967,59.58110629
Other small states,OSS,1967,63.10911144
Pacific island small states,PSS,1967,63.36737729
Small states,SST,1967,68.51510617
South Asia,SAS,1967,33.85692328
Sub-Saharan Africa (all income levels),SSF,1967,37.26363535
Sub-Saharan Africa (developing only),SSA,1967,37.22947519
Upper middle income,UMC,1967,24.22159303
World,WLD,1967,37.91322063
Afghanistan,AFG,1967,70.2
Albania,ALB,1967,36.24
Algeria,DZA,1967,30.32
American Samoa,ASM,1967,80.56
Angola,AGO,1967,34.09
Antigua and Barbuda,ATG,1967,71.92
Argentina,ARG,1967,46.07
Armenia,ARM,1967,60.5
Australia,AUS,1967,47.14
Austria,AUT,1967,78.01
Azerbaijan,AZE,1967,57.8
"Bahamas, The",BHS,1967,48.48
Bahrain,BHR,1967,56.68
Bangladesh,BGD,1967,43.68
Barbados,BRB,1967,152.19
Belarus,BLR,1967,81.4
Belize,BLZ,1967,20.72
Benin,BEN,1967,24.64
Bermuda,BMU,1967,160.18
Bhutan,BTN,1967,37.76
Bolivia,BOL,1967,25.55
Bosnia and Herzegovina,BIH,1967,76.7
Botswana,BWA,1967,74.78
Brazil,BRA,1967,20.56
Brunei Darussalam,BRN,1967,18.72
Bulgaria,BGR,1967,159.79
Burkina Faso,BFA,1967,27.18
Burundi,BDI,1967,73.1
Cabo Verde,CPV,1967,39.09
Cambodia,KHM,1967,43.22
Cameroon,CMR,1967,32.54
Canada,CAN,1967,44.72
Cayman Islands,CYM,1967,227.23
Central African Republic,CAF,1967,34.53
Chad,TCD,1967,43.67
Chile,CHL,1967,31.6
China,CHN,1967,18.65
Colombia,COL,1967,31.9
Comoros,COM,1967,49.67
"Congo, Dem. Rep.",ZAR,1967,65.24
"Congo, Rep.",COG,1967,48.66
Costa Rica,CRI,1967,19.76
Cote d'Ivoire,CIV,1967,23.95
Croatia,HRV,1967,101.1
Cuba,CUB,1967,102.07
Cyprus,CYP,1967,78.83
Czech Republic,CZE,1967,100.3
Denmark,DNK,1967,69.78
Djibouti,DJI,1967,16.76
Dominica,DMA,1967,107.4
Dominican Republic,DOM,1967,45.45
Ecuador,ECU,1967,31.41
"Egypt, Arab Rep.",EGY,1967,21.94
El Salvador,SLV,1967,44.36
Equatorial Guinea,GNQ,1967,129
Eritrea,ERI,1967,74.1
Estonia,EST,1967,92.1
Ethiopia,ETH,1967,70.2
Faeroe Islands,FRO,1967,95.3
Fiji,FJI,1967,63.19
Finland,FIN,1967,91.34
France,FRA,1967,78.62
French Polynesia,PYF,1967,91.67
Gabon,GAB,1967,51.17
"Gambia, The",GMB,1967,75.17
Georgia,GEO,1967,121.1
Germany,DEU,1967,86.5
Ghana,GHA,1967,31.95
Greece,GRC,1967,59.66
Greenland,GRL,1967,88.25
Grenada,GRD,1967,171.32
Guam,GUM,1967,47.07
Guatemala,GTM,1967,23.19
Guinea,GIN,1967,40.44
Guinea-Bissau,GNB,1967,33.09
Guyana,GUY,1967,72.05
Haiti,HTI,1967,75.05
Honduras,HND,1967,44.56
"Hong Kong SAR, China",HKG,1967,148.78
Hungary,HUN,1967,79.72
Iceland,ISL,1967,96.16
India,IND,1967,33.61
Indonesia,IDN,1967,21.7
"Iran, Islamic Rep.",IRN,1967,17.36
Iraq,IRQ,1967,58.78
Ireland,IRL,1967,57.45
Israel,ISR,1967,37.08
Italy,ITA,1967,86.91
Jamaica,JAM,1967,80.4
Japan,JPN,1967,86.49
Jordan,JOR,1967,38.93
Kazakhstan,KAZ,1967,80.8
Kenya,KEN,1967,27.01
Kiribati,KIR,1967,58.7
"Korea, Dem. Rep.",PRK,1967,39.77
"Korea, Rep.",KOR,1967,30.68
Kuwait,KWT,1967,9.58
Kyrgyz Republic,KGZ,1967,82.4
Lao PDR,LAO,1967,25.7
Latvia,LVA,1967,105.9
Lebanon,LBN,1967,41.86
Lesotho,LSO,1967,72.25
Liberia,LBR,1967,52.87
Libya,LBY,1967,28.74
Liechtenstein,LIE,1967,45.54
Lithuania,LTU,1967,94
"Macao SAR, China",MAC,1967,48.94
Madagascar,MDG,1967,55.06
Malawi,MWI,1967,31.96
Malaysia,MYS,1967,10.59
Maldives,MDV,1967,67.31
Mali,MLI,1967,35.46
Malta,MLT,1967,46.1
Marshall Islands,MHL,1967,135.8
Mauritania,MRT,1967,62.07
Mauritius,MUS,1967,84.99
Mexico,MEX,1967,33.34
"Micronesia, Fed. Sts.",FSM,1967,95.8
Moldova,MDA,1967,111.2
Mongolia,MNG,1967,106.91
Morocco,MAR,1967,29.95
Mozambique,MOZ,1967,56.06
Myanmar,MMR,1967,24.76
Namibia,NAM,1967,75.87
Nepal,NPL,1967,30.31
Netherlands,NLD,1967,54.26
New Caledonia,NCL,1967,82.24
New Zealand,NZL,1967,47.89
Nicaragua,NIC,1967,43.43
Niger,NER,1967,35.34
Nigeria,NGA,1967,26.82
Norway,NOR,1967,85.54
Oman,OMN,1967,12.16
Pakistan,PAK,1967,25.75
Panama,PAN,1967,52.81
Papua New Guinea,PNG,1967,41.38
Paraguay,PRY,1967,25
Peru,PER,1967,36.64
Philippines,PHL,1967,31.71
Poland,POL,1967,85.72
Portugal,PRT,1967,78.84
Puerto Rico,PRI,1967,182.13
Qatar,QAT,1967,17.12
Romania,ROM,1967,75.14
Russian Federation,RUS,1967,94.3
Rwanda,RWA,1967,40.67
Samoa,WSM,1967,76.08
Sao Tome and Principe,STP,1967,80.65
Saudi Arabia,SAU,1967,10.99
Senegal,SEN,1967,75.04
Seychelles,SYC,1967,192.13
Sierra Leone,SLE,1967,42.73
Singapore,SGP,1967,476.94
Solomon Islands,SLB,1967,32.82
Somalia,SOM,1967,58.46
South Africa,ZAF,1967,57.32
Spain,ESP,1967,43.08
Sri Lanka,LKA,1967,50.69
St. Kitts and Nevis,KNA,1967,213.98
St. Lucia,LCA,1967,224.96
St. Vincent and the Grenadines,VCT,1967,82.53
Sudan,SDN,1967,26.64
Suriname,SUR,1967,71.96
Swaziland,SWZ,1967,44.61
Sweden,SWE,1967,97.01
Switzerland,CHE,1967,91.29
Syrian Arab Republic,SYR,1967,20.31
Tanzania,TZA,1967,32.23
Thailand,THA,1967,30.92
Timor-Leste,TMP,1967,91.43
Togo,TGO,1967,42.21
Tonga,TON,1967,136.08
Trinidad and Tobago,TTO,1967,104.82
Tunisia,TUN,1967,28.35
Turkey,TUR,1967,40.78
Tuvalu,TUV,1967,77.47
Uganda,UGA,1967,37.39
United Arab Emirates,ARE,1967,4.78
United Kingdom,GBR,1967,79.02
United States,USA,1967,53.77
Uruguay,URY,1967,41.54
Vanuatu,VUT,1967,77.59
"Venezuela, RB",VEN,1967,34.29
Vietnam,VNM,1967,22.4
Virgin Islands (U.S.),VIR,1967,105.75
West Bank and Gaza,WBG,1967,88.5
"Yemen, Rep.",YEM,1967,29.69
Zambia,ZMB,1967,37.44
Zimbabwe,ZWE,1967,54.33
Arab World,ARB,1968,29.25908726
Caribbean small states,CSS,1968,76.98246778
East Asia & Pacific (all income levels),EAS,1968,25.05705463
East Asia & Pacific (developing only),EAP,1968,20.79909093
Euro area,EMU,1968,73.48365667
European Union,EUU,1968,76.57080101
Fragile and conflict affected situations,FCS,1968,37.52241474
Heavily indebted poor countries (HIPC),HPC,1968,40.77739565
High income,HIC,1968,61.60216539
High income: nonOECD,NOC,1968,43.03452978
High income: OECD,OEC,1968,63.6655243
Latin America & Caribbean (all income levels),LCN,1968,31.34373397
Latin America & Caribbean (developing only),LAC,1968,28.06585886
Least developed countries: UN classification,LDC,1968,40.52671254
Low & middle income,LMY,1968,28.07434565
Low income,LIC,1968,45.20604979
Lower middle income,LMC,1968,31.53507996
Middle East & North Africa (all income levels),MEA,1968,26.16885328
Middle East & North Africa (developing only),MNA,1968,26.77067472
Middle income,MIC,1968,27.15760144
North America,NAC,1968,53.52898762
OECD members,OED,1968,60.95023553
