CountryName,CountryCode,Year,Food production index (2004-2006 = 100)
Other small states,OSS,1968,63.42256583
Pacific island small states,PSS,1968,67.77528935
Small states,SST,1968,68.4277608
South Asia,SAS,1968,35.68746138
Sub-Saharan Africa (all income levels),SSF,1968,36.89577652
Sub-Saharan Africa (developing only),SSA,1968,36.85698473
Upper middle income,UMC,1968,24.50119992
World,WLD,1968,38.82236513
Afghanistan,AFG,1968,73.31
Albania,ALB,1968,37
Algeria,DZA,1968,38.99
American Samoa,ASM,1968,78.89
Angola,AGO,1968,34.38
Antigua and Barbuda,ATG,1968,58.39
Argentina,ARG,1968,43.2
Armenia,ARM,1968,66
Australia,AUS,1968,54.26
Austria,AUT,1968,80.63
Azerbaijan,AZE,1968,63.6
"Bahamas, The",BHS,1968,48.99
Bahrain,BHR,1968,55.55
Bangladesh,BGD,1968,44.7
Barbados,BRB,1968,123.27
Belarus,BLR,1968,86.4
Belize,BLZ,1968,23.26
Benin,BEN,1968,26.6
Bermuda,BMU,1968,148.09
Bhutan,BTN,1968,38.63
Bolivia,BOL,1968,27.38
Bosnia and Herzegovina,BIH,1968,83
Botswana,BWA,1968,72.24
Brazil,BRA,1968,21.24
Brunei Darussalam,BRN,1968,19.96
Bulgaria,BGR,1968,162.7
Burkina Faso,BFA,1968,28.52
Burundi,BDI,1968,75.3
Cabo Verde,CPV,1968,29.5
Cambodia,KHM,1968,53.37
Cameroon,CMR,1968,33.95
Canada,CAN,1968,47.86
Cayman Islands,CYM,1968,227.29
Central African Republic,CAF,1968,34.87
Chad,TCD,1968,45.79
Chile,CHL,1968,33.78
China,CHN,1968,18.55
Colombia,COL,1968,33.17
Comoros,COM,1968,50.37
"Congo, Dem. Rep.",ZAR,1968,68.08
"Congo, Rep.",COG,1968,48.6
Costa Rica,CRI,1968,23.56
Cote d'Ivoire,CIV,1968,24.7
Croatia,HRV,1968,111.2
Cuba,CUB,1968,98.03
Cyprus,CYP,1968,81.55
Czech Republic,CZE,1968,103.1
Denmark,DNK,1968,71.39
Djibouti,DJI,1968,18.02
Dominica,DMA,1968,116.88
Dominican Republic,DOM,1968,45.08
Ecuador,ECU,1968,33.7
"Egypt, Arab Rep.",EGY,1968,24.42
El Salvador,SLV,1968,45.07
Equatorial Guinea,GNQ,1968,142.08
Eritrea,ERI,1968,107
Estonia,EST,1968,86.3
Ethiopia,ETH,1968,66.5
Faeroe Islands,FRO,1968,95.69
Fiji,FJI,1968,75.64
Finland,FIN,1968,91.31
France,FRA,1968,82.11
French Polynesia,PYF,1968,89.08
Gabon,GAB,1968,52.77
"Gambia, The",GMB,1968,82.37
Georgia,GEO,1968,108.9
Germany,DEU,1968,87.49
Ghana,GHA,1968,30.99
Greece,GRC,1968,58.99
Greenland,GRL,1968,62.62
Grenada,GRD,1968,177.15
Guam,GUM,1968,51.41
Guatemala,GTM,1968,26.06
Guinea,GIN,1968,41.46
Guinea-Bissau,GNB,1968,33.29
Guyana,GUY,1968,66.92
Haiti,HTI,1968,76.26
Honduras,HND,1968,47.72
"Hong Kong SAR, China",HKG,1968,167.44
Hungary,HUN,1968,81.14
Iceland,ISL,1968,88.94
India,IND,1968,35.47
Indonesia,IDN,1968,24.98
"Iran, Islamic Rep.",IRN,1968,18.89
Iraq,IRQ,1968,61.23
Ireland,IRL,1968,57.59
Israel,ISR,1968,38.19
Italy,ITA,1968,83.85
Jamaica,JAM,1968,75.45
Japan,JPN,1968,90.8
Jordan,JOR,1968,20.29
Kazakhstan,KAZ,1968,66
Kenya,KEN,1968,29.13
Kiribati,KIR,1968,44.55
"Korea, Dem. Rep.",PRK,1968,40
"Korea, Rep.",KOR,1968,30.61
Kuwait,KWT,1968,9.38
Kyrgyz Republic,KGZ,1968,84.9
Lao PDR,LAO,1968,24.89
Latvia,LVA,1968,94.8
Lebanon,LBN,1968,40.83
Lesotho,LSO,1968,72.87
Liberia,LBR,1968,55.08
Libya,LBY,1968,30.42
Liechtenstein,LIE,1968,46.4
Lithuania,LTU,1968,90.3
"Macao SAR, China",MAC,1968,47.71
Madagascar,MDG,1968,56.11
Malawi,MWI,1968,30.34
Malaysia,MYS,1968,11.88
Maldives,MDV,1968,68.66
Mali,MLI,1968,34.65
Malta,MLT,1968,53.09
Marshall Islands,MHL,1968,96.7
Mauritania,MRT,1968,64.51
Mauritius,MUS,1968,76.39
Mexico,MEX,1968,33.93
"Micronesia, Fed. Sts.",FSM,1968,95.7
Moldova,MDA,1968,84.8
Mongolia,MNG,1968,98.52
Morocco,MAR,1968,42.11
Mozambique,MOZ,1968,62.04
Myanmar,MMR,1968,25.09
Namibia,NAM,1968,80.18
Nepal,NPL,1968,31.1
Netherlands,NLD,1968,56.43
New Caledonia,NCL,1968,87.63
New Zealand,NZL,1968,50.61
Nicaragua,NIC,1968,46.55
Niger,NER,1968,32.91
Nigeria,NGA,1968,27.25
Norway,NOR,1968,89.39
Oman,OMN,1968,12.37
Pakistan,PAK,1968,27.83
Panama,PAN,1968,65.45
Papua New Guinea,PNG,1968,42.61
Paraguay,PRY,1968,25.31
Peru,PER,1968,34.11
Philippines,PHL,1968,31.93
Poland,POL,1968,88.42
Portugal,PRT,1968,77.34
Puerto Rico,PRI,1968,165.07
Qatar,QAT,1968,18.87
Romania,ROM,1968,76.27
Russian Federation,RUS,1968,82
Rwanda,RWA,1968,39.82
Samoa,WSM,1968,85.96
Sao Tome and Principe,STP,1968,77.83
Saudi Arabia,SAU,1968,9.68
Senegal,SEN,1968,61.51
Seychelles,SYC,1968,204.88
Sierra Leone,SLE,1968,42.83
Singapore,SGP,1968,516.46
Solomon Islands,SLB,1968,31.32
Somalia,SOM,1968,61.22
South Africa,ZAF,1968,49.62
Spain,ESP,1968,46.38
Sri Lanka,LKA,1968,53.37
St. Kitts and Nevis,KNA,1968,209.36
St. Lucia,LCA,1968,223.52
St. Vincent and the Grenadines,VCT,1968,85.84
Sudan,SDN,1968,24.57
Suriname,SUR,1968,76.84
Swaziland,SWZ,1968,43.4
Sweden,SWE,1968,97.88
Switzerland,CHE,1968,89.56
Syrian Arab Republic,SYR,1968,19.08
Tanzania,TZA,1968,31.77
Thailand,THA,1968,33.16
Timor-Leste,TMP,1968,94.29
Togo,TGO,1968,43
Tonga,TON,1968,126.07
Trinidad and Tobago,TTO,1968,113.52
Tunisia,TUN,1968,28.07
Turkey,TUR,1968,42.8
Tuvalu,TUV,1968,72.48
Uganda,UGA,1968,40.41
United Arab Emirates,ARE,1968,4.98
United Kingdom,GBR,1968,78.64
United States,USA,1968,54.23
Uruguay,URY,1968,51.16
Vanuatu,VUT,1968,70.32
"Venezuela, RB",VEN,1968,35.57
Vietnam,VNM,1968,21.28
Virgin Islands (U.S.),VIR,1968,135.81
West Bank and Gaza,WBG,1968,80.4
"Yemen, Rep.",YEM,1968,28.33
Zambia,ZMB,1968,38.18
Zimbabwe,ZWE,1968,46.59
Arab World,ARB,1969,28.76099539
Caribbean small states,CSS,1969,77.05839186
East Asia & Pacific (all income levels),EAS,1969,25.41337978
East Asia & Pacific (developing only),EAP,1969,21.17116206
Euro area,EMU,1969,72.23126137
European Union,EUU,1969,75.31507506
Fragile and conflict affected situations,FCS,1969,38.81659382
Heavily indebted poor countries (HIPC),HPC,1969,42.35913239
High income,HIC,1969,61.34160118
High income: nonOECD,NOC,1969,46.09145881
High income: OECD,OEC,1969,63.03629823
Latin America & Caribbean (all income levels),LCN,1969,32.46471496
Latin America & Caribbean (developing only),LAC,1969,28.76061525
Least developed countries: UN classification,LDC,1969,41.67592196
Low & middle income,LMY,1969,28.75576898
Low income,LIC,1969,46.65332682
Lower middle income,LMC,1969,32.60387109
Middle East & North Africa (all income levels),MEA,1969,25.68951588
Middle East & North Africa (developing only),MNA,1969,26.09926636
Middle income,MIC,1969,27.79804275
North America,NAC,1969,53.49160264
OECD members,OED,1969,60.35272648
Other small states,OSS,1969,63.7446293
Pacific island small states,PSS,1969,67.87540389
Small states,SST,1969,68.64276301
South Asia,SAS,1969,36.87790346
Sub-Saharan Africa (all income levels),SSF,1969,39.00739899
Sub-Saharan Africa (developing only),SSA,1969,38.98008257
Upper middle income,UMC,1969,24.88170411
World,WLD,1969,39.20181534
Afghanistan,AFG,1969,74.37
Albania,ALB,1969,37.9
Algeria,DZA,1969,35.98
American Samoa,ASM,1969,83.17
Angola,AGO,1969,36.56
Antigua and Barbuda,ATG,1969,71.9
Argentina,ARG,1969,46.92
Armenia,ARM,1969,65.2
Australia,AUS,1969,51.3
Austria,AUT,1969,79.8
Azerbaijan,AZE,1969,70.1
"Bahamas, The",BHS,1969,46.32
Bahrain,BHR,1969,57.58
Bangladesh,BGD,1969,46.55
Barbados,BRB,1969,117.23
Belarus,BLR,1969,79.7
Belize,BLZ,1969,20.99
Benin,BEN,1969,25.73
Bermuda,BMU,1969,125.97
Bhutan,BTN,1969,39.64
Bolivia,BOL,1969,27.36
Bosnia and Herzegovina,BIH,1969,78.3
Botswana,BWA,1969,73.57
Brazil,BRA,1969,21.94
Brunei Darussalam,BRN,1969,22.47
Bulgaria,BGR,1969,165.21
Burkina Faso,BFA,1969,28.09
Burundi,BDI,1969,75.06
Cabo Verde,CPV,1969,29.83
Cambodia,KHM,1969,45.05
Cameroon,CMR,1969,33.49
Canada,CAN,1969,46.59
Cayman Islands,CYM,1969,231.78
Central African Republic,CAF,1969,36.35
Chad,TCD,1969,45.1
Chile,CHL,1969,31.46
China,CHN,1969,18.76
Colombia,COL,1969,33.83
Comoros,COM,1969,52.96
"Congo, Dem. Rep.",ZAR,1969,69.14
"Congo, Rep.",COG,1969,48.01
Costa Rica,CRI,1969,25.76
Cote d'Ivoire,CIV,1969,26.34
Croatia,HRV,1969,111.1
Cuba,CUB,1969,94.14
Cyprus,CYP,1969,88.88
Czech Republic,CZE,1969,102.4
Denmark,DNK,1969,67.88
Djibouti,DJI,1969,19.38
Dominica,DMA,1969,122.31
Dominican Republic,DOM,1969,52.16
Ecuador,ECU,1969,33.68
"Egypt, Arab Rep.",EGY,1969,25.57
El Salvador,SLV,1969,45.45
Equatorial Guinea,GNQ,1969,114.72
Eritrea,ERI,1969,95.4
Estonia,EST,1969,91.4
Ethiopia,ETH,1969,71.6
Faeroe Islands,FRO,1969,91.03
Fiji,FJI,1969,71.8
Finland,FIN,1969,95.85
France,FRA,1969,77.38
French Polynesia,PYF,1969,112.88
Gabon,GAB,1969,52.56
"Gambia, The",GMB,1969,78.14
Georgia,GEO,1969,112.2
Germany,DEU,1969,84.24
Ghana,GHA,1969,33.6
Greece,GRC,1969,60.57
Greenland,GRL,1969,81.69
Grenada,GRD,1969,176.27
Guam,GUM,1969,55.37
Guatemala,GTM,1969,27.16
Guinea,GIN,1969,41.2
Guinea-Bissau,GNB,1969,31.82
Guyana,GUY,1969,76.32
Haiti,HTI,1969,78.5
Honduras,HND,1969,49.54
"Hong Kong SAR, China",HKG,1969,182.33
Hungary,HUN,1969,90.17
Iceland,ISL,1969,89.03
India,IND,1969,36.69
Indonesia,IDN,1969,25.31
"Iran, Islamic Rep.",IRN,1969,19.53
Iraq,IRQ,1969,64.68
Ireland,IRL,1969,57.21
Israel,ISR,1969,39.03
Italy,ITA,1969,86.51
Jamaica,JAM,1969,72.32
Japan,JPN,1969,90.86
Jordan,JOR,1969,21.33
Kazakhstan,KAZ,1969,87.7
Kenya,KEN,1969,29.87
Kiribati,KIR,1969,45.41
"Korea, Dem. Rep.",PRK,1969,44.38
"Korea, Rep.",KOR,1969,35.42
Kuwait,KWT,1969,13.81
Kyrgyz Republic,KGZ,1969,91
Lao PDR,LAO,1969,27.46
Latvia,LVA,1969,85.3
Lebanon,LBN,1969,34.83
Lesotho,LSO,1969,79.49
Liberia,LBR,1969,56.67
Libya,LBY,1969,23.82
Liechtenstein,LIE,1969,45.29
Lithuania,LTU,1969,83
"Macao SAR, China",MAC,1969,49.21
Madagascar,MDG,1969,58.38
Malawi,MWI,1969,31.47
Malaysia,MYS,1969,12.99
Maldives,MDV,1969,69.57
Mali,MLI,1969,38.02
Malta,MLT,1969,57.71
Marshall Islands,MHL,1969,76.1
Mauritania,MRT,1969,62.63
Mauritius,MUS,1969,84.72
Mexico,MEX,1969,33.89
"Micronesia, Fed. Sts.",FSM,1969,87.3
Moldova,MDA,1969,80
Mongolia,MNG,1969,98.39
Morocco,MAR,1969,33.55
Mozambique,MOZ,1969,61.67
Myanmar,MMR,1969,24.91
Namibia,NAM,1969,78.02
Nepal,NPL,1969,32.17
Netherlands,NLD,1969,57.27
New Caledonia,NCL,1969,80.55
New Zealand,NZL,1969,52.72
Nicaragua,NIC,1969,49.12
Niger,NER,1969,35.61
Nigeria,NGA,1969,30.21
Norway,NOR,1969,86.86
Oman,OMN,1969,12.89
Pakistan,PAK,1969,28.62
Panama,PAN,1969,68.98
Papua New Guinea,PNG,1969,43.93
Paraguay,PRY,1969,25.21
Peru,PER,1969,37.58
Philippines,PHL,1969,33.62
Poland,POL,1969,83.2
Portugal,PRT,1969,75.66
Puerto Rico,PRI,1969,158.08
Qatar,QAT,1969,20.21
Romania,ROM,1969,77.01
Russian Federation,RUS,1969,83.5
Rwanda,RWA,1969,42.89
Samoa,WSM,1969,93.76
Sao Tome and Principe,STP,1969,72.14
Saudi Arabia,SAU,1969,11.55
Senegal,SEN,1969,66.64
Seychelles,SYC,1969,144.46
Sierra Leone,SLE,1969,46.1
Singapore,SGP,1969,658.51
Solomon Islands,SLB,1969,34.6
Somalia,SOM,1969,62.78
South Africa,ZAF,1969,52.24
Spain,ESP,1969,45.54
Sri Lanka,LKA,1969,53.03
St. Kitts and Nevis,KNA,1969,167.48
St. Lucia,LCA,1969,219.85
St. Vincent and the Grenadines,VCT,1969,87.41
Sudan,SDN,1969,26.95
Suriname,SUR,1969,73.91
Swaziland,SWZ,1969,45.08
Sweden,SWE,1969,88.26
Switzerland,CHE,1969,90.62
Syrian Arab Republic,SYR,1969,21.1
Tanzania,TZA,1969,32.7
Thailand,THA,1969,35.45
Timor-Leste,TMP,1969,94.3
Togo,TGO,1969,44.12
Tonga,TON,1969,125.2
Trinidad and Tobago,TTO,1969,112.79
Tunisia,TUN,1969,23.8
Turkey,TUR,1969,42.16
Tuvalu,TUV,1969,66.17
Uganda,UGA,1969,44.05
United Arab Emirates,ARE,1969,5.28
United Kingdom,GBR,1969,78.31
United States,USA,1969,54.34
Uruguay,URY,1969,53.39
Vanuatu,VUT,1969,74
"Venezuela, RB",VEN,1969,38.2
Vietnam,VNM,1969,21.83
Virgin Islands (U.S.),VIR,1969,148.28
West Bank and Gaza,WBG,1969,98.8
"Yemen, Rep.",YEM,1969,27.27
Zambia,ZMB,1969,39.01
Zimbabwe,ZWE,1969,59.12
Arab World,ARB,1970,29.10641761
Caribbean small states,CSS,1970,78.27890982
East Asia & Pacific (all income levels),EAS,1970,26.51877269
East Asia & Pacific (developing only),EAP,1970,22.27060003
Euro area,EMU,1970,75.90087286
European Union,EUU,1970,77.90323172
Fragile and conflict affected situations,FCS,1970,38.70091716
Heavily indebted poor countries (HIPC),HPC,1970,43.63764755
High income,HIC,1970,62.33699271
High income: nonOECD,NOC,1970,46.27661732
High income: OECD,OEC,1970,64.12172822
Latin America & Caribbean (all income levels),LCN,1970,34.170626
Latin America & Caribbean (developing only),LAC,1970,30.94593808
Least developed countries: UN classification,LDC,1970,42.62344389
Low & middle income,LMY,1970,30.01683214
Low income,LIC,1970,48.74885236
Lower middle income,LMC,1970,33.95189258
Middle East & North Africa (all income levels),MEA,1970,25.99867652
Middle East & North Africa (developing only),MNA,1970,26.31976712
Middle income,MIC,1970,29.01445252
North America,NAC,1970,52.50138402
OECD members,OED,1970,61.5635723
Other small states,OSS,1970,65.87850451
Pacific island small states,PSS,1970,69.43948849
Small states,SST,1970,70.40813977
South Asia,SAS,1970,38.27168857
Sub-Saharan Africa (all income levels),SSF,1970,40.54408731
Sub-Saharan Africa (developing only),SSA,1970,40.51144206
Upper middle income,UMC,1970,26.01824746
World,WLD,1970,40.37771209
Afghanistan,AFG,1970,67.73
Albania,ALB,1970,39.06
Algeria,DZA,1970,37.35
American Samoa,ASM,1970,80.57
Angola,AGO,1970,38.36
Antigua and Barbuda,ATG,1970,74.04
Argentina,ARG,1970,45.81
Armenia,ARM,1970,63.68
Australia,AUS,1970,53.87
Austria,AUT,1970,79.62
Azerbaijan,AZE,1970,76.01
"Bahamas, The",BHS,1970,48.27
Bahrain,BHR,1970,59.01
Bangladesh,BGD,1970,44.31
Barbados,BRB,1970,132.96
Belarus,BLR,1970,77.53
Belgium,BEL,1970,106.8
Belize,BLZ,1970,22.35
Benin,BEN,1970,26.91
Bermuda,BMU,1970,138
Bhutan,BTN,1970,40.52
Bolivia,BOL,1970,29.72
Bosnia and Herzegovina,BIH,1970,61.78
Botswana,BWA,1970,79.94
Brazil,BRA,1970,23.39
Brunei Darussalam,BRN,1970,23.49
Bulgaria,BGR,1970,158.57
Burkina Faso,BFA,1970,28.66
Burundi,BDI,1970,75.82
Cabo Verde,CPV,1970,26.14
Cambodia,KHM,1970,60.35
Cameroon,CMR,1970,36.81
Canada,CAN,1970,43.62
Cayman Islands,CYM,1970,232.21
Central African Republic,CAF,1970,37.31
Chad,TCD,1970,43.58
Chile,CHL,1970,33.15
China,CHN,1970,19.65
Colombia,COL,1970,35.4
Comoros,COM,1970,51.28
"Congo, Dem. Rep.",ZAR,1970,71.54
"Congo, Rep.",COG,1970,47.78
Costa Rica,CRI,1970,28.62
Cote d'Ivoire,CIV,1970,26.88
Croatia,HRV,1970,95.82
Cuba,CUB,1970,140.38
Cyprus,CYP,1970,86.4
Czech Republic,CZE,1970,97.78
Denmark,DNK,1970,64.7
Djibouti,DJI,1970,20.12
Dominica,DMA,1970,104.27
Dominican Republic,DOM,1970,54.43
Ecuador,ECU,1970,33.59
"Egypt, Arab Rep.",EGY,1970,25.61
El Salvador,SLV,1970,48.27
Equatorial Guinea,GNQ,1970,134.65
Eritrea,ERI,1970,78.12
Estonia,EST,1970,84.21
Ethiopia,ETH,1970,73.81
Faeroe Islands,FRO,1970,85.61
Fiji,FJI,1970,77.76
Finland,FIN,1970,93.39
France,FRA,1970,83.54
French Polynesia,PYF,1970,107.23
Gabon,GAB,1970,54.24
"Gambia, The",GMB,1970,80.36
Georgia,GEO,1970,99.71
Germany,DEU,1970,88.66
Ghana,GHA,1970,34.53
Greece,GRC,1970,65.65
Greenland,GRL,1970,94.83
Grenada,GRD,1970,170.88
Guam,GUM,1970,52.59
Guatemala,GTM,1970,28.33
Guinea,GIN,1970,42.63
Guinea-Bissau,GNB,1970,32.46
Guyana,GUY,1970,73.35
Haiti,HTI,1970,80.81
Honduras,HND,1970,48.42
"Hong Kong SAR, China",HKG,1970,192.9
Hungary,HUN,1970,79.6
Iceland,ISL,1970,87.44
India,IND,1970,38.59
Indonesia,IDN,1970,27.04
"Iran, Islamic Rep.",IRN,1970,20.05
Iraq,IRQ,1970,61.74
Ireland,IRL,1970,56.76
Israel,ISR,1970,40.64
Italy,ITA,1970,86.55
Jamaica,JAM,1970,74.97
Japan,JPN,1970,91.85
Jordan,JOR,1970,16.96
Kazakhstan,KAZ,1970,79.29
Kenya,KEN,1970,31.21
Kiribati,KIR,1970,47.73
"Korea, Dem. Rep.",PRK,1970,45.43
"Korea, Rep.",KOR,1970,35.18
Kuwait,KWT,1970,15.53
Kyrgyz Republic,KGZ,1970,94.84
Lao PDR,LAO,1970,27.59
Latvia,LVA,1970,83.58
Lebanon,LBN,1970,38.9
Lesotho,LSO,1970,77.45
Liberia,LBR,1970,60.53
Libya,LBY,1970,26.78
Liechtenstein,LIE,1970,46.06
Lithuania,LTU,1970,88.35
Luxembourg,LUX,1970,110.23
"Macao SAR, China",MAC,1970,53.3
Madagascar,MDG,1970,59.56
Malawi,MWI,1970,29.35
Malaysia,MYS,1970,14.1
Maldives,MDV,1970,73.1
Mali,MLI,1970,38.17
Malta,MLT,1970,55.39
Marshall Islands,MHL,1970,19.1
Mauritania,MRT,1970,62.51
Mauritius,MUS,1970,74.82
Mexico,MEX,1970,35.43
"Micronesia, Fed. Sts.",FSM,1970,88.49
Moldova,MDA,1970,90.93
Mongolia,MNG,1970,100.91
Morocco,MAR,1970,34.06
Mozambique,MOZ,1970,64.78
Myanmar,MMR,1970,25.78
Namibia,NAM,1970,85.11
Nepal,NPL,1970,33.19
Netherlands,NLD,1970,62.7
New Caledonia,NCL,1970,78.54
New Zealand,NZL,1970,51.51
Nicaragua,NIC,1970,51.1
Niger,NER,1970,33.91
Nigeria,NGA,1970,32.79
Norway,NOR,1970,85.37
Oman,OMN,1970,13.09
Pakistan,PAK,1970,29.69
Panama,PAN,1970,66.17
Papua New Guinea,PNG,1970,45.07
Paraguay,PRY,1970,27.46
Peru,PER,1970,41.01
Philippines,PHL,1970,34.96
Poland,POL,1970,87.57
Portugal,PRT,1970,82.98
Puerto Rico,PRI,1970,158.51
Qatar,QAT,1970,20.22
Romania,ROM,1970,66.78
Russian Federation,RUS,1970,87.61
Rwanda,RWA,1970,44.78
Samoa,WSM,1970,85.11
Sao Tome and Principe,STP,1970,72.27
Saudi Arabia,SAU,1970,12.69
Senegal,SEN,1970,50.44
Seychelles,SYC,1970,138.19
Sierra Leone,SLE,1970,44.57
Singapore,SGP,1970,657.63
Solomon Islands,SLB,1970,37.89
Somalia,SOM,1970,64.6
South Africa,ZAF,1970,50.55
Spain,ESP,1970,49.03
Sri Lanka,LKA,1970,57.02
St. Kitts and Nevis,KNA,1970,212.75
St. Lucia,LCA,1970,180.44
St. Vincent and the Grenadines,VCT,1970,83.48
Sudan,SDN,1970,28.17
Suriname,SUR,1970,80.49
Swaziland,SWZ,1970,51.35
Sweden,SWE,1970,93.3
Switzerland,CHE,1970,88.85
Syrian Arab Republic,SYR,1970,16.75
Tanzania,TZA,1970,34.44
Thailand,THA,1970,36.68
Timor-Leste,TMP,1970,95.35
Togo,TGO,1970,46.85
Tonga,TON,1970,111.35
Trinidad and Tobago,TTO,1970,118.21
Tunisia,TUN,1970,31.28
Turkey,TUR,1970,45.18
Tuvalu,TUV,1970,60.82
Uganda,UGA,1970,56.29
United Arab Emirates,ARE,1970,5.67
United Kingdom,GBR,1970,82.9
United States,USA,1970,53.6
Uruguay,URY,1970,59.18
Vanuatu,VUT,1970,70.27
"Venezuela, RB",VEN,1970,39.98
Vietnam,VNM,1970,23.71
Virgin Islands (U.S.),VIR,1970,138.16
West Bank and Gaza,WBG,1970,88.21
"Yemen, Rep.",YEM,1970,25.52
Zambia,ZMB,1970,38.07
Zimbabwe,ZWE,1970,56.43
Arab World,ARB,1971,31.81188584
Caribbean small states,CSS,1971,80.53013554
East Asia & Pacific (all income levels),EAS,1971,27.48492792
East Asia & Pacific (developing only),EAP,1971,23.25132971
Euro area,EMU,1971,75.57404964
European Union,EUU,1971,78.17360715
Fragile and conflict affected situations,FCS,1971,39.88161122
Heavily indebted poor countries (HIPC),HPC,1971,44.44657781
High income,HIC,1971,63.97871121
High income: nonOECD,NOC,1971,44.26272666
High income: OECD,OEC,1971,66.16968228
Latin America & Caribbean (all income levels),LCN,1971,33.87784063
Latin America & Caribbean (developing only),LAC,1971,31.34598388
Least developed countries: UN classification,LDC,1971,42.22709189
Low & middle income,LMY,1971,30.86863871
Low income,LIC,1971,48.65018596
Lower middle income,LMC,1971,34.39144062
Middle East & North Africa (all income levels),MEA,1971,28.29066787
Middle East & North Africa (developing only),MNA,1971,28.4709105
Middle income,MIC,1971,29.91712039
North America,NAC,1971,57.24434486
OECD members,OED,1971,63.5554587
Other small states,OSS,1971,68.03215959
Pacific island small states,PSS,1971,69.69285214
Small states,SST,1971,72.3787956
South Asia,SAS,1971,38.35053527
Sub-Saharan Africa (all income levels),SSF,1971,41.19356259
Sub-Saharan Africa (developing only),SSA,1971,41.17272768
Upper middle income,UMC,1971,27.20195205
World,WLD,1971,41.48274088
Afghanistan,AFG,1971,62.86
Albania,ALB,1971,41.13
Algeria,DZA,1971,38.79
American Samoa,ASM,1971,73
Angola,AGO,1971,38.43
Antigua and Barbuda,ATG,1971,117.5
Argentina,ARG,1971,42.73
Armenia,ARM,1971,67.24
Australia,AUS,1971,56.67
Austria,AUT,1971,77.1
Azerbaijan,AZE,1971,83.39
"Bahamas, The",BHS,1971,47.09
Bahrain,BHR,1971,57.99
Bangladesh,BGD,1971,41.12
Barbados,BRB,1971,120.98
Belarus,BLR,1971,80.47
Belgium,BEL,1971,99.23
Belize,BLZ,1971,23.99
Benin,BEN,1971,26.99
Bermuda,BMU,1971,124.63
Bhutan,BTN,1971,41.49
Bolivia,BOL,1971,30.59
Bosnia and Herzegovina,BIH,1971,66.99
Botswana,BWA,1971,86.73
Brazil,BRA,1971,23.88
Brunei Darussalam,BRN,1971,23.25
Bulgaria,BGR,1971,160.92
Burkina Faso,BFA,1971,27.32
Burundi,BDI,1971,77.76
Cabo Verde,CPV,1971,23.04
Cambodia,KHM,1971,47.28
Cameroon,CMR,1971,38.39
Canada,CAN,1971,49.43
Cayman Islands,CYM,1971,232.75
Central African Republic,CAF,1971,38.53
Chad,TCD,1971,43.18
Chile,CHL,1971,33.43
China,CHN,1971,20.76
Colombia,COL,1971,37.53
Comoros,COM,1971,53.03
"Congo, Dem. Rep.",ZAR,1971,71.6
"Congo, Rep.",COG,1971,48.93
Costa Rica,CRI,1971,30.53
Cote d'Ivoire,CIV,1971,29.38
Croatia,HRV,1971,103.67
Cuba,CUB,1971,106.8
Cyprus,CYP,1971,96.75
Czech Republic,CZE,1971,101.21
Denmark,DNK,1971,65.96
Djibouti,DJI,1971,21.04
Dominica,DMA,1971,99.3
Dominican Republic,DOM,1971,57.96
Ecuador,ECU,1971,32.72
"Egypt, Arab Rep.",EGY,1971,26.55
El Salvador,SLV,1971,51.61
Equatorial Guinea,GNQ,1971,98.23
Eritrea,ERI,1971,88.03
Estonia,EST,1971,86.28
Ethiopia,ETH,1971,81.8
Faeroe Islands,FRO,1971,91.42
Fiji,FJI,1971,72.24
Finland,FIN,1971,96.76
France,FRA,1971,83.29
French Polynesia,PYF,1971,101.27
Gabon,GAB,1971,55.75
"Gambia, The",GMB,1971,85.61
Georgia,GEO,1971,103.69
Germany,DEU,1971,87.52
Ghana,GHA,1971,35.88
Greece,GRC,1971,64.4
Greenland,GRL,1971,91.03
Grenada,GRD,1971,155.76
Guam,GUM,1971,50.73
Guatemala,GTM,1971,28.97
Guinea,GIN,1971,43.94
Guinea-Bissau,GNB,1971,29.89
Guyana,GUY,1971,78.33
Haiti,HTI,1971,83.12
Honduras,HND,1971,53.17
"Hong Kong SAR, China",HKG,1971,204.64
Hungary,HUN,1971,87.88
Iceland,ISL,1971,88.02
India,IND,1971,39.03
Indonesia,IDN,1971,27.91
"Iran, Islamic Rep.",IRN,1971,20.08
Iraq,IRQ,1971,65.81
Ireland,IRL,1971,62.8
Israel,ISR,1971,45.14
Italy,ITA,1971,85.87
Jamaica,JAM,1971,80.57
Japan,JPN,1971,90
Jordan,JOR,1971,21.79
Kazakhstan,KAZ,1971,93.46
Kenya,KEN,1971,31.93
Kiribati,KIR,1971,54.26
"Korea, Dem. Rep.",PRK,1971,48.75
"Korea, Rep.",KOR,1971,36.34
Kuwait,KWT,1971,16.49
Kyrgyz Republic,KGZ,1971,101.01
Lao PDR,LAO,1971,25.67
Latvia,LVA,1971,84.09
Lebanon,LBN,1971,43.77
Lesotho,LSO,1971,78.78
Liberia,LBR,1971,63.29
Libya,LBY,1971,22.12
Liechtenstein,LIE,1971,42.31
Lithuania,LTU,1971,74.85
Luxembourg,LUX,1971,94
"Macao SAR, China",MAC,1971,53.73
Madagascar,MDG,1971,59.02
Malawi,MWI,1971,34.91
Malaysia,MYS,1971,15.16
Maldives,MDV,1971,75.87
Mali,MLI,1971,37.51
