CountryName,CountryCode,Year,CO2 emissions (kt)
Cameroon,CMR,1965,311.695
Canada,CAN,1965,252153.921
Cayman Islands,CYM,1965,11.001
Chad,TCD,1965,106.343
Chile,CHL,1965,17766.615
China,CHN,1965,475972.933
Colombia,COL,1965,22885.747
Comoros,COM,1965,14.668
"Congo, Dem. Rep.",ZAR,1965,2471.558
"Congo, Rep.",COG,1965,245.689
Costa Rica,CRI,1965,847.077
Cote d'Ivoire,CIV,1965,1173.44
Cuba,CUB,1965,14609.328
Cyprus,CYP,1965,1151.438
Denmark,DNK,1965,44337.697
Djibouti,DJI,1965,121.011
Dominica,DMA,1965,14.668
Dominican Republic,DOM,1965,1547.474
Ecuador,ECU,1965,2277.207
"Egypt, Arab Rep.",EGY,1965,27641.846
El Salvador,SLV,1965,1041.428
Equatorial Guinea,GNQ,1965,29.336
Ethiopia,ETH,1965,645.392
Faeroe Islands,FRO,1965,135.679
Fiji,FJI,1965,344.698
Finland,FIN,1965,25327.969
France,FRA,1965,351852.317
French Polynesia,PYF,1965,84.341
Gabon,GAB,1965,216.353
"Gambia, The",GMB,1965,29.336
Ghana,GHA,1965,1705.155
Greece,GRC,1965,17025.881
Greenland,GRL,1965,344.698
Grenada,GRD,1965,22.002
Guatemala,GTM,1965,1976.513
Guinea,GIN,1965,696.73
Guinea-Bissau,GNB,1965,66.006
Guyana,GUY,1965,1078.098
Haiti,HTI,1965,304.361
Honduras,HND,1965,751.735
"Hong Kong SAR, China",HKG,1965,4807.437
Hungary,HUN,1965,61293.905
Iceland,ISL,1965,1397.127
India,IND,1965,165972.087
Indonesia,IDN,1965,24689.911
"Iran, Islamic Rep.",IRN,1965,53765.554
Iraq,IRQ,1965,19314.089
Ireland,IRL,1965,13732.915
Israel,ISR,1965,12944.51
Italy,ITA,1965,189767.25
Jamaica,JAM,1965,2992.272
Japan,JPN,1965,386919.838
Jordan,JOR,1965,1422.796
Kenya,KEN,1965,2467.891
Kiribati,KIR,1965,11.001
"Korea, Rep.",KOR,1965,25005.273
Kuwait,KWT,1965,35419.553
Lao PDR,LAO,1965,179.683
Lebanon,LBN,1965,3318.635
Liberia,LBR,1965,557.384
Libya,LBY,1965,1015.759
Luxembourg,LUX,1965,12203.776
"Macao SAR, China",MAC,1965,132.012
Madagascar,MDG,1965,557.384
Malawi,MWI,1965,348.365
Mali,MLI,1965,198.018
Malta,MLT,1965,473.043
Mauritania,MRT,1965,161.348
Mauritius,MUS,1965,304.361
Mexico,MEX,1965,75246.84
Mongolia,MNG,1965,1958.178
Morocco,MAR,1965,4261.054
Mozambique,MOZ,1965,2005.849
Myanmar,MMR,1965,2728.248
Nepal,NPL,1965,179.683
Netherlands,NLD,1965,100497.802
New Caledonia,NCL,1965,1232.112
New Zealand,NZL,1965,13699.912
Nicaragua,NIC,1965,781.071
Niger,NER,1965,91.675
Nigeria,NGA,1965,11763.736
Norway,NOR,1965,16409.825
Oman,OMN,1965,25.669
Pakistan,PAK,1965,19974.149
Palau,PLW,1965,66.006
Panama,PAN,1965,1529.139
