CountryName,CountryCode,Year,Livestock
Middle East & North Africa (developing only),MNA,1969,24.62096909
Middle income,MIC,1969,21.58312866
North America,NAC,1969,62.02624215
OECD members,OED,1969,64.33085973
Other small states,OSS,1969,73.44388795
Pacific island small states,PSS,1969,44.1605502
Small states,SST,1969,61.15826511
South Asia,SAS,1969,28.05074434
Sub-Saharan Africa (all income levels),SSF,1969,43.0497197
Sub-Saharan Africa (developing only),SSA,1969,43.05099893
Upper middle income,UMC,1969,19.61432567
World,WLD,1969,41.28877582
Afghanistan,AFG,1969,65.29
Albania,ALB,1969,26.79
Algeria,DZA,1969,23.2
American Samoa,ASM,1969,96.07
Angola,AGO,1969,46.27
Antigua and Barbuda,ATG,1969,44.94
Argentina,ARG,1969,78.83
Armenia,ARM,1969,70
Australia,AUS,1969,64.38
Austria,AUT,1969,79.57
Azerbaijan,AZE,1969,77.5
"Bahamas, The",BHS,1969,34.89
Bahrain,BHR,1969,30.12
Bangladesh,BGD,1969,41.3
Barbados,BRB,1969,31.63
Belarus,BLR,1969,90.4
Belize,BLZ,1969,15.54
Benin,BEN,1969,43.75
Bermuda,BMU,1969,175.07
Bhutan,BTN,1969,55.75
Bolivia,BOL,1969,24.25
Bosnia and Herzegovina,BIH,1969,72.4
Botswana,BWA,1969,75.27
Brazil,BRA,1969,18.83
Brunei Darussalam,BRN,1969,11.1
Bulgaria,BGR,1969,151.47
Burkina Faso,BFA,1969,26.82
Burundi,BDI,1969,90.02
Cabo Verde,CPV,1969,15.37
Cambodia,KHM,1969,37.03
Cameroon,CMR,1969,30.8
Canada,CAN,1969,53.41
Cayman Islands,CYM,1969,242.6
Central African Republic,CAF,1969,18.43
Chad,TCD,1969,55.68
Chile,CHL,1969,35.69
China,CHN,1969,9.93
Colombia,COL,1969,33.69
Comoros,COM,1969,76.45
"Congo, Dem. Rep.",ZAR,1969,79.83
"Congo, Rep.",COG,1969,30.29
Costa Rica,CRI,1969,27.81
Cote d'Ivoire,CIV,1969,39.66
Croatia,HRV,1969,88.5
Cuba,CUB,1969,161.24
Cyprus,CYP,1969,36.23
Czech Republic,CZE,1969,106.9
Denmark,DNK,1969,68.05
Djibouti,DJI,1969,21.86
Dominica,DMA,1969,34.22
Dominican Republic,DOM,1969,25.16
Ecuador,ECU,1969,16.51
"Egypt, Arab Rep.",EGY,1969,17.07
El Salvador,SLV,1969,35.16
Equatorial Guinea,GNQ,1969,45.48
Eritrea,ERI,1969,84.5
Estonia,EST,1969,99.7
Ethiopia,ETH,1969,76.1
Faeroe Islands,FRO,1969,89.84
Fiji,FJI,1969,41.71
Finland,FIN,1969,108.95
France,FRA,1969,78.31
French Polynesia,PYF,1969,41.65
Gabon,GAB,1969,72.61
"Gambia, The",GMB,1969,65.03
Georgia,GEO,1969,95.2
Germany,DEU,1969,93.44
Ghana,GHA,1969,41.38
Greece,GRC,1969,65.7
Greenland,GRL,1969,83.92
Grenada,GRD,1969,103.3
Guam,GUM,1969,148.6
Guatemala,GTM,1969,36.01
Guinea,GIN,1969,31.54
Guinea-Bissau,GNB,1969,39.38
Guyana,GUY,1969,60.94
Haiti,HTI,1969,50.89
Honduras,HND,1969,27.27
"Hong Kong SAR, China",HKG,1969,144.81
Hungary,HUN,1969,102.33
Iceland,ISL,1969,95.01
India,IND,1969,27.25
Indonesia,IDN,1969,19.47
"Iran, Islamic Rep.",IRN,1969,24.23
Iraq,IRQ,1969,101.85
Ireland,IRL,1969,55.07
Israel,ISR,1969,27.95
Italy,ITA,1969,71.89
Jamaica,JAM,1969,35.51
Japan,JPN,1969,56.15
Jordan,JOR,1969,14.85
Kazakhstan,KAZ,1969,81.1
Kenya,KEN,1969,27.18
Kiribati,KIR,1969,53.88
"Korea, Dem. Rep.",PRK,1969,37.94
"Korea, Rep.",KOR,1969,11.49
Kuwait,KWT,1969,20.85
Kyrgyz Republic,KGZ,1969,96.5
Lao PDR,LAO,1969,26.36
Latvia,LVA,1969,89.7
Lebanon,LBN,1969,30.42
Lesotho,LSO,1969,80.24
Liberia,LBR,1969,45.83
Libya,LBY,1969,22.57
Liechtenstein,LIE,1969,45.1
Lithuania,LTU,1969,82.3
"Macao SAR, China",MAC,1969,49.65
Madagascar,MDG,1969,75.91
Malawi,MWI,1969,35.25
Malaysia,MYS,1969,13.25
Maldives,MDV,1969,61.75
Mali,MLI,1969,46.17
Malta,MLT,1969,51.95
Mauritania,MRT,1969,64.29
Mauritius,MUS,1969,18.73
Mexico,MEX,1969,29.37
"Micronesia, Fed. Sts.",FSM,1969,100.1
Moldova,MDA,1969,104.4
Mongolia,MNG,1969,104.18
Morocco,MAR,1969,32.93
Mozambique,MOZ,1969,43.28
Myanmar,MMR,1969,18.4
Namibia,NAM,1969,91.93
Nepal,NPL,1969,35.84
Netherlands,NLD,1969,57.1
New Caledonia,NCL,1969,68.73
New Zealand,NZL,1969,60.08
Nicaragua,NIC,1969,51.68
Niger,NER,1969,34.25
Nigeria,NGA,1969,29.66
Norway,NOR,1969,82.16
Oman,OMN,1969,10.54
Pakistan,PAK,1969,24.13
Panama,PAN,1969,31.99
Papua New Guinea,PNG,1969,41.55
Paraguay,PRY,1969,36.7
Peru,PER,1969,34.25
Philippines,PHL,1969,25.33
Poland,POL,1969,91.56
Portugal,PRT,1969,42.69
Puerto Rico,PRI,1969,91.4
Qatar,QAT,1969,14.95
Romania,ROM,1969,71.7
Russian Federation,RUS,1969,94.8
Rwanda,RWA,1969,26.06
Samoa,WSM,1969,48.02
Sao Tome and Principe,STP,1969,33.18
Saudi Arabia,SAU,1969,7.83
Senegal,SEN,1969,50.96
Seychelles,SYC,1969,27.58
Sierra Leone,SLE,1969,58.41
Singapore,SGP,1969,691.06
Solomon Islands,SLB,1969,45.05
Somalia,SOM,1969,61.34
South Africa,ZAF,1969,57.89
Spain,ESP,1969,36.59
Sri Lanka,LKA,1969,60.36
St. Kitts and Nevis,KNA,1969,119.73
St. Lucia,LCA,1969,53.43
St. Vincent and the Grenadines,VCT,1969,67.82
Sudan,SDN,1969,23.98
Suriname,SUR,1969,67.23
Swaziland,SWZ,1969,66.83
Sweden,SWE,1969,93.62
Switzerland,CHE,1969,82.07
Syrian Arab Republic,SYR,1969,20.3
Tanzania,TZA,1969,39.47
Thailand,THA,1969,43.4
Timor-Leste,TMP,1969,137.4
Togo,TGO,1969,32.58
Tonga,TON,1969,41.62
Trinidad and Tobago,TTO,1969,39.57
Tunisia,TUN,1969,25.06
Turkey,TUR,1969,52.94
Tuvalu,TUV,1969,20.94
Uganda,UGA,1969,29.5
United Arab Emirates,ARE,1969,14.23
United Kingdom,GBR,1969,84.66
United States,USA,1969,63.14
Uruguay,URY,1969,65.05
Vanuatu,VUT,1969,52.05
"Venezuela, RB",VEN,1969,30.93
Vietnam,VNM,1969,16.39
Virgin Islands (U.S.),VIR,1969,148.28
West Bank and Gaza,WBG,1969,92.7
"Yemen, Rep.",YEM,1969,23.47
Zambia,ZMB,1969,38.25
Zimbabwe,ZWE,1969,50.18
Arab World,ARB,1970,26.34386053
Caribbean small states,CSS,1970,40.84757367
East Asia & Pacific (all income levels),EAS,1970,20.87047662
East Asia & Pacific (developing only),EAP,1970,12.73956188
Euro area,EMU,1970,73.43263724
European Union,EUU,1970,77.57045052
Fragile and conflict affected situations,FCS,1970,38.36886095
Heavily indebted poor countries (HIPC),HPC,1970,43.24259201
High income,HIC,1970,67.53861566
High income: nonOECD,NOC,1970,58.03946791
High income: OECD,OEC,1970,68.430934
Latin America & Caribbean (all income levels),LCN,1970,33.13448281
Latin America & Caribbean (developing only),LAC,1970,25.08519708
Least developed countries: UN classification,LDC,1970,41.55868597
Low & middle income,LMY,1970,23.06636721
Low income,LIC,1970,49.60957343
Lower middle income,LMC,1970,26.54993517
Middle East & North Africa (all income levels),MEA,1970,24.09441528
Middle East & North Africa (developing only),MNA,1970,24.9602573
Middle income,MIC,1970,21.87390746
North America,NAC,1970,63.50541843
OECD members,OED,1970,65.98357367
Other small states,OSS,1970,79.07176237
Pacific island small states,PSS,1970,45.66825048
Small states,SST,1970,65.12775576
South Asia,SAS,1970,27.96678557
Sub-Saharan Africa (all income levels),SSF,1970,44.07572774
Sub-Saharan Africa (developing only),SSA,1970,44.07679388
Upper middle income,UMC,1970,19.90164913
World,WLD,1970,42.10224348
Afghanistan,AFG,1970,59.6
Albania,ALB,1970,27.73
Algeria,DZA,1970,23.27
American Samoa,ASM,1970,94.41
Angola,AGO,1970,49.39
Antigua and Barbuda,ATG,1970,45.45
Argentina,ARG,1970,73.06
Armenia,ARM,1970,71.41
Australia,AUS,1970,69.68
Austria,AUT,1970,79.61
Azerbaijan,AZE,1970,80.39
"Bahamas, The",BHS,1970,32.06
Bahrain,BHR,1970,32.31
Bangladesh,BGD,1970,42.59
Barbados,BRB,1970,34.55
Belarus,BLR,1970,82.37
Belgium,BEL,1970,108.22
Belize,BLZ,1970,16.76
Benin,BEN,1970,44.47
Bermuda,BMU,1970,168.94
Bhutan,BTN,1970,57.19
Bolivia,BOL,1970,27.99
Bosnia and Herzegovina,BIH,1970,76.61
Botswana,BWA,1970,86.46
Brazil,BRA,1970,19.28
Brunei Darussalam,BRN,1970,12.37
Bulgaria,BGR,1970,150.08
Burkina Faso,BFA,1970,27.49
Burundi,BDI,1970,90.9
Cabo Verde,CPV,1970,15.86
Cambodia,KHM,1970,37.06
Cameroon,CMR,1970,34.04
Canada,CAN,1970,55.25
Cayman Islands,CYM,1970,242.6
Central African Republic,CAF,1970,19.56
Chad,TCD,1970,56.7
Chile,CHL,1970,37.34
China,CHN,1970,9.95
Colombia,COL,1970,35.95
Comoros,COM,1970,76.56
"Congo, Dem. Rep.",ZAR,1970,81.43
"Congo, Rep.",COG,1970,31.25
Costa Rica,CRI,1970,29.77
Cote d'Ivoire,CIV,1970,40.04
Croatia,HRV,1970,77.23
Cuba,CUB,1970,156.4
Cyprus,CYP,1970,39.23
Czech Republic,CZE,1970,102.89
Denmark,DNK,1970,65.63
Djibouti,DJI,1970,22.69
Dominica,DMA,1970,34.2
Dominican Republic,DOM,1970,25.74
Ecuador,ECU,1970,17.62
"Egypt, Arab Rep.",EGY,1970,17.47
El Salvador,SLV,1970,34.95
Equatorial Guinea,GNQ,1970,46.23
Eritrea,ERI,1970,85.42
Estonia,EST,1970,83.59
Ethiopia,ETH,1970,75.45
Faeroe Islands,FRO,1970,79.49
Fiji,FJI,1970,43.57
Finland,FIN,1970,104.29
France,FRA,1970,79.36
French Polynesia,PYF,1970,51.42
Gabon,GAB,1970,72.91
"Gambia, The",GMB,1970,68.74
Georgia,GEO,1970,96.74
Germany,DEU,1970,94.88
Ghana,GHA,1970,42.03
Greece,GRC,1970,69.39
Greenland,GRL,1970,97.26
Grenada,GRD,1970,104.89
Guam,GUM,1970,156.4
Guatemala,GTM,1970,38.58
Guinea,GIN,1970,31.95
Guinea-Bissau,GNB,1970,39.65
Guyana,GUY,1970,62.04
Haiti,HTI,1970,52.67
Honduras,HND,1970,28.33
"Hong Kong SAR, China",HKG,1970,153.38
Hungary,HUN,1970,106.33
Iceland,ISL,1970,91.51
India,IND,1970,27.01
Indonesia,IDN,1970,21.6
"Iran, Islamic Rep.",IRN,1970,25.19
Iraq,IRQ,1970,106.7
Ireland,IRL,1970,54.55
Israel,ISR,1970,29.73
Italy,ITA,1970,72.76
Jamaica,JAM,1970,36.15
Japan,JPN,1970,62.34
Jordan,JOR,1970,14.64
Kazakhstan,KAZ,1970,80.81
Kenya,KEN,1970,29.57
Kiribati,KIR,1970,54.21
"Korea, Dem. Rep.",PRK,1970,41.56
"Korea, Rep.",KOR,1970,12.26
Kuwait,KWT,1970,23.53
Kyrgyz Republic,KGZ,1970,98.38
Lao PDR,LAO,1970,25.74
Latvia,LVA,1970,89.45
Lebanon,LBN,1970,31.34
Lesotho,LSO,1970,81.1
Liberia,LBR,1970,48.01
Libya,LBY,1970,24.4
Liechtenstein,LIE,1970,45.48
Lithuania,LTU,1970,83.65
Luxembourg,LUX,1970,113.06
"Macao SAR, China",MAC,1970,55.75
Madagascar,MDG,1970,75.79
Malawi,MWI,1970,35.57
Malaysia,MYS,1970,13.72
Maldives,MDV,1970,63.04
Mali,MLI,1970,46.78
Malta,MLT,1970,57.26
Mauritania,MRT,1970,64.67
Mauritius,MUS,1970,19.5
Mexico,MEX,1970,29.36
"Micronesia, Fed. Sts.",FSM,1970,99.33
Moldova,MDA,1970,97.24
Mongolia,MNG,1970,104.67
Morocco,MAR,1970,33.34
Mozambique,MOZ,1970,45.19
Myanmar,MMR,1970,19.44
Namibia,NAM,1970,100.31
Nepal,NPL,1970,36.44
Netherlands,NLD,1970,62.64
New Caledonia,NCL,1970,69.92
New Zealand,NZL,1970,59.01
Nicaragua,NIC,1970,57.38
Niger,NER,1970,36.62
Nigeria,NGA,1970,30.45
Norway,NOR,1970,80.5
Oman,OMN,1970,10.93
Pakistan,PAK,1970,24.74
Panama,PAN,1970,32.53
Papua New Guinea,PNG,1970,42.49
Paraguay,PRY,1970,39.39
Peru,PER,1970,35.67
Philippines,PHL,1970,24.04
Poland,POL,1970,91.2
Portugal,PRT,1970,43.85
Puerto Rico,PRI,1970,91.6
Qatar,QAT,1970,14.17
Romania,ROM,1970,74.98
Russian Federation,RUS,1970,96.45
Rwanda,RWA,1970,27.76
Samoa,WSM,1970,44.43
Sao Tome and Principe,STP,1970,30.56
Saudi Arabia,SAU,1970,8.68
Senegal,SEN,1970,50.98
Seychelles,SYC,1970,31.15
Sierra Leone,SLE,1970,58.33
Singapore,SGP,1970,689.82
Solomon Islands,SLB,1970,49.74
Somalia,SOM,1970,62.32
South Africa,ZAF,1970,56.62
Spain,ESP,1970,40.57
Sri Lanka,LKA,1970,60.64
St. Kitts and Nevis,KNA,1970,121.7
St. Lucia,LCA,1970,56.07
St. Vincent and the Grenadines,VCT,1970,69.11
Sudan,SDN,1970,24.1
Suriname,SUR,1970,63.66
Swaziland,SWZ,1970,73.48
Sweden,SWE,1970,89
Switzerland,CHE,1970,83.86
Syrian Arab Republic,SYR,1970,18.34
Tanzania,TZA,1970,41.42
Thailand,THA,1970,45.01
Timor-Leste,TMP,1970,139.29
Togo,TGO,1970,33.48
Tonga,TON,1970,42.51
Trinidad and Tobago,TTO,1970,42.86
Tunisia,TUN,1970,23.19
Turkey,TUR,1970,52.87
Tuvalu,TUV,1970,20.94
Uganda,UGA,1970,31.49
United Arab Emirates,ARE,1970,14.9
United Kingdom,GBR,1970,88.69
United States,USA,1970,64.57
Uruguay,URY,1970,71.99
Vanuatu,VUT,1970,54.45
"Venezuela, RB",VEN,1970,31.75
Vietnam,VNM,1970,16.47
Virgin Islands (U.S.),VIR,1970,138.16
West Bank and Gaza,WBG,1970,91.35
"Yemen, Rep.",YEM,1970,23.19
Zambia,ZMB,1970,40.07
Zimbabwe,ZWE,1970,55.39
Arab World,ARB,1971,26.96218627
Caribbean small states,CSS,1971,42.54447244
East Asia & Pacific (all income levels),EAS,1971,22.04711671
East Asia & Pacific (developing only),EAP,1971,13.8123565
Euro area,EMU,1971,74.74177147
European Union,EUU,1971,78.89527303
Fragile and conflict affected situations,FCS,1971,38.58570908
Heavily indebted poor countries (HIPC),HPC,1971,42.72071804
High income,HIC,1971,68.14174291
High income: nonOECD,NOC,1971,51.70552433
High income: OECD,OEC,1971,69.68570661
Latin America & Caribbean (all income levels),LCN,1971,31.67709047
Latin America & Caribbean (developing only),LAC,1971,25.42018137
Least developed countries: UN classification,LDC,1971,41.03021072
Low & middle income,LMY,1971,23.90045084
Low income,LIC,1971,48.93275504
Lower middle income,LMC,1971,27.55108542
Middle East & North Africa (all income levels),MEA,1971,24.84249391
Middle East & North Africa (developing only),MNA,1971,25.61797129
Middle income,MIC,1971,22.77586871
North America,NAC,1971,64.8036963
OECD members,OED,1971,67.17379939
Other small states,OSS,1971,82.61250582
Pacific island small states,PSS,1971,49.58494333
Small states,SST,1971,68.1272388
South Asia,SAS,1971,29.18167784
Sub-Saharan Africa (all income levels),SSF,1971,43.93978593
Sub-Saharan Africa (developing only),SSA,1971,43.94044287
Upper middle income,UMC,1971,20.76177438
World,WLD,1971,42.83746867
Afghanistan,AFG,1971,57.72
Albania,ALB,1971,29.57
Algeria,DZA,1971,25.32
American Samoa,ASM,1971,85.92
Angola,AGO,1971,50.18
Antigua and Barbuda,ATG,1971,57.49
Argentina,ARG,1971,62.53
Armenia,ARM,1971,70.96
Australia,AUS,1971,71.12
Austria,AUT,1971,80.7
Azerbaijan,AZE,1971,83.1
"Bahamas, The",BHS,1971,34.05
Bahrain,BHR,1971,28.59
Bangladesh,BGD,1971,42.53
Barbados,BRB,1971,38.97
Belarus,BLR,1971,87.42
Belgium,BEL,1971,105.39
Belize,BLZ,1971,20.92
Benin,BEN,1971,44.81
Bermuda,BMU,1971,170.64
Bhutan,BTN,1971,58.51
Bolivia,BOL,1971,28.72
Bosnia and Herzegovina,BIH,1971,71.98
Botswana,BWA,1971,86.45
Brazil,BRA,1971,19.18
Brunei Darussalam,BRN,1971,14.03
Bulgaria,BGR,1971,158.06
Burkina Faso,BFA,1971,29.1
Burundi,BDI,1971,93.61
Cabo Verde,CPV,1971,16.15
Cambodia,KHM,1971,36.83
Cameroon,CMR,1971,36.02
Canada,CAN,1971,55.07
Cayman Islands,CYM,1971,245.67
Central African Republic,CAF,1971,20.54
Chad,TCD,1971,56.6
Chile,CHL,1971,32.27
China,CHN,1971,11.18
Colombia,COL,1971,38.84
Comoros,COM,1971,79.84
"Congo, Dem. Rep.",ZAR,1971,76.34
"Congo, Rep.",COG,1971,32.94
Costa Rica,CRI,1971,31.94
Cote d'Ivoire,CIV,1971,42.75
Croatia,HRV,1971,85.31
Cuba,CUB,1971,152.4
Cyprus,CYP,1971,44.6
Czech Republic,CZE,1971,106.05
Denmark,DNK,1971,66.04
Djibouti,DJI,1971,23.76
Dominica,DMA,1971,34.6
Dominican Republic,DOM,1971,27.92
Ecuador,ECU,1971,17.16
"Egypt, Arab Rep.",EGY,1971,18.02
El Salvador,SLV,1971,35.34
Equatorial Guinea,GNQ,1971,46.99
Eritrea,ERI,1971,86.75
Estonia,EST,1971,89.05
Ethiopia,ETH,1971,80.95
Faeroe Islands,FRO,1971,89.51
Fiji,FJI,1971,47.57
Finland,FIN,1971,107.59
France,FRA,1971,81.77
French Polynesia,PYF,1971,45.04
Gabon,GAB,1971,73.32
"Gambia, The",GMB,1971,70.91
Georgia,GEO,1971,100.8
Germany,DEU,1971,95.77
Ghana,GHA,1971,42.57
Greece,GRC,1971,72.19
Greenland,GRL,1971,94.34
Grenada,GRD,1971,100.13
Guam,GUM,1971,127.94
Guatemala,GTM,1971,41.2
Guinea,GIN,1971,32.04
Guinea-Bissau,GNB,1971,40.57
Guyana,GUY,1971,65.66
Haiti,HTI,1971,54.35
Honduras,HND,1971,32.19
"Hong Kong SAR, China",HKG,1971,163.74
Hungary,HUN,1971,116.87
Iceland,ISL,1971,90.75
India,IND,1971,28.55
Indonesia,IDN,1971,22.37
"Iran, Islamic Rep.",IRN,1971,25.71
Iraq,IRQ,1971,107
Ireland,IRL,1971,60.86
Israel,ISR,1971,31.54
Italy,ITA,1971,71.78
Jamaica,JAM,1971,37.76
Japan,JPN,1971,65.58
Jordan,JOR,1971,19.8
Kazakhstan,KAZ,1971,83.49
Kenya,KEN,1971,31.06
Kiribati,KIR,1971,54.97
"Korea, Dem. Rep.",PRK,1971,44.04
"Korea, Rep.",KOR,1971,13.12
Kuwait,KWT,1971,24.24
Kyrgyz Republic,KGZ,1971,100.56
Lao PDR,LAO,1971,24.99
Latvia,LVA,1971,88.88
Lebanon,LBN,1971,32.44
Lesotho,LSO,1971,78.54
Liberia,LBR,1971,49.98
Libya,LBY,1971,22.87
Liechtenstein,LIE,1971,42.32
Lithuania,LTU,1971,77.63
Luxembourg,LUX,1971,95.27
"Macao SAR, China",MAC,1971,56.7
Madagascar,MDG,1971,73.11
Malawi,MWI,1971,34.57
Malaysia,MYS,1971,14.68
Maldives,MDV,1971,64.97
Mali,MLI,1971,45.72
Malta,MLT,1971,57.35
Mauritania,MRT,1971,64.94
Mauritius,MUS,1971,19.55
Mexico,MEX,1971,29.51
"Micronesia, Fed. Sts.",FSM,1971,100.28
Moldova,MDA,1971,93.66
Mongolia,MNG,1971,102.61
Morocco,MAR,1971,33.6
Mozambique,MOZ,1971,47.24
Myanmar,MMR,1971,19.83
Namibia,NAM,1971,109.74
Nepal,NPL,1971,37.77
Netherlands,NLD,1971,65.19
New Caledonia,NCL,1971,74.62
New Zealand,NZL,1971,59.58
Nicaragua,NIC,1971,57.45
Niger,NER,1971,34.27
Nigeria,NGA,1971,30
Norway,NOR,1971,81.75
Oman,OMN,1971,11.29
Pakistan,PAK,1971,25.35
Panama,PAN,1971,35.72
Papua New Guinea,PNG,1971,43.16
Paraguay,PRY,1971,39.66
Peru,PER,1971,38.12
Philippines,PHL,1971,24.83
Poland,POL,1971,92.21
Portugal,PRT,1971,41.87
Puerto Rico,PRI,1971,95.51
Qatar,QAT,1971,15.88
Romania,ROM,1971,75.92
Russian Federation,RUS,1971,94.1
Rwanda,RWA,1971,30.99
Samoa,WSM,1971,45.23
Sao Tome and Principe,STP,1971,35.61
Saudi Arabia,SAU,1971,9.8
Senegal,SEN,1971,52.76
Seychelles,SYC,1971,35.18
Sierra Leone,SLE,1971,58.94
Singapore,SGP,1971,779.42
Solomon Islands,SLB,1971,51.84
Somalia,SOM,1971,62.03
South Africa,ZAF,1971,55.9
Spain,ESP,1971,40.3
Sri Lanka,LKA,1971,65.21
St. Kitts and Nevis,KNA,1971,122.02
St. Lucia,LCA,1971,52.91
St. Vincent and the Grenadines,VCT,1971,70.31
Sudan,SDN,1971,24.54
Suriname,SUR,1971,62.92
Swaziland,SWZ,1971,76.15
Sweden,SWE,1971,87.48
Switzerland,CHE,1971,83.67
Syrian Arab Republic,SYR,1971,17.68
Tanzania,TZA,1971,42.82
Thailand,THA,1971,43.64
Timor-Leste,TMP,1971,142.94
Togo,TGO,1971,32.58
Tonga,TON,1971,47.43
Trinidad and Tobago,TTO,1971,42.6
Tunisia,TUN,1971,24.6
Turkey,TUR,1971,53.86
Tuvalu,TUV,1971,20.94
Uganda,UGA,1971,31.88
United Arab Emirates,ARE,1971,15.65
United Kingdom,GBR,1971,88.95
United States,USA,1971,66.06
Uruguay,URY,1971,59.9
Vanuatu,VUT,1971,61.26
"Venezuela, RB",VEN,1971,33.68
Vietnam,VNM,1971,16.63
Virgin Islands (U.S.),VIR,1971,126.8
West Bank and Gaza,WBG,1971,93.35
"Yemen, Rep.",YEM,1971,25.68
Zambia,ZMB,1971,39.25
Zimbabwe,ZWE,1971,65.61
Arab World,ARB,1972,27.65955746
Caribbean small states,CSS,1972,42.36952827
East Asia & Pacific (all income levels),EAS,1972,23.39101507
East Asia & Pacific (developing only),EAP,1972,14.78324639
Euro area,EMU,1972,75.03397799
European Union,EUU,1972,80.37904326
Fragile and conflict affected situations,FCS,1972,39.07006071
Heavily indebted poor countries (HIPC),HPC,1972,42.91670494
High income,HIC,1972,69.22736332
High income: nonOECD,NOC,1972,54.30205881
High income: OECD,OEC,1972,70.62939678
Latin America & Caribbean (all income levels),LCN,1972,33.51662305
Latin America & Caribbean (developing only),LAC,1972,27.24743158
Least developed countries: UN classification,LDC,1972,40.90776673
Low & middle income,LMY,1972,25.04944177
Low income,LIC,1972,49.25463401
Lower middle income,LMC,1972,28.05146635
Middle East & North Africa (all income levels),MEA,1972,25.75678103
Middle East & North Africa (developing only),MNA,1972,26.70937361
Middle income,MIC,1972,23.96201784
North America,NAC,1972,65.01366079
OECD members,OED,1972,68.25629049
Other small states,OSS,1972,88.55114451
Pacific island small states,PSS,1972,47.2757862
Small states,SST,1972,71.64362333
South Asia,SAS,1972,29.54740139
Sub-Saharan Africa (all income levels),SSF,1972,44.99108994
Sub-Saharan Africa (developing only),SSA,1972,44.99103713
Upper middle income,UMC,1972,22.23716731
World,WLD,1972,43.95933452
Afghanistan,AFG,1972,53.16
Albania,ALB,1972,29.11
Algeria,DZA,1972,26.58
American Samoa,ASM,1972,87.56
Angola,AGO,1972,49.63
Antigua and Barbuda,ATG,1972,55.82
Argentina,ARG,1972,66.75
Armenia,ARM,1972,80.09
Australia,AUS,1972,75.8
Austria,AUT,1972,79.19
Azerbaijan,AZE,1972,86.86
"Bahamas, The",BHS,1972,32.88
Bahrain,BHR,1972,32.93
Bangladesh,BGD,1972,42.61
Barbados,BRB,1972,41.71
Belarus,BLR,1972,84.78
Belgium,BEL,1972,107.23
Belize,BLZ,1972,21.28
Benin,BEN,1972,46.9
Bermuda,BMU,1972,136.2
Bhutan,BTN,1972,59.89
Bolivia,BOL,1972,31.98
Bosnia and Herzegovina,BIH,1972,72.53
Botswana,BWA,1972,88.19
Brazil,BRA,1972,20.89
Brunei Darussalam,BRN,1972,10.92
Bulgaria,BGR,1972,164.8
Burkina Faso,BFA,1972,26.03
Burundi,BDI,1972,100.71
Cabo Verde,CPV,1972,15.96
Cambodia,KHM,1972,36.53
Cameroon,CMR,1972,37.14
Canada,CAN,1972,55.65
Cayman Islands,CYM,1972,245.67
Central African Republic,CAF,1972,20.74
Chad,TCD,1972,58.52
Chile,CHL,1972,27.05
China,CHN,1972,12.19
Colombia,COL,1972,37.77
Comoros,COM,1972,87.99
"Congo, Dem. Rep.",ZAR,1972,76.23
"Congo, Rep.",COG,1972,33.33
Costa Rica,CRI,1972,33.04
Cote d'Ivoire,CIV,1972,43.34
Croatia,HRV,1972,84.49
Cuba,CUB,1972,154.05
Cyprus,CYP,1972,46.85
Czech Republic,CZE,1972,101.95
Denmark,DNK,1972,65.65
Djibouti,DJI,1972,24.99
Dominica,DMA,1972,35.05
Dominican Republic,DOM,1972,29.97
Ecuador,ECU,1972,17.74
"Egypt, Arab Rep.",EGY,1972,18.37
El Salvador,SLV,1972,37.61
Equatorial Guinea,GNQ,1972,49.38
Eritrea,ERI,1972,87.26
Estonia,EST,1972,103.24
Ethiopia,ETH,1972,92.28
Faeroe Islands,FRO,1972,93.99
Fiji,FJI,1972,43.79
Finland,FIN,1972,106.7
France,FRA,1972,82.65
French Polynesia,PYF,1972,45.96
Gabon,GAB,1972,73.88
"Gambia, The",GMB,1972,74.88
Georgia,GEO,1972,104.88
Germany,DEU,1972,95.37
Ghana,GHA,1972,45.34
Greece,GRC,1972,76.06
Greenland,GRL,1972,52.66
Grenada,GRD,1972,96.73
Guam,GUM,1972,141.84
Guatemala,GTM,1972,42.63
Guinea,GIN,1972,32.52
Guinea-Bissau,GNB,1972,42.66
Guyana,GUY,1972,68.89
Haiti,HTI,1972,56.52
Honduras,HND,1972,33.53
"Hong Kong SAR, China",HKG,1972,180.51
Hungary,HUN,1972,119.76
Iceland,ISL,1972,98.04
India,IND,1972,28.94
Indonesia,IDN,1972,23.5
"Iran, Islamic Rep.",IRN,1972,26.7
Iraq,IRQ,1972,108.06
Ireland,IRL,1972,59.82
Israel,ISR,1972,33.5
Italy,ITA,1972,71.29
Jamaica,JAM,1972,36.51
Japan,JPN,1972,68.12
Jordan,JOR,1972,19.13
Kazakhstan,KAZ,1972,86.68
Kenya,KEN,1972,32.2
Kiribati,KIR,1972,55.46
"Korea, Dem. Rep.",PRK,1972,47.16
"Korea, Rep.",KOR,1972,14.26
Kuwait,KWT,1972,24.61
Kyrgyz Republic,KGZ,1972,101.14
Lao PDR,LAO,1972,23.11
Latvia,LVA,1972,85.43
Lebanon,LBN,1972,35.24
Lesotho,LSO,1972,80.08
Liberia,LBR,1972,51.66
Libya,LBY,1972,28.65
Liechtenstein,LIE,1972,42.55
Lithuania,LTU,1972,79.39
Luxembourg,LUX,1972,99.31
"Macao SAR, China",MAC,1972,57.98
