CountryName,CountryCode,Year,Livestock
Madagascar,MDG,1972,77.18
Malawi,MWI,1972,35.09
Malaysia,MYS,1972,15.37
Maldives,MDV,1972,66.9
Mali,MLI,1972,40.33
Malta,MLT,1972,57.88
Mauritania,MRT,1972,62.3
Mauritius,MUS,1972,20.51
Mexico,MEX,1972,33.48
"Micronesia, Fed. Sts.",FSM,1972,99.65
Moldova,MDA,1972,98.17
Mongolia,MNG,1972,111.73
Morocco,MAR,1972,36.27
Mozambique,MOZ,1972,48.33
Myanmar,MMR,1972,19.74
Namibia,NAM,1972,122.81
Nepal,NPL,1972,39.07
Netherlands,NLD,1972,65.74
New Caledonia,NCL,1972,76.18
New Zealand,NZL,1972,61.22
Nicaragua,NIC,1972,61.43
Niger,NER,1972,34.59
Nigeria,NGA,1972,28.06
Norway,NOR,1972,84.57
Oman,OMN,1972,12.48
Pakistan,PAK,1972,26.05
Panama,PAN,1972,37.5
Papua New Guinea,PNG,1972,44.12
Paraguay,PRY,1972,40.45
Peru,PER,1972,37.18
Philippines,PHL,1972,24.69
Poland,POL,1972,98.07
Portugal,PRT,1972,43.12
Puerto Rico,PRI,1972,98.29
Qatar,QAT,1972,17.26
Romania,ROM,1972,85.93
Russian Federation,RUS,1972,97.86
Rwanda,RWA,1972,31.55
Samoa,WSM,1972,42.66
Sao Tome and Principe,STP,1972,29.39
Saudi Arabia,SAU,1972,7.48
Senegal,SEN,1972,52.16
Seychelles,SYC,1972,43.57
Sierra Leone,SLE,1972,60.05
Singapore,SGP,1972,905.46
Solomon Islands,SLB,1972,54.84
Somalia,SOM,1972,64.74
South Africa,ZAF,1972,60.29
Spain,ESP,1972,41.66
Sri Lanka,LKA,1972,64.24
St. Kitts and Nevis,KNA,1972,119.63
St. Lucia,LCA,1972,53.83
St. Vincent and the Grenadines,VCT,1972,72.24
Sudan,SDN,1972,24.59
Suriname,SUR,1972,56.15
Swaziland,SWZ,1972,86.06
Sweden,SWE,1972,88.87
Switzerland,CHE,1972,84.75
Syrian Arab Republic,SYR,1972,17.99
Tanzania,TZA,1972,40
Thailand,THA,1972,44.25
Timor-Leste,TMP,1972,145.28
Togo,TGO,1972,35.97
Tonga,TON,1972,47.05
Trinidad and Tobago,TTO,1972,43.95
Tunisia,TUN,1972,26.94
Turkey,TUR,1972,54.03
Tuvalu,TUV,1972,20.94
Uganda,UGA,1972,33.06
United Arab Emirates,ARE,1972,15.45
United Kingdom,GBR,1972,92.7
United States,USA,1972,66.23
Uruguay,URY,1972,57.36
Vanuatu,VUT,1972,62.57
"Venezuela, RB",VEN,1972,35.13
Vietnam,VNM,1972,17.18
Virgin Islands (U.S.),VIR,1972,114.37
West Bank and Gaza,WBG,1972,103.36
"Yemen, Rep.",YEM,1972,25.64
Zambia,ZMB,1972,41.87
Zimbabwe,ZWE,1972,75.44
Arab World,ARB,1973,28.07893442
Caribbean small states,CSS,1973,47.2663729
East Asia & Pacific (all income levels),EAS,1973,23.70290837
East Asia & Pacific (developing only),EAP,1973,15.20318594
Euro area,EMU,1973,76.79868225
European Union,EUU,1973,82.42668951
Fragile and conflict affected situations,FCS,1973,39.49176483
Heavily indebted poor countries (HIPC),HPC,1973,42.77422725
High income,HIC,1973,68.83637399
High income: nonOECD,NOC,1973,54.34018493
High income: OECD,OEC,1973,70.19809777
Latin America & Caribbean (all income levels),LCN,1973,33.81962719
Latin America & Caribbean (developing only),LAC,1973,27.84338996
Least developed countries: UN classification,LDC,1973,40.94240942
Low & middle income,LMY,1973,25.65118865
Low income,LIC,1973,49.12474116
Lower middle income,LMC,1973,28.81202761
Middle East & North Africa (all income levels),MEA,1973,26.47964799
Middle East & North Africa (developing only),MNA,1973,27.17500973
Middle income,MIC,1973,24.59663381
North America,NAC,1973,62.17256338
OECD members,OED,1973,67.93707001
Other small states,OSS,1973,90.40958885
Pacific island small states,PSS,1973,50.96969809
Small states,SST,1973,74.55627376
South Asia,SAS,1973,30.28103345
Sub-Saharan Africa (all income levels),SSF,1973,45.13860768
Sub-Saharan Africa (developing only),SSA,1973,45.1381343
Upper middle income,UMC,1973,22.81866198
World,WLD,1973,44.13615115
Afghanistan,AFG,1973,58.45
Albania,ALB,1973,30.62
Algeria,DZA,1973,27.63
American Samoa,ASM,1973,87.46
Angola,AGO,1973,51.26
Antigua and Barbuda,ATG,1973,53.75
Argentina,ARG,1973,65.18
Armenia,ARM,1973,86.96
Australia,AUS,1973,74.45
Austria,AUT,1973,79.63
Azerbaijan,AZE,1973,91.95
"Bahamas, The",BHS,1973,71.94
Bahrain,BHR,1973,38.23
Bangladesh,BGD,1973,42.16
Barbados,BRB,1973,46.22
Belarus,BLR,1973,82.76
Belgium,BEL,1973,103.52
Belize,BLZ,1973,26.52
Benin,BEN,1973,47.63
Bermuda,BMU,1973,109.39
Bhutan,BTN,1973,61.01
Bolivia,BOL,1973,32.92
Bosnia and Herzegovina,BIH,1973,77.43
Botswana,BWA,1973,86.26
Brazil,BRA,1973,21.87
Brunei Darussalam,BRN,1973,11.98
Bulgaria,BGR,1973,167.11
Burkina Faso,BFA,1973,20.92
Burundi,BDI,1973,104.86
Cabo Verde,CPV,1973,16.19
Cambodia,KHM,1973,36.19
Cameroon,CMR,1973,36.79
Canada,CAN,1973,54.41
Cayman Islands,CYM,1973,245.67
Central African Republic,CAF,1973,21.48
Chad,TCD,1973,50.37
Chile,CHL,1973,26.76
China,CHN,1973,12.4
Colombia,COL,1973,36.81
Comoros,COM,1973,94.21
"Congo, Dem. Rep.",ZAR,1973,81.49
"Congo, Rep.",COG,1973,33.4
Costa Rica,CRI,1973,33.25
Cote d'Ivoire,CIV,1973,44.19
Croatia,HRV,1973,86.29
Cuba,CUB,1973,146.42
Cyprus,CYP,1973,49.1
Czech Republic,CZE,1973,99.44
Denmark,DNK,1973,67.44
Djibouti,DJI,1973,25
Dominica,DMA,1973,36.28
Dominican Republic,DOM,1973,31.61
Ecuador,ECU,1973,18.32
"Egypt, Arab Rep.",EGY,1973,18.56
El Salvador,SLV,1973,40.33
Equatorial Guinea,GNQ,1973,49.91
Eritrea,ERI,1973,94.07
Estonia,EST,1973,100.63
Ethiopia,ETH,1973,90.61
Faeroe Islands,FRO,1973,93.67
Fiji,FJI,1973,48.06
Finland,FIN,1973,102.95
France,FRA,1973,83.78
French Polynesia,PYF,1973,48.84
Gabon,GAB,1973,74.46
"Gambia, The",GMB,1973,74.89
Georgia,GEO,1973,106.13
Germany,DEU,1973,95.98
Ghana,GHA,1973,45.42
Greece,GRC,1973,81.55
Greenland,GRL,1973,67.7
Grenada,GRD,1973,102.23
Guam,GUM,1973,154.64
Guatemala,GTM,1973,42.3
Guinea,GIN,1973,34.19
Guinea-Bissau,GNB,1973,43.48
Guyana,GUY,1973,72.66
Haiti,HTI,1973,57.44
Honduras,HND,1973,34.31
"Hong Kong SAR, China",HKG,1973,140.59
Hungary,HUN,1973,118.62
Iceland,ISL,1973,100.96
India,IND,1973,29.58
Indonesia,IDN,1973,24.07
"Iran, Islamic Rep.",IRN,1973,27.73
Iraq,IRQ,1973,106.92
Ireland,IRL,1973,57.24
Israel,ISR,1973,34.72
Italy,ITA,1973,75.39
Jamaica,JAM,1973,41.86
Japan,JPN,1973,68.25
Jordan,JOR,1973,21.43
Kazakhstan,KAZ,1973,90.4
Kenya,KEN,1973,32.17
Kiribati,KIR,1973,55.8
"Korea, Dem. Rep.",PRK,1973,48.25
"Korea, Rep.",KOR,1973,15.11
Kuwait,KWT,1973,23.61
Kyrgyz Republic,KGZ,1973,98.82
Lao PDR,LAO,1973,20.2
Latvia,LVA,1973,90.56
Lebanon,LBN,1973,34.3
Lesotho,LSO,1973,86.49
Liberia,LBR,1973,53.71
Libya,LBY,1973,27.98
Liechtenstein,LIE,1973,41.09
Lithuania,LTU,1973,85.83
Luxembourg,LUX,1973,98.07
"Macao SAR, China",MAC,1973,59.48
Madagascar,MDG,1973,77.26
Malawi,MWI,1973,37.54
Malaysia,MYS,1973,15.4
Maldives,MDV,1973,68.83
Mali,MLI,1973,33.46
Malta,MLT,1973,62.38
Mauritania,MRT,1973,54.87
Mauritius,MUS,1973,21.49
Mexico,MEX,1973,34.02
"Micronesia, Fed. Sts.",FSM,1973,99.57
Moldova,MDA,1973,97.79
Mongolia,MNG,1973,108.32
Morocco,MAR,1973,36.22
Mozambique,MOZ,1973,50.16
Myanmar,MMR,1973,21.42
Namibia,NAM,1973,127.53
Nepal,NPL,1973,40.3
Netherlands,NLD,1973,68.29
New Caledonia,NCL,1973,70.09
New Zealand,NZL,1973,60.81
Nicaragua,NIC,1973,59.17
Niger,NER,1973,30.72
Nigeria,NGA,1973,32.43
Norway,NOR,1973,85.62
Oman,OMN,1973,14.03
Pakistan,PAK,1973,26.85
Panama,PAN,1973,36.46
Papua New Guinea,PNG,1973,44.85
Paraguay,PRY,1973,37.47
Peru,PER,1973,37.46
Philippines,PHL,1973,28.82
Poland,POL,1973,103.98
Portugal,PRT,1973,46.73
Puerto Rico,PRI,1973,100.66
Qatar,QAT,1973,19.48
Romania,ROM,1973,93.62
Russian Federation,RUS,1973,98.88
Rwanda,RWA,1973,33.54
Samoa,WSM,1973,45.79
Sao Tome and Principe,STP,1973,38.53
Saudi Arabia,SAU,1973,11.1
Senegal,SEN,1973,50.2
Seychelles,SYC,1973,48.26
Sierra Leone,SLE,1973,62.06
Singapore,SGP,1973,916.29
Solomon Islands,SLB,1973,59.64
Somalia,SOM,1973,62.6
South Africa,ZAF,1973,59.6
Spain,ESP,1973,45.46
Sri Lanka,LKA,1973,64.09
St. Kitts and Nevis,KNA,1973,118.53
St. Lucia,LCA,1973,56.63
St. Vincent and the Grenadines,VCT,1973,75.73
Sudan,SDN,1973,25.91
Suriname,SUR,1973,66.49
Swaziland,SWZ,1973,85.09
Sweden,SWE,1973,89.08
Switzerland,CHE,1973,86.96
Syrian Arab Republic,SYR,1973,16.67
Tanzania,TZA,1973,38.68
Thailand,THA,1973,47.97
Timor-Leste,TMP,1973,143.73
Togo,TGO,1973,36.52
Tonga,TON,1973,48.23
Trinidad and Tobago,TTO,1973,43.73
Tunisia,TUN,1973,30.08
Turkey,TUR,1973,55.98
Tuvalu,TUV,1973,20.94
Uganda,UGA,1973,34.3
United Arab Emirates,ARE,1973,17.03
United Kingdom,GBR,1973,92.68
United States,USA,1973,63.18
Uruguay,URY,1973,55.76
Vanuatu,VUT,1973,64.77
"Venezuela, RB",VEN,1973,37.5
Vietnam,VNM,1973,17.28
Virgin Islands (U.S.),VIR,1973,122.79
West Bank and Gaza,WBG,1973,105.58
"Yemen, Rep.",YEM,1973,25.85
Zambia,ZMB,1973,43.65
Zimbabwe,ZWE,1973,81.25
Arab World,ARB,1974,28.75450696
Caribbean small states,CSS,1974,47.58302385
East Asia & Pacific (all income levels),EAS,1974,23.46192224
East Asia & Pacific (developing only),EAP,1974,15.5362792
Euro area,EMU,1974,81.21185178
European Union,EUU,1974,87.06139761
Fragile and conflict affected situations,FCS,1974,39.78667361
Heavily indebted poor countries (HIPC),HPC,1974,42.94372408
High income,HIC,1974,71.6520253
High income: nonOECD,NOC,1974,55.10880244
High income: OECD,OEC,1974,73.20604063
Latin America & Caribbean (all income levels),LCN,1974,34.64697068
Latin America & Caribbean (developing only),LAC,1974,28.26933429
Least developed countries: UN classification,LDC,1974,41.25390566
Low & middle income,LMY,1974,26.21363573
Low income,LIC,1974,49.06040967
Lower middle income,LMC,1974,29.92623031
Middle East & North Africa (all income levels),MEA,1974,27.58245102
Middle East & North Africa (developing only),MNA,1974,28.02417771
Middle income,MIC,1974,25.18723907
North America,NAC,1974,65.12209146
OECD members,OED,1974,70.851008
Other small states,OSS,1974,90.99388024
Pacific island small states,PSS,1974,51.58719888
Small states,SST,1974,75.06058728
South Asia,SAS,1974,31.44836037
Sub-Saharan Africa (all income levels),SSF,1974,44.96802242
Sub-Saharan Africa (developing only),SSA,1974,44.96696367
Upper middle income,UMC,1974,23.18842394
World,WLD,1974,45.66305851
Afghanistan,AFG,1974,61
Albania,ALB,1974,31.46
Algeria,DZA,1974,29.3
American Samoa,ASM,1974,94.81
Angola,AGO,1974,52.08
Antigua and Barbuda,ATG,1974,52.44
Argentina,ARG,1974,65.75
Armenia,ARM,1974,89.7
Australia,AUS,1974,66.53
Austria,AUT,1974,83.28
Azerbaijan,AZE,1974,93.25
"Bahamas, The",BHS,1974,78.59
Bahrain,BHR,1974,39.21
Bangladesh,BGD,1974,43.04
Barbados,BRB,1974,51.18
Belarus,BLR,1974,90.28
Belgium,BEL,1974,103.69
Belize,BLZ,1974,24.76
Benin,BEN,1974,51.05
Bermuda,BMU,1974,91.75
Bhutan,BTN,1974,62.84
Bolivia,BOL,1974,33.73
Bosnia and Herzegovina,BIH,1974,89.99
Botswana,BWA,1974,82.62
Brazil,BRA,1974,21.85
Brunei Darussalam,BRN,1974,18.31
Bulgaria,BGR,1974,168.7
Burkina Faso,BFA,1974,19.8
Burundi,BDI,1974,106.73
Cabo Verde,CPV,1974,14.13
Cambodia,KHM,1974,32.94
Cameroon,CMR,1974,37.07
Canada,CAN,1974,54.8
Cayman Islands,CYM,1974,248.74
Central African Republic,CAF,1974,22.33
Chad,TCD,1974,45.34
Chile,CHL,1974,37.06
China,CHN,1974,12.49
Colombia,COL,1974,38.39
Comoros,COM,1974,97.73
"Congo, Dem. Rep.",ZAR,1974,82.03
"Congo, Rep.",COG,1974,33.77
Costa Rica,CRI,1974,35.56
Cote d'Ivoire,CIV,1974,47.66
Croatia,HRV,1974,93.79
Cuba,CUB,1974,137.31
Cyprus,CYP,1974,37.9
Czech Republic,CZE,1974,103.74
Denmark,DNK,1974,69.83
Djibouti,DJI,1974,26.63
Dominica,DMA,1974,37.14
Dominican Republic,DOM,1974,31.93
Ecuador,ECU,1974,19.45
"Egypt, Arab Rep.",EGY,1974,18.9
El Salvador,SLV,1974,45.17
Equatorial Guinea,GNQ,1974,50.23
Eritrea,ERI,1974,97.46
Estonia,EST,1974,98.83
Ethiopia,ETH,1974,94.21
Faeroe Islands,FRO,1974,97.02
Fiji,FJI,1974,47.91
Finland,FIN,1974,105.58
France,FRA,1974,88.72
French Polynesia,PYF,1974,50.66
Gabon,GAB,1974,75.15
"Gambia, The",GMB,1974,74.23
Georgia,GEO,1974,108.28
Germany,DEU,1974,100
Ghana,GHA,1974,46.33
Greece,GRC,1974,90.68
Greenland,GRL,1974,53.66
Grenada,GRD,1974,103.29
Guam,GUM,1974,168.91
Guatemala,GTM,1974,40.94
Guinea,GIN,1974,35.41
Guinea-Bissau,GNB,1974,44.73
Guyana,GUY,1974,67.28
Haiti,HTI,1974,58.75
Honduras,HND,1974,31.5
"Hong Kong SAR, China",HKG,1974,135.25
Hungary,HUN,1974,127.84
Iceland,ISL,1974,105.62
India,IND,1974,30.86
Indonesia,IDN,1974,25.49
"Iran, Islamic Rep.",IRN,1974,28.65
Iraq,IRQ,1974,105.69
Ireland,IRL,1974,65.1
Israel,ISR,1974,37.37
Italy,ITA,1974,77.8
Jamaica,JAM,1974,42.36
Japan,JPN,1974,72.28
Jordan,JOR,1974,17.62
Kazakhstan,KAZ,1974,95.63
Kenya,KEN,1974,32.25
Kiribati,KIR,1974,56.07
"Korea, Dem. Rep.",PRK,1974,52.52
"Korea, Rep.",KOR,1974,17.03
Kuwait,KWT,1974,24.16
Kyrgyz Republic,KGZ,1974,97.91
Lao PDR,LAO,1974,19.91
Latvia,LVA,1974,95.25
Lebanon,LBN,1974,36.95
Lesotho,LSO,1974,85.38
Liberia,LBR,1974,55.76
Libya,LBY,1974,31.46
Liechtenstein,LIE,1974,43.34
Lithuania,LTU,1974,95.1
Luxembourg,LUX,1974,97.58
"Macao SAR, China",MAC,1974,60.8
Madagascar,MDG,1974,77.22
Malawi,MWI,1974,39.9
Malaysia,MYS,1974,16.45
Maldives,MDV,1974,70.75
Mali,MLI,1974,35.58
Malta,MLT,1974,60.12
Mauritania,MRT,1974,51.34
Mauritius,MUS,1974,23.76
Mexico,MEX,1974,35.53
"Micronesia, Fed. Sts.",FSM,1974,99.49
Moldova,MDA,1974,96.24
Mongolia,MNG,1974,119.71
Morocco,MAR,1974,35.16
Mozambique,MOZ,1974,51.39
Myanmar,MMR,1974,21
Namibia,NAM,1974,130.77
Nepal,NPL,1974,41.78
Netherlands,NLD,1974,75.03
New Caledonia,NCL,1974,54.12
New Zealand,NZL,1974,56.03
Nicaragua,NIC,1974,54.37
Niger,NER,1974,30.77
Nigeria,NGA,1974,34.76
Norway,NOR,1974,87.83
Oman,OMN,1974,14.54
Pakistan,PAK,1974,27.6
Panama,PAN,1974,37.72
Papua New Guinea,PNG,1974,46.29
Paraguay,PRY,1974,38.12
Peru,PER,1974,39.95
Philippines,PHL,1974,35.21
Poland,POL,1974,112.31
Portugal,PRT,1974,48.8
Puerto Rico,PRI,1974,100.49
Qatar,QAT,1974,20.15
Romania,ROM,1974,97.26
Russian Federation,RUS,1974,100.07
Rwanda,RWA,1974,33.3
Samoa,WSM,1974,44.17
Sao Tome and Principe,STP,1974,26.36
Saudi Arabia,SAU,1974,14.75
Senegal,SEN,1974,46.13
Seychelles,SYC,1974,54.46
Sierra Leone,SLE,1974,62.99
Singapore,SGP,1974,952.04
Solomon Islands,SLB,1974,64.11
Somalia,SOM,1974,59.48
South Africa,ZAF,1974,57.74
Spain,ESP,1974,49.09
Sri Lanka,LKA,1974,64.06
St. Kitts and Nevis,KNA,1974,120.97
St. Lucia,LCA,1974,57.77
St. Vincent and the Grenadines,VCT,1974,77
Sudan,SDN,1974,26.7
Suriname,SUR,1974,69.04
Swaziland,SWZ,1974,84.71
Sweden,SWE,1974,93.68
Switzerland,CHE,1974,90.56
Syrian Arab Republic,SYR,1974,19.66
Tanzania,TZA,1974,40.25
Thailand,THA,1974,48.05
Timor-Leste,TMP,1974,142.21
Togo,TGO,1974,37.87
Tonga,TON,1974,52.73
Trinidad and Tobago,TTO,1974,44.67
Tunisia,TUN,1974,31.07
Turkey,TUR,1974,58.39
Tuvalu,TUV,1974,20.94
Uganda,UGA,1974,35.33
United Arab Emirates,ARE,1974,16.29
United Kingdom,GBR,1974,96.52
United States,USA,1974,66.46
Uruguay,URY,1974,60.87
Vanuatu,VUT,1974,67.74
"Venezuela, RB",VEN,1974,38.13
Vietnam,VNM,1974,16.9
Virgin Islands (U.S.),VIR,1974,116.13
West Bank and Gaza,WBG,1974,97.13
"Yemen, Rep.",YEM,1974,28.1
Zambia,ZMB,1974,44.81
Zimbabwe,ZWE,1974,68.24
Arab World,ARB,1975,29.79666604
Caribbean small states,CSS,1975,50.88128874
East Asia & Pacific (all income levels),EAS,1975,24.36250268
East Asia & Pacific (developing only),EAP,1975,15.89586711
Euro area,EMU,1975,82.37761223
European Union,EUU,1975,88.30192947
Fragile and conflict affected situations,FCS,1975,41.74214279
Heavily indebted poor countries (HIPC),HPC,1975,45.03105878
High income,HIC,1975,72.80492997
High income: nonOECD,NOC,1975,58.92084547
High income: OECD,OEC,1975,74.10915468
Latin America & Caribbean (all income levels),LCN,1975,37.20085676
Latin America & Caribbean (developing only),LAC,1975,30.20872122
Least developed countries: UN classification,LDC,1975,42.81335293
Low & middle income,LMY,1975,27.23892995
Low income,LIC,1975,50.88244758
Lower middle income,LMC,1975,30.57061968
Middle East & North Africa (all income levels),MEA,1975,28.17432159
Middle East & North Africa (developing only),MNA,1975,28.50994998
Middle income,MIC,1975,26.17673939
North America,NAC,1975,64.91399085
OECD members,OED,1975,71.93115415
Other small states,OSS,1975,74.34771674
Pacific island small states,PSS,1975,53.90375122
Small states,SST,1975,65.79143553
South Asia,SAS,1975,32.54914264
Sub-Saharan Africa (all income levels),SSF,1975,46.13689854
Sub-Saharan Africa (developing only),SSA,1975,46.13558203
Upper middle income,UMC,1975,24.32348541
World,WLD,1975,46.74297503
Afghanistan,AFG,1975,63.38
Albania,ALB,1975,31.72
Algeria,DZA,1975,30.31
American Samoa,ASM,1975,94.45
Angola,AGO,1975,56.68
Antigua and Barbuda,ATG,1975,45.61
Argentina,ARG,1975,71.91
Armenia,ARM,1975,99.77
Australia,AUS,1975,72.58
Austria,AUT,1975,84.41
Azerbaijan,AZE,1975,100.54
"Bahamas, The",BHS,1975,73.51
Bahrain,BHR,1975,59.07
Bangladesh,BGD,1975,43.94
Barbados,BRB,1975,51.38
Belarus,BLR,1975,101.3
Belgium,BEL,1975,98.71
Belize,BLZ,1975,23.69
Benin,BEN,1975,54.91
Bermuda,BMU,1975,95.1
Bhutan,BTN,1975,64.66
Bolivia,BOL,1975,36.05
Bosnia and Herzegovina,BIH,1975,101.17
Botswana,BWA,1975,82.14
Brazil,BRA,1975,23.43
Brunei Darussalam,BRN,1975,15.28
Bulgaria,BGR,1975,180.72
Burkina Faso,BFA,1975,22.42
Burundi,BDI,1975,114.43
Cabo Verde,CPV,1975,14.32
Cambodia,KHM,1975,26.63
Cameroon,CMR,1975,37.8
Canada,CAN,1975,56.14
Cayman Islands,CYM,1975,248.74
Central African Republic,CAF,1975,24.17
Chad,TCD,1975,50.85
Chile,CHL,1975,39.66
China,CHN,1975,12.94
Colombia,COL,1975,41.48
Comoros,COM,1975,100.83
"Congo, Dem. Rep.",ZAR,1975,82.23
"Congo, Rep.",COG,1975,34.72
Costa Rica,CRI,1975,43.57
Cote d'Ivoire,CIV,1975,48.65
Croatia,HRV,1975,102.9
Cuba,CUB,1975,130.28
Cyprus,CYP,1975,26.34
Czech Republic,CZE,1975,99.78
Denmark,DNK,1975,69.88
Djibouti,DJI,1975,27.06
Dominica,DMA,1975,40.35
Dominican Republic,DOM,1975,31.76
Ecuador,ECU,1975,20.05
"Egypt, Arab Rep.",EGY,1975,19.08
El Salvador,SLV,1975,45.64
Equatorial Guinea,GNQ,1975,52.94
Eritrea,ERI,1975,101.65
Estonia,EST,1975,96.04
Ethiopia,ETH,1975,98.96
Faeroe Islands,FRO,1975,97.33
Fiji,FJI,1975,49.57
Finland,FIN,1975,105.31
France,FRA,1975,88.8
French Polynesia,PYF,1975,52.55
Gabon,GAB,1975,72.63
"Gambia, The",GMB,1975,74.89
Georgia,GEO,1975,108.37
Germany,DEU,1975,101.53
Ghana,GHA,1975,47.94
Greece,GRC,1975,95.35
Greenland,GRL,1975,60.69
Grenada,GRD,1975,99.69
Guam,GUM,1975,189.82
Guatemala,GTM,1975,42.72
Guinea,GIN,1975,36.67
Guinea-Bissau,GNB,1975,46.33
Guyana,GUY,1975,71.91
Haiti,HTI,1975,60.34
Honduras,HND,1975,33.92
"Hong Kong SAR, China",HKG,1975,125.2
Hungary,HUN,1975,135.23
Iceland,ISL,1975,108.29
India,IND,1975,32.04
Indonesia,IDN,1975,26
"Iran, Islamic Rep.",IRN,1975,29.01
Iraq,IRQ,1975,104.04
Ireland,IRL,1975,75.2
Israel,ISR,1975,39.66
Italy,ITA,1975,76.53
Jamaica,JAM,1975,43.33
Japan,JPN,1975,72.33
Jordan,JOR,1975,20.52
Kazakhstan,KAZ,1975,99.83
Kenya,KEN,1975,32.46
Kiribati,KIR,1975,56.33
"Korea, Dem. Rep.",PRK,1975,55.72
"Korea, Rep.",KOR,1975,19.86
Kuwait,KWT,1975,23.98
Kyrgyz Republic,KGZ,1975,100.05
Lao PDR,LAO,1975,18.4
Latvia,LVA,1975,99.26
Lebanon,LBN,1975,31.69
Lesotho,LSO,1975,77.76
Liberia,LBR,1975,56.59
Libya,LBY,1975,38.4
Liechtenstein,LIE,1975,46.55
Lithuania,LTU,1975,102.96
Luxembourg,LUX,1975,100.91
"Macao SAR, China",MAC,1975,61.46
Madagascar,MDG,1975,79.25
Malawi,MWI,1975,41.36
Malaysia,MYS,1975,20.26
Maldives,MDV,1975,72.68
Mali,MLI,1975,40.21
Malta,MLT,1975,59.9
Mauritania,MRT,1975,52.56
Mauritius,MUS,1975,25.98
Mexico,MEX,1975,38.56
"Micronesia, Fed. Sts.",FSM,1975,99.8
Moldova,MDA,1975,103.38
Mongolia,MNG,1975,130.36
Morocco,MAR,1975,32.66
Mozambique,MOZ,1975,51.31
Myanmar,MMR,1975,21.82
Namibia,NAM,1975,82.9
Nepal,NPL,1975,43.79
Netherlands,NLD,1975,76.99
New Caledonia,NCL,1975,61.86
New Zealand,NZL,1975,60.53
Nicaragua,NIC,1975,65.69
Niger,NER,1975,32.07
Nigeria,NGA,1975,35.1
Norway,NOR,1975,88.02
Oman,OMN,1975,16.82
Pakistan,PAK,1975,28.29
Panama,PAN,1975,41.11
Papua New Guinea,PNG,1975,47.08
Paraguay,PRY,1975,35.6
Peru,PER,1975,41.96
Philippines,PHL,1975,30.02
Poland,POL,1975,111.99
Portugal,PRT,1975,52.19
Puerto Rico,PRI,1975,100.27
Qatar,QAT,1975,19.27
Romania,ROM,1975,101.36
Russian Federation,RUS,1975,98.97
Rwanda,RWA,1975,40.01
Samoa,WSM,1975,45.03
Sao Tome and Principe,STP,1975,31.9
Saudi Arabia,SAU,1975,15.37
Senegal,SEN,1975,49.28
Seychelles,SYC,1975,57.79
Sierra Leone,SLE,1975,65.21
Singapore,SGP,1975,1066.35
Solomon Islands,SLB,1975,67.01
Somalia,SOM,1975,66.33
South Africa,ZAF,1975,60.86
Spain,ESP,1975,49.64
Sri Lanka,LKA,1975,66.39
St. Kitts and Nevis,KNA,1975,119.95
St. Lucia,LCA,1975,57.9
St. Vincent and the Grenadines,VCT,1975,83.21
Sudan,SDN,1975,27.71
Suriname,SUR,1975,89.34
Swaziland,SWZ,1975,88.29
Sweden,SWE,1975,95.1
Switzerland,CHE,1975,90.07
Syrian Arab Republic,SYR,1975,21.99
Tanzania,TZA,1975,42
Thailand,THA,1975,49.14
Timor-Leste,TMP,1975,135.22
Togo,TGO,1975,39.72
Tonga,TON,1975,65.02
Trinidad and Tobago,TTO,1975,54.11
Tunisia,TUN,1975,34.52
Turkey,TUR,1975,61.84
Tuvalu,TUV,1975,20.94
Uganda,UGA,1975,36.44
United Arab Emirates,ARE,1975,14.94
United Kingdom,GBR,1975,96.87
United States,USA,1975,66.05
Uruguay,URY,1975,62.14
Vanuatu,VUT,1975,71.47
"Venezuela, RB",VEN,1975,41.91
Vietnam,VNM,1975,15.77
Virgin Islands (U.S.),VIR,1975,120.14
West Bank and Gaza,WBG,1975,104.05
"Yemen, Rep.",YEM,1975,29.92
Zambia,ZMB,1975,49.53
Zimbabwe,ZWE,1975,67.89
Arab World,ARB,1976,30.78199247
Caribbean small states,CSS,1976,52.57520211
East Asia & Pacific (all income levels),EAS,1976,25.22398345
East Asia & Pacific (developing only),EAP,1976,15.94373435
Euro area,EMU,1976,83.50196563
European Union,EUU,1976,89.26139546
Fragile and conflict affected situations,FCS,1976,43.48079576
Heavily indebted poor countries (HIPC),HPC,1976,46.79397785
High income,HIC,1976,75.66105048
High income: nonOECD,NOC,1976,64.84963514
High income: OECD,OEC,1976,76.67663888
Latin America & Caribbean (all income levels),LCN,1976,40.37635509
Latin America & Caribbean (developing only),LAC,1976,32.85649766
Least developed countries: UN classification,LDC,1976,44.10969849
Low & middle income,LMY,1976,28.41974058
Low income,LIC,1976,52.54370631
Lower middle income,LMC,1976,31.97450225
Middle East & North Africa (all income levels),MEA,1976,29.41202812
Middle East & North Africa (developing only),MNA,1976,29.5973111
Middle income,MIC,1976,27.33596577
North America,NAC,1976,69.00884525
OECD members,OED,1976,74.51962671
Other small states,OSS,1976,77.94070914
Pacific island small states,PSS,1976,56.06777718
Small states,SST,1976,68.70689687
South Asia,SAS,1976,34.10112671
Sub-Saharan Africa (all income levels),SSF,1976,48.11963674
Sub-Saharan Africa (developing only),SSA,1976,48.11825552
Upper middle income,UMC,1976,25.37952052
World,WLD,1976,48.64088436
Afghanistan,AFG,1976,69.07
Albania,ALB,1976,33.73
Algeria,DZA,1976,31.79
