CountryName,CountryCode,Year,HarvestingLand
French Polynesia,PYF,1964,12.02185792
Gabon,GAB,1964,20.3360888
"Gambia, The",GMB,1964,52.07509881
Germany,DEU,1964,55.73282159
Ghana,GHA,1964,51.41953063
Greece,GRC,1964,69.75174554
Greenland,GRL,1964,0.687737782
Grenada,GRD,1964,64.70588235
Guam,GUM,1964,31.48148148
Guatemala,GTM,1964,25.02799552
Guinea,GIN,1964,59.29920234
Guinea-Bissau,GNB,1964,48.29302987
Guyana,GUY,1964,6.908647247
Haiti,HTI,1964,60.77648766
Honduras,HND,1964,26.81204755
"Hong Kong SAR, China",HKG,1964,12.74509804
Hungary,HUN,1964,77.51860491
Iceland,ISL,1964,21.14713217
India,IND,1964,59.43515214
Indonesia,IDN,1964,21.2798843
"Iran, Islamic Rep.",IRN,1964,36.48030457
Iraq,IRQ,1964,20.2688799
Ireland,IRL,1964,82.24706053
Isle of Man,IMY,1964,55.78947368
Israel,ISR,1964,24.26062847
Italy,ITA,1964,69.57260889
Jamaica,JAM,1964,49.21514312
Japan,JPN,1964,19.17098446
Jordan,JOR,1964,12.36400725
Kenya,KEN,1964,44.30368626
Kiribati,KIR,1964,53.08641975
"Korea, Dem. Rep.",PRK,1964,19.76580018
"Korea, Rep.",KOR,1964,22.71407837
Kuwait,KWT,1964,7.575757576
Lao PDR,LAO,1964,6.282495667
Lebanon,LBN,1964,56.69599218
Lesotho,LSO,1964,84.914361
Liberia,LBR,1964,26.76495017
Libya,LBY,1964,6.702319925
Liechtenstein,LIE,1964,56.25
Madagascar,MDG,1964,60.56333184
Malawi,MWI,1964,36.06279168
Malaysia,MYS,1964,10.27849642
Maldives,MDV,1964,16.66666667
Mali,MLI,1964,25.99021464
Malta,MLT,1964,46.875
Mauritania,MRT,1964,38.34578442
Mauritius,MUS,1964,49.26108374
Mexico,MEX,1964,50.43802567
Mongolia,MNG,1964,90.5539535
Morocco,MAR,1964,54.017117
Mozambique,MOZ,1964,59.35807116
Myanmar,MMR,1964,16.24996175
Namibia,NAM,1964,46.94093211
Nepal,NPL,1964,24.84615385
Netherlands,NLD,1964,67.18009479
New Caledonia,NCL,1964,14.33260394
New Zealand,NZL,1964,60.44586229
Nicaragua,NIC,1964,28.98454379
Niger,NER,1964,24.86776664
Nigeria,NGA,1964,62.55264227
Norway,NOR,1964,2.789908144
Oman,OMN,1964,3.34733441
Pakistan,PAK,1964,47.16038813
Panama,PAN,1964,22.16841539
Papua New Guinea,PNG,1964,1.11513492
Paraguay,PRY,1964,27.11301284
Peru,PER,1964,13.803125
Philippines,PHL,1964,27.33185811
Poland,POL,1964,65.72202814
Portugal,PRT,1964,42.54644809
Puerto Rico,PRI,1964,65.95264938
Qatar,QAT,1964,4.392764858
Romania,ROM,1964,64.00104194
Rwanda,RWA,1964,54.51965951
Samoa,WSM,1964,20.14134276
San Marino,SMR,1964,16.66666667
Sao Tome and Principe,STP,1964,36.45833333
Saudi Arabia,SAU,1964,40.11787746
Senegal,SEN,1964,45.43188075
Seychelles,SYC,1964,10.86956522
Sierra Leone,SLE,1964,36.42283181
Singapore,SGP,1964,19.40298507
Solomon Islands,SLB,1964,1.964987496
Somalia,SOM,1964,70.009883
South Africa,ZAF,1964,80.57934696
Spain,ESP,1964,65.53483533
Sri Lanka,LKA,1964,33.53532132
St. Kitts and Nevis,KNA,1964,57.14285714
St. Lucia,LCA,1964,29.50819672
St. Vincent and the Grenadines,VCT,1964,28.20512821
Sudan,SDN,1964,45.93518519
Suriname,SUR,1964,0.294871795
Swaziland,SWZ,1964,85.87209302
Sweden,SWE,1964,9.609104645
Switzerland,CHE,1964,43.270593
Syrian Arab Republic,SYR,1964,80.82489934
Tanzania,TZA,1964,30.4809212
Thailand,THA,1964,24.83900644
Timor-Leste,TMP,1964,15.46738399
Togo,TGO,1964,56.4441993
Tonga,TON,1964,40.27777778
Trinidad and Tobago,TTO,1964,19.10331384
Tunisia,TUN,1964,55.79943357
Turkey,TUR,1964,48.45445214
Turks and Caicos Islands,TCA,1964,1.052631579
Tuvalu,TUV,1964,66.66666667
Uganda,UGA,1964,49.41194134
United Arab Emirates,ARE,1964,2.488038278
United Kingdom,GBR,1964,81.44091266
United States,USA,1964,47.93251636
Uruguay,URY,1964,91.89806879
Vanuatu,VUT,1964,8.613617719
"Venezuela, RB",VEN,1964,22.04410181
Vietnam,VNM,1964,19.37693938
Virgin Islands (U.S.),VIR,1964,45.71428571
West Bank and Gaza,WBG,1964,60.63122924
"Yemen, Rep.",YEM,1964,44.26387863
Zambia,ZMB,1964,26.17603142
Zimbabwe,ZWE,1964,29.05518935
Arab World,ARB,1965,30.99963586
Caribbean small states,CSS,1965,5.484189723
Central Europe and the Baltics,CEB,1965,64.40294054
East Asia & Pacific (all income levels),EAS,1965,44.39948316
East Asia & Pacific (developing only),EAP,1965,36.66781973
Euro area,EMU,1965,55.7610338
European Union,EUU,1965,54.22670254
Fragile and conflict affected situations,FCS,1965,31.38404362
Heavily indebted poor countries (HIPC),HPC,1965,35.64391289
High income,HIC,1965,38.3954498
High income: OECD,OEC,1965,38.54128309
Latin America & Caribbean (all income levels),LCN,1965,28.94909836
Latin America & Caribbean (developing only),LAC,1965,25.72500756
Least developed countries: UN classification,LDC,1965,36.41961094
Low & middle income,LMY,1965,35.37759726
Low income,LIC,1965,34.71358121
Lower middle income,LMC,1965,37.74685216
Middle East & North Africa (all income levels),MEA,1965,25.76406042
Middle East & North Africa (developing only),MNA,1965,23.29134163
Middle income,MIC,1965,35.53545815
North America,NAC,1965,27.73372663
OECD members,OED,1965,39.44031789
Other small states,OSS,1965,42.23111133
Pacific island small states,PSS,1965,8.402291534
Small states,SST,1965,34.91444719
South Asia,SAS,1965,56.06974135
Sub-Saharan Africa (all income levels),SSF,1965,40.25330009
Sub-Saharan Africa (developing only),SSA,1965,40.28796023
Upper middle income,UMC,1965,34.41799256
World,WLD,1965,36.44830148
Afghanistan,AFG,1965,58.0139693
Albania,ALB,1965,45.1459854
Algeria,DZA,1965,18.54400564
American Samoa,ASM,1965,15
Andorra,ADO,1965,55.31914894
Angola,AGO,1965,45.9372744
Antigua and Barbuda,ATG,1965,25
Argentina,ARG,1965,48.15306081
Aruba,ABW,1965,11.11111111
Australia,AUS,1965,61.56697864
Austria,AUT,1965,48.24412691
"Bahamas, The",BHS,1965,0.999000999
Bahrain,BHR,1965,10.14492754
Bangladesh,BGD,1965,74.0339556
Barbados,BRB,1965,44.18604651
Belize,BLZ,1965,3.507233669
Benin,BEN,1965,13.49769422
Bermuda,BMU,1965,8
Bhutan,BTN,1965,7.833401109
Bolivia,BOL,1965,27.61469584
Botswana,BWA,1965,45.87899
Brazil,BRA,1965,20.38671283
Brunei Darussalam,BRN,1965,4.554079696
Bulgaria,BGR,1965,52.36373497
Burkina Faso,BFA,1965,29.89400585
Burundi,BDI,1965,63.23987539
Cabo Verde,CPV,1965,16.12903226
Cambodia,KHM,1965,20.54724677
Cameroon,CMR,1965,16.37367519
Canada,CAN,1965,7.734857057
Cayman Islands,CYM,1965,11.25
Central African Republic,CAF,1965,7.672798485
Chad,TCD,1965,38.01587302
Channel Islands,CHI,1965,46.39175258
Chile,CHL,1965,18.92184869
China,CHN,1965,37.77061753
Colombia,COL,1965,38.76340694
Comoros,COM,1965,51.04782375
"Congo, Dem. Rep.",ZAR,1965,11.09371209
"Congo, Rep.",COG,1965,30.87262079
Costa Rica,CRI,1965,30.45436741
Cote d'Ivoire,CIV,1965,50.56603774
Cuba,CUB,1965,42.34636872
Cyprus,CYP,1965,43.50649351
Denmark,DNK,1965,71.58366769
Djibouti,DJI,1965,56.12597066
Dominica,DMA,1965,24
Dominican Republic,DOM,1965,46.56456954
Ecuador,ECU,1965,17.08568126
"Egypt, Arab Rep.",EGY,1965,2.68421317
El Salvador,SLV,1965,60.43165468
Equatorial Guinea,GNQ,1965,11.58645276
Ethiopia,ETH,1965,53.2924614
Faeroe Islands,FRO,1965,2.148997135
Fiji,FJI,1965,12.20580186
Finland,FIN,1965,9.328933977
France,FRA,1965,62.0947977
French Polynesia,PYF,1965,12.02185792
Gabon,GAB,1965,20.39430279
"Gambia, The",GMB,1965,52.17391304
Germany,DEU,1965,55.95050554
Ghana,GHA,1965,51.41953063
Greece,GRC,1965,67.32350659
Greenland,GRL,1965,0.687737782
Grenada,GRD,1965,64.70588235
Guam,GUM,1965,31.48148148
Guatemala,GTM,1965,25.1399776
Guinea,GIN,1965,59.20559987
Guinea-Bissau,GNB,1965,48.29302987
Guyana,GUY,1965,6.908647247
Haiti,HTI,1965,60.95791001
Honduras,HND,1965,26.85673429
"Hong Kong SAR, China",HKG,1965,12.74509804
Hungary,HUN,1965,77.23839147
Iceland,ISL,1965,21.14713217
India,IND,1965,59.59154982
Indonesia,IDN,1965,21.25228393
"Iran, Islamic Rep.",IRN,1965,36.51714716
Iraq,IRQ,1965,20.39463155
Ireland,IRL,1965,82.18899695
Isle of Man,IMY,1965,56.14035088
Israel,ISR,1965,23.75231054
Italy,ITA,1965,69.49780694
Jamaica,JAM,1965,46.81440443
Japan,JPN,1965,19.10008181
Jordan,JOR,1965,12.37533998
Kenya,KEN,1965,44.31247145
Kiribati,KIR,1965,53.08641975
"Korea, Dem. Rep.",PRK,1965,19.76580018
"Korea, Rep.",KOR,1965,23.61600663
Kuwait,KWT,1965,7.575757576
Lao PDR,LAO,1965,6.282495667
Lebanon,LBN,1965,58.26001955
Lesotho,LSO,1965,84.914361
Liberia,LBR,1965,26.76495017
Libya,LBY,1965,6.817122657
Liechtenstein,LIE,1965,56.25
Madagascar,MDG,1965,60.60632115
Malawi,MWI,1965,38.21595248
Malaysia,MYS,1965,10.94019175
Maldives,MDV,1965,16.66666667
Mali,MLI,1965,25.99431236
Malta,MLT,1965,43.75
Mauritania,MRT,1965,38.34578442
Mauritius,MUS,1965,49.75369458
Mexico,MEX,1965,50.40201651
Mongolia,MNG,1965,90.55524087
Morocco,MAR,1965,54.71165479
Mozambique,MOZ,1965,59.37078766
Myanmar,MMR,1965,16.193347
Namibia,NAM,1965,46.94093211
Nepal,NPL,1965,24.84615385
Netherlands,NLD,1965,66.7950237
New Caledonia,NCL,1965,14.33260394
New Zealand,NZL,1965,60.20280278
Nicaragua,NIC,1965,29.23383746
Niger,NER,1965,24.86776664
Nigeria,NGA,1965,64.85735147
Norway,NOR,1965,2.768005038
Oman,OMN,1965,3.34733441
Pakistan,PAK,1965,48.30194064
Panama,PAN,1965,22.30293247
Papua New Guinea,PNG,1965,1.11513492
Paraguay,PRY,1965,27.42260257
Peru,PER,1965,13.8671875
Philippines,PHL,1965,27.26480252
Poland,POL,1965,65.12129028
Portugal,PRT,1965,42.61202186
Puerto Rico,PRI,1965,68.6583991
Qatar,QAT,1965,4.392764858
Romania,ROM,1965,64.21377095
Rwanda,RWA,1965,54.92501013
Samoa,WSM,1965,21.90812721
San Marino,SMR,1965,16.66666667
Sao Tome and Principe,STP,1965,37.5
Saudi Arabia,SAU,1965,40.12764631
Senegal,SEN,1965,45.95128032
Seychelles,SYC,1965,10.86956522
Sierra Leone,SLE,1965,36.49210308
Singapore,SGP,1965,19.40298507
Solomon Islands,SLB,1965,1.964987496
Somalia,SOM,1965,70.01785316
South Africa,ZAF,1965,79.63959805
Spain,ESP,1965,65.41678338
Sri Lanka,LKA,1965,34.38048158
St. Kitts and Nevis,KNA,1965,57.14285714
St. Lucia,LCA,1965,29.50819672
St. Vincent and the Grenadines,VCT,1965,28.20512821
Sudan,SDN,1965,45.97727273
Suriname,SUR,1965,0.301282051
Swaziland,SWZ,1965,86.27906977
Sweden,SWE,1965,9.38002632
Switzerland,CHE,1965,43.047966
Syrian Arab Republic,SYR,1965,77.80498422
Tanzania,TZA,1965,30.4809212
Thailand,THA,1965,25.32834857
Timor-Leste,TMP,1965,15.46738399
Togo,TGO,1965,56.53612796
Tonga,TON,1965,41.66666667
Trinidad and Tobago,TTO,1965,19.10331384
Tunisia,TUN,1965,55.66426365
Turkey,TUR,1965,48.45964944
Turks and Caicos Islands,TCA,1965,1.052631579
Tuvalu,TUV,1965,66.66666667
Uganda,UGA,1965,49.40193184
United Arab Emirates,ARE,1965,2.5
United Kingdom,GBR,1965,80.95316827
United States,USA,1965,47.58979185
Uruguay,URY,1965,91.26385556
Vanuatu,VUT,1965,9.269893355
"Venezuela, RB",VEN,1965,22.12346239
Vietnam,VNM,1965,19.39230084
Virgin Islands (U.S.),VIR,1965,45.71428571
West Bank and Gaza,WBG,1965,60.63122924
"Yemen, Rep.",YEM,1965,44.2828191
Zambia,ZMB,1965,26.24867163
Zimbabwe,ZWE,1965,29.22321313
Arab World,ARB,1966,31.00616844
Caribbean small states,CSS,1966,5.518774704
Central Europe and the Baltics,CEB,1966,64.44179202
East Asia & Pacific (all income levels),EAS,1966,44.60805836
East Asia & Pacific (developing only),EAP,1966,36.91923526
Euro area,EMU,1966,55.60209528
European Union,EUU,1966,54.11022009
Fragile and conflict affected situations,FCS,1966,31.38565752
Heavily indebted poor countries (HIPC),HPC,1966,35.67752552
High income,HIC,1966,38.38850819
High income: OECD,OEC,1966,38.5589893
Latin America & Caribbean (all income levels),LCN,1966,29.15900705
Latin America & Caribbean (developing only),LAC,1966,26.0404904
Least developed countries: UN classification,LDC,1966,36.45544667
Low & middle income,LMY,1966,35.48817307
Low income,LIC,1966,34.74380786
Lower middle income,LMC,1966,37.65750937
Middle East & North Africa (all income levels),MEA,1966,25.76468327
Middle East & North Africa (developing only),MNA,1966,23.28821799
Middle income,MIC,1966,35.6651359
North America,NAC,1966,27.72298839
OECD members,OED,1966,39.46022002
Other small states,OSS,1966,42.24943075
Pacific island small states,PSS,1966,8.418204965
Small states,SST,1966,34.93553521
South Asia,SAS,1966,56.20259118
Sub-Saharan Africa (all income levels),SSF,1966,40.16649666
Sub-Saharan Africa (developing only),SSA,1966,40.20088233
Upper middle income,UMC,1966,34.65834616
World,WLD,1966,36.5171831
Afghanistan,AFG,1966,58.07217474
Albania,ALB,1966,45.25547445
Algeria,DZA,1966,18.54400564
American Samoa,ASM,1966,15
Andorra,ADO,1966,55.31914894
Angola,AGO,1966,45.96133793
Antigua and Barbuda,ATG,1966,25
Argentina,ARG,1966,47.84904392
Aruba,ABW,1966,11.11111111
Australia,AUS,1966,61.72031813
Austria,AUT,1966,47.6507629
"Bahamas, The",BHS,1966,0.999000999
Bahrain,BHR,1966,10.14492754
Bangladesh,BGD,1966,74.133825
Barbados,BRB,1966,44.18604651
Belize,BLZ,1966,3.55107409
Benin,BEN,1966,13.76374601
Bermuda,BMU,1966,8
Bhutan,BTN,1966,7.876206579
Bolivia,BOL,1966,27.64792763
Botswana,BWA,1966,45.87899
Brazil,BRA,1966,20.94891926
Brunei Darussalam,BRN,1966,4.364326376
Bulgaria,BGR,1966,52.44508723
Burkina Faso,BFA,1966,29.93421053
Burundi,BDI,1966,63.12305296
Cabo Verde,CPV,1966,16.12903226
Cambodia,KHM,1966,20.54724677
Cameroon,CMR,1966,16.50060291
Canada,CAN,1966,7.748823062
Cayman Islands,CYM,1966,11.25
Central African Republic,CAF,1966,7.688850364
Chad,TCD,1966,38.01587302
Channel Islands,CHI,1966,46.39175258
Chile,CHL,1966,19.1491422
China,CHN,1966,38.15407557
Colombia,COL,1966,38.77422262
Comoros,COM,1966,51.04782375
"Congo, Dem. Rep.",ZAR,1966,11.10253413
"Congo, Rep.",COG,1966,30.87262079
Costa Rica,CRI,1966,32.02115159
Cote d'Ivoire,CIV,1966,50.56603774
Cuba,CUB,1966,41.99255121
Cyprus,CYP,1966,43.29004329
Denmark,DNK,1966,71.44205806
Djibouti,DJI,1966,56.12597066
Dominica,DMA,1966,25.33333333
Dominican Republic,DOM,1966,46.875
Ecuador,ECU,1966,17.08568126
"Egypt, Arab Rep.",EGY,1966,2.792706816
El Salvador,SLV,1966,59.95203837
Equatorial Guinea,GNQ,1966,11.72905526
Ethiopia,ETH,1966,53.37874659
Faeroe Islands,FRO,1966,2.148997135
Fiji,FJI,1966,12.20580186
Finland,FIN,1966,9.3877015
France,FRA,1966,61.81172681
French Polynesia,PYF,1966,12.02185792
Gabon,GAB,1966,20.45251679
"Gambia, The",GMB,1966,52.27272727
Germany,DEU,1966,55.94191275
Ghana,GHA,1966,51.41953063
Greece,GRC,1966,70.51978278
Greenland,GRL,1966,0.687737782
Grenada,GRD,1966,64.70588235
Guam,GUM,1966,31.48148148
Guatemala,GTM,1966,25.25195969
Guinea,GIN,1966,59.10792772
Guinea-Bissau,GNB,1966,48.29302987
Guyana,GUY,1966,6.934065375
Haiti,HTI,1966,61.13933237
Honduras,HND,1966,26.94610778
"Hong Kong SAR, China",HKG,1966,12.74509804
Hungary,HUN,1966,76.95811576
Iceland,ISL,1966,21.14713217
India,IND,1966,59.71027751
Indonesia,IDN,1966,21.22468356
"Iran, Islamic Rep.",IRN,1966,36.52328759
Iraq,IRQ,1966,20.40606352
Ireland,IRL,1966,81.79706779
Isle of Man,IMY,1966,54.38596491
Israel,ISR,1966,24.26062847
Italy,ITA,1966,69.37880385
Jamaica,JAM,1966,47.73776547
Japan,JPN,1966,18.80556313
Jordan,JOR,1966,12.39800544
Kenya,KEN,1966,44.32125663
Kiribati,KIR,1966,53.08641975
"Korea, Dem. Rep.",PRK,1966,19.76580018
"Korea, Rep.",KOR,1966,23.99958532
Kuwait,KWT,1966,7.575757576
Lao PDR,LAO,1966,6.325823224
Lebanon,LBN,1966,58.26001955
Lesotho,LSO,1966,85.07905138
Liberia,LBR,1966,26.73380399
Libya,LBY,1966,6.935335372
Liechtenstein,LIE,1966,56.25
Madagascar,MDG,1966,60.64931045
Malawi,MWI,1966,38.74628765
Malaysia,MYS,1966,10.96362806
Maldives,MDV,1966,16.66666667
Mali,MLI,1966,25.99759054
Malta,MLT,1966,43.75
Mauritania,MRT,1966,38.34578442
Mauritius,MUS,1966,48.76847291
Mexico,MEX,1966,50.36857944
Mongolia,MNG,1966,90.55524087
Morocco,MAR,1966,55.42411614
Mozambique,MOZ,1966,59.37841756
Myanmar,MMR,1966,16.43357713
Namibia,NAM,1966,46.94093211
Nepal,NPL,1966,24.84615385
Netherlands,NLD,1966,66.49881517
New Caledonia,NCL,1966,14.33260394
New Zealand,NZL,1966,60.11165546
Nicaragua,NIC,1966,29.74904437
Niger,NER,1966,24.86776664
Nigeria,NGA,1966,62.04199743
Norway,NOR,1966,2.751577708
Oman,OMN,1966,3.34733441
Pakistan,PAK,1966,48.53544002
Panama,PAN,1966,22.43744956
Papua New Guinea,PNG,1966,1.128384048
Paraguay,PRY,1966,27.73722628
Peru,PER,1966,13.80859375
Philippines,PHL,1966,27.25809696
Poland,POL,1966,65.12455516
Portugal,PRT,1966,42.67759563
Puerto Rico,PRI,1966,65.50169109
Qatar,QAT,1966,4.392764858
Romania,ROM,1966,64.40479291
Rwanda,RWA,1966,55.33036076
Samoa,WSM,1966,21.90812721
San Marino,SMR,1966,16.66666667
Sao Tome and Principe,STP,1966,37.5
Saudi Arabia,SAU,1966,40.13788035
Senegal,SEN,1966,45.95128032
Seychelles,SYC,1966,10.86956522
Sierra Leone,SLE,1966,36.56137434
Singapore,SGP,1966,19.40298507
Solomon Islands,SLB,1966,1.964987496
Somalia,SOM,1966,70.02582332
South Africa,ZAF,1966,79.50358176
Spain,ESP,1966,64.34030974
Sri Lanka,LKA,1966,35.16185616
St. Kitts and Nevis,KNA,1966,57.14285714
St. Lucia,LCA,1966,29.50819672
St. Vincent and the Grenadines,VCT,1966,28.20512821
Sudan,SDN,1966,46.01851852
Suriname,SUR,1966,0.282051282
Swaziland,SWZ,1966,86.80232558
Sweden,SWE,1966,9.25330214
Switzerland,CHE,1966,42.89870472
Syrian Arab Republic,SYR,1966,74.16476222
Tanzania,TZA,1966,30.4809212
Thailand,THA,1966,25.85683807
Timor-Leste,TMP,1966,15.46738399
Togo,TGO,1966,56.53612796
Tonga,TON,1966,43.05555556
Trinidad and Tobago,TTO,1966,19.10331384
Tunisia,TUN,1966,55.52909372
Turkey,TUR,1966,48.70392266
Turks and Caicos Islands,TCA,1966,1.052631579
Tuvalu,TUV,1966,66.66666667
Uganda,UGA,1966,49.4719984
United Arab Emirates,ARE,1966,2.511961722
United Kingdom,GBR,1966,80.80849833
United States,USA,1966,47.55452584
Uruguay,URY,1966,90.93246486
Vanuatu,VUT,1966,9.269893355
"Venezuela, RB",VEN,1966,22.20282297
Vietnam,VNM,1966,19.40766229
Virgin Islands (U.S.),VIR,1966,45.71428571
West Bank and Gaza,WBG,1966,60.79734219
"Yemen, Rep.",YEM,1966,44.30365362
Zambia,ZMB,1966,26.37511939
Zimbabwe,ZWE,1966,29.49463616
Arab World,ARB,1967,31.05747484
Caribbean small states,CSS,1967,5.516304348
Central Europe and the Baltics,CEB,1967,64.33822532
East Asia & Pacific (all income levels),EAS,1967,44.88427902
East Asia & Pacific (developing only),EAP,1967,37.18193238
Euro area,EMU,1967,55.56600118
European Union,EUU,1967,54.06455461
Fragile and conflict affected situations,FCS,1967,31.4398986
Heavily indebted poor countries (HIPC),HPC,1967,35.71584594
High income,HIC,1967,38.40660818
High income: OECD,OEC,1967,38.62001069
Latin America & Caribbean (all income levels),LCN,1967,29.34360512
Latin America & Caribbean (developing only),LAC,1967,26.34591288
Least developed countries: UN classification,LDC,1967,36.48974588
Low & middle income,LMY,1967,35.66237809
Low income,LIC,1967,34.77425896
Lower middle income,LMC,1967,37.82202634
Middle East & North Africa (all income levels),MEA,1967,25.82287537
Middle East & North Africa (developing only),MNA,1967,23.36133423
Middle income,MIC,1967,35.87351649
North America,NAC,1967,27.68995185
OECD members,OED,1967,39.50880387
Other small states,OSS,1967,42.2451203
Pacific island small states,PSS,1967,8.306810948
Small states,SST,1967,34.92864933
South Asia,SAS,1967,56.30866183
Sub-Saharan Africa (all income levels),SSF,1967,40.25875098
Sub-Saharan Africa (developing only),SSA,1967,40.29324814
Upper middle income,UMC,1967,34.88889198
World,WLD,1967,36.63600345
Afghanistan,AFG,1967,58.17326839
Albania,ALB,1967,45.40145985
Algeria,DZA,1967,18.57927398
American Samoa,ASM,1967,15
Andorra,ADO,1967,55.31914894
Angola,AGO,1967,45.98540146
Antigua and Barbuda,ATG,1967,22.72727273
Argentina,ARG,1967,47.39411479
Aruba,ABW,1967,11.11111111
Australia,AUS,1967,62.05537404
Austria,AUT,1967,47.55388714
"Bahamas, The",BHS,1967,0.999000999
Bahrain,BHR,1967,10.14492754
Bangladesh,BGD,1967,74.47952677
Barbados,BRB,1967,44.18604651
Belize,BLZ,1967,3.55107409
Benin,BEN,1967,14.11848173
Bermuda,BMU,1967,8
Bhutan,BTN,1967,7.876206579
Bolivia,BOL,1967,27.68208253
Botswana,BWA,1967,45.87899
Brazil,BRA,1967,21.48671834
Brunei Darussalam,BRN,1967,4.364326376
Bulgaria,BGR,1967,52.99647474
Burkina Faso,BFA,1967,29.97076023
Burundi,BDI,1967,64.87538941
Cabo Verde,CPV,1967,16.12903226
Cambodia,KHM,1967,20.55857693
Cameroon,CMR,1967,16.64868524
Canada,CAN,1967,7.709234388
Cayman Islands,CYM,1967,11.25
Central African Republic,CAF,1967,7.704902244
Chad,TCD,1967,38.01587302
Channel Islands,CHI,1967,46.39175258
Chile,CHL,1967,19.44502725
China,CHN,1967,38.53753362
Colombia,COL,1967,38.77692654
Comoros,COM,1967,51.04782375
"Congo, Dem. Rep.",ZAR,1967,11.11576719
"Congo, Rep.",COG,1967,30.87262079
Costa Rica,CRI,1967,32.04073639
Cote d'Ivoire,CIV,1967,50.78616352
Cuba,CUB,1967,43.02607076
Cyprus,CYP,1967,43.3982684
Denmark,DNK,1967,71.34765164
Djibouti,DJI,1967,56.12597066
Dominica,DMA,1967,25.33333333
Dominican Republic,DOM,1967,47.18543046
Ecuador,ECU,1967,17.12180321
"Egypt, Arab Rep.",EGY,1967,2.813802803
El Salvador,SLV,1967,59.52038369
Equatorial Guinea,GNQ,1967,11.72905526
Ethiopia,ETH,1967,53.45140781
Faeroe Islands,FRO,1967,2.148997135
Fiji,FJI,1967,12.09633279
Finland,FIN,1967,9.433664927
France,FRA,1967,61.41542755
French Polynesia,PYF,1967,12.02185792
Gabon,GAB,1967,20.31668413
"Gambia, The",GMB,1967,52.47035573
Germany,DEU,1967,55.60106551
Ghana,GHA,1967,51.41953063
Greece,GRC,1967,70.69821567
Greenland,GRL,1967,0.687737782
Grenada,GRD,1967,64.70588235
Guam,GUM,1967,31.48148148
Guatemala,GTM,1967,25.45726017
Guinea,GIN,1967,59.01025558
Guinea-Bissau,GNB,1967,48.64864865
Guyana,GUY,1967,6.934065375
Haiti,HTI,1967,61.32075472
Honduras,HND,1967,27.03548128
"Hong Kong SAR, China",HKG,1967,12.74509804
Hungary,HUN,1967,76.82222222
Iceland,ISL,1967,21.14713217
India,IND,1967,59.80344344
Indonesia,IDN,1967,21.22468356
"Iran, Islamic Rep.",IRN,1967,36.56627061
Iraq,IRQ,1967,20.53181517
Ireland,IRL,1967,82.07286979
Isle of Man,IMY,1967,54.56140351
Israel,ISR,1967,24.26062847
Italy,ITA,1967,69.29040155
Jamaica,JAM,1967,47.73776547
Japan,JPN,1967,18.64739569
Jordan,JOR,1967,12.43200363
Kenya,KEN,1967,44.33004182
Kiribati,KIR,1967,46.91358025
"Korea, Dem. Rep.",PRK,1967,19.76580018
"Korea, Rep.",KOR,1967,24.21729214
Kuwait,KWT,1967,7.575757576
Lao PDR,LAO,1967,6.325823224
Lebanon,LBN,1967,59.23753666
Lesotho,LSO,1967,85.07905138
Liberia,LBR,1967,26.73380399
Libya,LBY,1967,7.050138104
Liechtenstein,LIE,1967,56.25
Madagascar,MDG,1967,60.69229976
Malawi,MWI,1967,38.23716589
Malaysia,MYS,1967,11.16268452
Maldives,MDV,1967,16.66666667
Mali,MLI,1967,26.00250781
Malta,MLT,1967,43.75
Mauritania,MRT,1967,38.34578442
Mauritius,MUS,1967,51.72413793
Mexico,MEX,1967,50.3299982
Mongolia,MNG,1967,90.55524087
Morocco,MAR,1967,55.87220505
Mozambique,MOZ,1967,59.41148045
Myanmar,MMR,1967,16.4748906
Namibia,NAM,1967,46.94457603
Nepal,NPL,1967,24.94405594
Netherlands,NLD,1967,66.32109005
New Caledonia,NCL,1967,14.33260394
New Zealand,NZL,1967,60.17242034
Nicaragua,NIC,1967,29.74904437
Niger,NER,1967,24.86776664
Nigeria,NGA,1967,63.91610396
Norway,NOR,1967,2.737888267
Oman,OMN,1967,3.353796446
Pakistan,PAK,1967,48.60678705
Panama,PAN,1967,22.45090126
Papua New Guinea,PNG,1967,1.227752506
Paraguay,PRY,1967,27.99144224
Peru,PER,1967,13.815625
Philippines,PHL,1967,27.84483337
Poland,POL,1967,64.70665056
Portugal,PRT,1967,42.7431694
Puerto Rico,PRI,1967,64.03607666
Qatar,QAT,1967,4.392764858
Romania,ROM,1967,64.41781714
Rwanda,RWA,1967,55.73571139
Samoa,WSM,1967,21.90812721
San Marino,SMR,1967,16.66666667
Sao Tome and Principe,STP,1967,37.5
Saudi Arabia,SAU,1967,40.14718401
Senegal,SEN,1967,46.47067989
Seychelles,SYC,1967,10.86956522
Sierra Leone,SLE,1967,36.63064561
Singapore,SGP,1967,19.40298507
Solomon Islands,SLB,1967,1.964987496
Somalia,SOM,1967,70.03379348
South Africa,ZAF,1967,79.28513136
Spain,ESP,1967,64.7925087
Sri Lanka,LKA,1967,35.95917716
St. Kitts and Nevis,KNA,1967,57.14285714
St. Lucia,LCA,1967,31.14754098
St. Vincent and the Grenadines,VCT,1967,28.20512821
Sudan,SDN,1967,46.06481481
Suriname,SUR,1967,0.275641026
Swaziland,SWZ,1967,87.03488372
Sweden,SWE,1967,9.224058098
Switzerland,CHE,1967,42.72414491
