CountryName,CountryCode,Year,Arable land (% of land area)
Ghana,GHA,1964,7.471213853
Greece,GRC,1964,23.28161365
Grenada,GRD,1964,14.70588235
Guam,GUM,1964,3.703703704
Guatemala,GTM,1964,10.26502426
Guinea,GIN,1964,14.12583428
Guinea-Bissau,GNB,1964,8.357041252
Guyana,GUY,1964,1.779268975
Haiti,HTI,1964,32.65602322
Honduras,HND,1964,11.73473948
"Hong Kong SAR, China",HKG,1964,11.76470588
Hungary,HUN,1964,57.90292125
Iceland,ISL,1964,1.197007481
India,IND,1964,53.05143634
Indonesia,IDN,1964,9.936132747
"Iran, Islamic Rep.",IRN,1964,9.21678794
Iraq,IRQ,1964,10.86036994
Ireland,IRL,1964,22.15125562
Isle of Man,IMY,1964,42.45614035
Israel,ISR,1964,14.87985213
Italy,ITA,1964,42.83431369
Jamaica,JAM,1964,15.32779317
Japan,JPN,1964,15.08044723
Jordan,JOR,1964,3.116500453
Kenya,KEN,1964,6.149629265
Kiribati,KIR,1964,2.469135802
"Korea, Dem. Rep.",PRK,1964,17.85565983
"Korea, Rep.",KOR,1964,21.67737922
Kuwait,KWT,1964,0.056116723
Lao PDR,LAO,1964,2.772963605
Lebanon,LBN,1964,18.57282502
Lesotho,LSO,1964,11.69301713
Liberia,LBR,1964,3.872508306
Libya,LBY,1964,0.974686566
Liechtenstein,LIE,1964,25
Madagascar,MDG,1964,3.387557176
Malawi,MWI,1964,15.91005515
Malaysia,MYS,1964,2.587125247
Maldives,MDV,1964,6.666666667
Mali,MLI,1964,1.354707054
Malta,MLT,1964,43.75
Mauritania,MRT,1964,0.258077035
Mauritius,MUS,1964,44.82758621
Mexico,MEX,1964,9.866508912
Mongolia,MNG,1964,0.547130462
Morocco,MAR,1964,15.01097818
Mozambique,MOZ,1964,3.128258603
Myanmar,MMR,1964,15.19417327
Namibia,NAM,1964,0.783442044
Nepal,NPL,1964,12.62937063
Netherlands,NLD,1964,27.75473934
New Caledonia,NCL,1964,0.382932166
New Zealand,NZL,1964,11.31745851
Nicaragua,NIC,1964,8.559082599
Niger,NER,1964,9.077919002
Nigeria,NGA,1964,30.16246692
Norway,NOR,1964,2.327205027
Oman,OMN,1964,0.064620355
Pakistan,PAK,1964,40.4732254
Panama,PAN,1964,5.891848265
Papua New Guinea,PNG,1964,0.165614097
Paraguay,PRY,1964,1.915429147
Peru,PER,1964,1.88984375
Philippines,PHL,1964,16.22745256
Poland,POL,1964,51.261876
Portugal,PRT,1964,27.26775956
Puerto Rico,PRI,1964,21.53325817
Qatar,QAT,1964,0.086132644
Romania,ROM,1964,42.66301988
Rwanda,RWA,1964,20.26753141
Samoa,WSM,1964,3.886925795
San Marino,SMR,1964,16.66666667
Sao Tome and Principe,STP,1964,1.041666667
Saudi Arabia,SAU,1964,0.558220022
Senegal,SEN,1964,15.75338908
Seychelles,SYC,1964,2.173913043
Sierra Leone,SLE,1964,5.126073705
Singapore,SGP,1964,5.970149254
Solomon Islands,SLB,1964,0.357270454
Somalia,SOM,1964,1.444192942
South Africa,ZAF,1964,10.01574492
Spain,ESP,1964,31.85201489
Sri Lanka,LKA,1964,12.59767182
St. Kitts and Nevis,KNA,1964,28.57142857
St. Lucia,LCA,1964,8.196721311
St. Vincent and the Grenadines,VCT,1964,15.38461538
Sudan,SDN,1964,4.65993266
Suriname,SUR,1964,0.205128205
Swaziland,SWZ,1964,7.674418605
Sweden,SWE,1964,7.932446264
Switzerland,CHE,1964,9.709572961
Syrian Arab Republic,SYR,1964,34.87865927
Tanzania,TZA,1964,6.773538045
Thailand,THA,1964,21.53105365
Timor-Leste,TMP,1964,4.707464694
Togo,TGO,1964,33.09431881
Tonga,TON,1964,19.44444444
Trinidad and Tobago,TTO,1964,11.11111111
Tunisia,TUN,1964,20.46858908
Turkey,TUR,1964,30.95513429
Turks and Caicos Islands,TCA,1964,1.052631579
Uganda,UGA,1964,18.94299585
United Arab Emirates,ARE,1964,0.059808612
United Kingdom,GBR,1964,30.39722234
United States,USA,1964,19.43080874
Uruguay,URY,1964,13.03279625
Vanuatu,VUT,1964,0.820344545
"Venezuela, RB",VEN,1964,3.295731534
Vietnam,VNM,1964,17.05121509
Virgin Islands (U.S.),VIR,1964,17.14285714
West Bank and Gaza,WBG,1964,16.61129568
"Yemen, Rep.",YEM,1964,2.452790878
Zambia,ZMB,1964,3.498836412
Zimbabwe,ZWE,1964,5.260436862
Arab World,ARB,1965,3.462337982
Caribbean small states,CSS,1965,1.70701581
Central Europe and the Baltics,CEB,1965,46.9930013
East Asia & Pacific (all income levels),EAS,1965,8.493881699
East Asia & Pacific (developing only),EAP,1965,9.972979387
Euro area,EMU,1965,29.89442267
European Union,EUU,1965,31.20447046
Fragile and conflict affected situations,FCS,1965,4.726421939
Heavily indebted poor countries (HIPC),HPC,1965,5.206312431
High income,HIC,1965,10.7164822
High income: OECD,OEC,1965,12.02647433
Latin America & Caribbean (all income levels),LCN,1965,4.743557652
Latin America & Caribbean (developing only),LAC,1965,4.228514825
Least developed countries: UN classification,LDC,1965,5.872359973
Low & middle income,LMY,1965,9.524733577
Low income,LIC,1965,6.092015744
Lower middle income,LMC,1965,17.04817429
Middle East & North Africa (all income levels),MEA,1965,4.458101692
Middle East & North Africa (developing only),MNA,1965,5.614448325
Middle income,MIC,1965,10.34081658
North America,NAC,1965,12.0183624
OECD members,OED,1965,12.32838337
Other small states,OSS,1965,1.358331079
Pacific island small states,PSS,1965,2.101576182
Small states,SST,1965,1.43916845
South Asia,SAS,1965,43.84546489
Sub-Saharan Africa (all income levels),SSF,1965,6.016639039
Sub-Saharan Africa (developing only),SSA,1965,6.018738871
Upper middle income,UMC,1965,6.951439788
World,WLD,1965,9.945110397
Afghanistan,AFG,1965,11.9474313
Albania,ALB,1965,16.78832117
Algeria,DZA,1965,2.604398465
American Samoa,ASM,1965,5
Andorra,ADO,1965,2.127659574
Angola,AGO,1965,2.221865726
Antigua and Barbuda,ATG,1965,18.18181818
Argentina,ARG,1965,7.476550139
Aruba,ABW,1965,11.11111111
Australia,AUS,1965,4.811840204
Austria,AUT,1965,20.10171954
"Bahamas, The",BHS,1965,0.699300699
Bahrain,BHR,1965,1.449275362
Bangladesh,BGD,1965,67.42721057
Barbados,BRB,1965,37.20930233
Belize,BLZ,1965,1.622095572
Benin,BEN,1965,8.868393047
Bermuda,BMU,1965,8
Bhutan,BTN,1965,2.140273527
Bolivia,BOL,1965,1.269269824
Botswana,BWA,1965,0.705803469
Brazil,BRA,1965,3.350027638
Brunei Darussalam,BRN,1965,0.759013283
Bulgaria,BGR,1965,37.66609419
Burkina Faso,BFA,1965,7.891081871
Burundi,BDI,1965,29.43925234
Cabo Verde,CPV,1965,9.429280397
Cambodia,KHM,1965,16.42873329
Cameroon,CMR,1965,11.00040194
Canada,CAN,1965,4.658817112
Cayman Islands,CYM,1965,0.833333333
Central African Republic,CAF,1965,2.760923304
Chad,TCD,1965,2.299206349
Channel Islands,CHI,1965,20.6185567
Chile,CHL,1965,5.003147141
China,CHN,1965,10.82736399
Colombia,COL,1965,3.208652546
Comoros,COM,1965,34.92745836
"Congo, Dem. Rep.",ZAR,1965,2.805407909
"Congo, Rep.",COG,1965,1.516837482
Costa Rica,CRI,1965,5.581668625
Cote d'Ivoire,CIV,1965,5.283018868
Cuba,CUB,1965,15.08379888
Cyprus,CYP,1965,34.84848485
Denmark,DNK,1965,63.55912202
Djibouti,DJI,1965,0.043140638
Dominica,DMA,1965,10.66666667
Dominican Republic,DOM,1965,15.72847682
Ecuador,ECU,1965,6.19491403
"Egypt, Arab Rep.",EGY,1965,2.593801798
El Salvador,SLV,1965,23.02158273
Equatorial Guinea,GNQ,1965,4.31372549
Ethiopia,ETH,1965,10.89464124
Faeroe Islands,FRO,1965,2.148997135
Fiji,FJI,1965,4.433497537
Finland,FIN,1965,8.93167865
France,FRA,1965,34.32645562
French Polynesia,PYF,1965,0.546448087
Gabon,GAB,1965,0.504521287
"Gambia, The",GMB,1965,12.35177866
Germany,DEU,1965,34.80938332
Ghana,GHA,1965,7.471213853
Greece,GRC,1965,23.20403413
Grenada,GRD,1965,14.70588235
Guam,GUM,1965,3.703703704
Guatemala,GTM,1965,10.26502426
Guinea,GIN,1965,14.03223181
Guinea-Bissau,GNB,1965,8.357041252
Guyana,GUY,1965,1.779268975
Haiti,HTI,1965,32.65602322
Honduras,HND,1965,11.77942622
"Hong Kong SAR, China",HKG,1965,11.76470588
Hungary,HUN,1965,58.08709176
Iceland,ISL,1965,1.197007481
India,IND,1965,53.21422445
Indonesia,IDN,1965,9.936132747
"Iran, Islamic Rep.",IRN,1965,9.222928372
Iraq,IRQ,1965,10.97468962
Ireland,IRL,1965,21.6577152
Isle of Man,IMY,1965,42.80701754
Israel,ISR,1965,14.41774492
Italy,ITA,1965,42.58270715
Jamaica,JAM,1965,13.85041551
Japan,JPN,1965,14.93864194
Jordan,JOR,1965,3.127833182
Kenya,KEN,1965,6.149629265
Kiribati,KIR,1965,2.469135802
"Korea, Dem. Rep.",PRK,1965,17.85565983
"Korea, Rep.",KOR,1965,22.42380261
Kuwait,KWT,1965,0.056116723
Lao PDR,LAO,1965,2.772963605
Lebanon,LBN,1965,20.13685239
Lesotho,LSO,1965,11.69301713
Liberia,LBR,1965,3.872508306
Libya,LBY,1965,0.974686566
Liechtenstein,LIE,1965,25
Madagascar,MDG,1965,3.413350758
Malawi,MWI,1965,18.03139584
Malaysia,MYS,1965,2.649216253
Maldives,MDV,1965,6.666666667
Mali,MLI,1965,1.358804776
Malta,MLT,1965,40.625
Mauritania,MRT,1965,0.257106821
Mauritius,MUS,1965,45.32019704
Mexico,MEX,1965,9.82535559
Mongolia,MNG,1965,0.558073071
Morocco,MAR,1965,15.23502263
Mozambique,MOZ,1965,3.140975101
Myanmar,MMR,1965,15.19417327
Namibia,NAM,1965,0.783442044
Nepal,NPL,1965,12.62937063
Netherlands,NLD,1965,27.48815166
New Caledonia,NCL,1965,0.382932166
New Zealand,NZL,1965,11.31745851
Nicaragua,NIC,1965,8.559082599
Niger,NER,1965,9.077129549
Nigeria,NGA,1965,32.46717613
Norway,NOR,1965,2.32172925
Oman,OMN,1965,0.064620355
Pakistan,PAK,1965,41.61477792
Panama,PAN,1965,5.891848265
Papua New Guinea,PNG,1965,0.165614097
Paraguay,PRY,1965,1.973319909
Peru,PER,1965,1.96171875
Philippines,PHL,1965,16.16039697
Poland,POL,1965,50.39994776
Portugal,PRT,1965,27.22404372
Puerto Rico,PRI,1965,24.23900789
Qatar,QAT,1965,0.086132644
Romania,ROM,1965,42.60658158
Rwanda,RWA,1965,20.47020673
Samoa,WSM,1965,3.886925795
San Marino,SMR,1965,16.66666667
Sao Tome and Principe,STP,1965,1.041666667
Saudi Arabia,SAU,1965,0.567523689
Senegal,SEN,1965,16.26759466
Seychelles,SYC,1965,2.173913043
Sierra Leone,SLE,1965,5.195344971
Singapore,SGP,1965,5.970149254
Solomon Islands,SLB,1965,0.357270454
Somalia,SOM,1965,1.452163101
South Africa,ZAF,1965,10.05696197
Spain,ESP,1965,31.94605626
Sri Lanka,LKA,1965,12.64551108
St. Kitts and Nevis,KNA,1965,28.57142857
St. Lucia,LCA,1965,8.196721311
St. Vincent and the Grenadines,VCT,1965,15.38461538
Sudan,SDN,1965,4.702020202
Suriname,SUR,1965,0.205128205
Swaziland,SWZ,1965,8.139534884
Sweden,SWE,1965,7.703367939
Switzerland,CHE,1965,9.555251973
Syrian Arab Republic,SYR,1965,34.50865165
Tanzania,TZA,1965,6.773538045
Thailand,THA,1965,21.92252735
Timor-Leste,TMP,1965,4.707464694
Togo,TGO,1965,33.09431881
Tonga,TON,1965,20.83333333
Trinidad and Tobago,TTO,1965,11.11111111
Tunisia,TUN,1965,20.46858908
Turkey,TUR,1965,30.97722282
Turks and Caicos Islands,TCA,1965,1.052631579
Uganda,UGA,1965,18.85791502
United Arab Emirates,ARE,1965,0.059808612
United Kingdom,GBR,1965,30.33522093
United States,USA,1965,19.32533825
Uruguay,URY,1965,12.70140555
Vanuatu,VUT,1965,1.066447908
"Venezuela, RB",VEN,1965,3.300266425
Vietnam,VNM,1965,17.05121509
Virgin Islands (U.S.),VIR,1965,17.14285714
West Bank and Gaza,WBG,1965,16.61129568
"Yemen, Rep.",YEM,1965,2.471731348
Zambia,ZMB,1965,3.502871978
Zimbabwe,ZWE,1965,5.3379863
Arab World,ARB,1966,3.454117214
Caribbean small states,CSS,1966,1.716897233
Central Europe and the Baltics,CEB,1966,46.96244252
East Asia & Pacific (all income levels),EAS,1966,8.592671972
East Asia & Pacific (developing only),EAP,1966,9.958772219
Euro area,EMU,1966,29.48158081
European Union,EUU,1966,30.9203191
Fragile and conflict affected situations,FCS,1966,4.711616127
Heavily indebted poor countries (HIPC),HPC,1966,5.231167551
High income,HIC,1966,10.76281621
High income: OECD,OEC,1966,12.0479973
Latin America & Caribbean (all income levels),LCN,1966,4.839967172
Latin America & Caribbean (developing only),LAC,1966,4.283395426
Least developed countries: UN classification,LDC,1966,5.89545745
Low & middle income,LMY,1966,9.513891781
Low income,LIC,1966,6.114311636
Lower middle income,LMC,1966,16.9485521
Middle East & North Africa (all income levels),MEA,1966,4.440661859
Middle East & North Africa (developing only),MNA,1966,5.588186636
Middle income,MIC,1966,10.32209674
North America,NAC,1966,11.96823233
OECD members,OED,1966,12.35050976
Other small states,OSS,1966,1.372340047
Pacific island small states,PSS,1966,2.101576182
Small states,SST,1966,1.45207965
South Asia,SAS,1966,43.9728752
Sub-Saharan Africa (all income levels),SSF,1966,5.935636222
Sub-Saharan Africa (developing only),SSA,1966,5.937468591
Upper middle income,UMC,1966,6.9736017
World,WLD,1966,9.954436692
Afghanistan,AFG,1966,12.00104157
Albania,ALB,1966,17.33576642
Algeria,DZA,1966,2.611955965
American Samoa,ASM,1966,5
Andorra,ADO,1966,2.127659574
Angola,AGO,1966,2.245929253
Antigua and Barbuda,ATG,1966,18.18181818
Argentina,ARG,1966,7.895669586
Aruba,ABW,1966,11.11111111
Australia,AUS,1966,5.156528644
Austria,AUT,1966,19.56890288
"Bahamas, The",BHS,1966,0.699300699
Bahrain,BHR,1966,1.449275362
Bangladesh,BGD,1966,67.58853807
Barbados,BRB,1966,37.20930233
Belize,BLZ,1966,1.665935993
Benin,BEN,1966,9.134444839
Bermuda,BMU,1966,8
Bhutan,BTN,1966,2.140273527
Bolivia,BOL,1966,1.305270931
Botswana,BWA,1966,0.705803469
Brazil,BRA,1966,3.469671482
Brunei Darussalam,BRN,1966,1.138519924
Bulgaria,BGR,1966,37.65705505
Burkina Faso,BFA,1966,7.93128655
Burundi,BDI,1966,29.32242991
Cabo Verde,CPV,1966,9.429280397
Cambodia,KHM,1966,16.42873329
Cameroon,CMR,1966,11.10617503
Canada,CAN,1966,4.700605157
Cayman Islands,CYM,1966,0.833333333
Central African Republic,CAF,1966,2.776975184
Chad,TCD,1966,2.299206349
Channel Islands,CHI,1966,20.6185567
Chile,CHL,1966,5.030045781
China,CHN,1966,10.77943174
Colombia,COL,1966,3.217665615
Comoros,COM,1966,34.92745836
"Congo, Dem. Rep.",ZAR,1966,2.805407909
"Congo, Rep.",COG,1966,1.516837482
Costa Rica,CRI,1966,5.581668625
Cote d'Ivoire,CIV,1966,5.283018868
Cuba,CUB,1966,14.44134078
Cyprus,CYP,1966,34.63203463
Denmark,DNK,1966,63.39391079
Djibouti,DJI,1966,0.043140638
Dominica,DMA,1966,9.333333333
Dominican Republic,DOM,1966,15.93543046
Ecuador,ECU,1966,6.19491403
"Egypt, Arab Rep.",EGY,1966,2.695263449
El Salvador,SLV,1966,22.54196643
Equatorial Guinea,GNQ,1966,4.456327986
Ethiopia,ETH,1966,10.96276113
Faeroe Islands,FRO,1966,2.148997135
Fiji,FJI,1966,4.433497537
Finland,FIN,1966,8.974030664
France,FRA,1966,33.71830976
French Polynesia,PYF,1966,0.546448087
Gabon,GAB,1966,0.543330617
"Gambia, The",GMB,1966,12.45059289
Germany,DEU,1966,34.81511185
Ghana,GHA,1966,7.471213853
Greece,GRC,1966,23.23506594
Grenada,GRD,1966,14.70588235
Guam,GUM,1966,3.703703704
Guatemala,GTM,1966,10.26502426
Guinea,GIN,1966,13.93455966
Guinea-Bissau,GNB,1966,8.357041252
Guyana,GUY,1966,1.804687103
Haiti,HTI,1966,32.65602322
Honduras,HND,1966,11.83305032
"Hong Kong SAR, China",HKG,1966,11.76470588
Hungary,HUN,1966,58.04910565
Iceland,ISL,1966,1.197007481
India,IND,1966,53.34001527
Indonesia,IDN,1966,9.936132747
"Iran, Islamic Rep.",IRN,1966,9.229068804
Iraq,IRQ,1966,10.97468962
Ireland,IRL,1966,20.74321382
Isle of Man,IMY,1966,40.70175439
Israel,ISR,1966,14.87985213
Italy,ITA,1966,42.31070008
Jamaica,JAM,1966,13.85041551
Japan,JPN,1966,14.87046632
Jordan,JOR,1966,3.15049864
Kenya,KEN,1966,6.149629265
Kiribati,KIR,1966,2.469135802
"Korea, Dem. Rep.",PRK,1966,17.85565983
"Korea, Rep.",KOR,1966,22.67261041
Kuwait,KWT,1966,0.056116723
Lao PDR,LAO,1966,2.816291161
Lebanon,LBN,1966,20.13685239
Lesotho,LSO,1966,11.85770751
Liberia,LBR,1966,3.841362126
Libya,LBY,1966,0.977528218
Liechtenstein,LIE,1966,25
Madagascar,MDG,1966,3.439144341
Malawi,MWI,1966,18.56173101
Malaysia,MYS,1966,2.651346827
Maldives,MDV,1966,6.666666667
Mali,MLI,1966,1.362082954
Malta,MLT,1966,40.625
Mauritania,MRT,1966,0.258077035
Mauritius,MUS,1966,43.84236453
Mexico,MEX,1966,9.784202269
Mongolia,MNG,1966,0.569659363
Morocco,MAR,1966,15.45906708
Mozambique,MOZ,1966,3.1460617
Myanmar,MMR,1966,15.20947455
Namibia,NAM,1966,0.783442044
Nepal,NPL,1966,12.62937063
Netherlands,NLD,1966,26.56990521
New Caledonia,NCL,1966,0.382932166
New Zealand,NZL,1966,11.29846948
Nicaragua,NIC,1966,8.642180489
Niger,NER,1966,9.077129549
Nigeria,NGA,1966,29.76161929
Norway,NOR,1966,2.316253474
Oman,OMN,1966,0.064620355
Pakistan,PAK,1966,41.84827729
Panama,PAN,1966,5.891848265
Papua New Guinea,PNG,1966,0.176655037
Paraguay,PRY,1966,2.036244651
Peru,PER,1966,1.88828125
Philippines,PHL,1966,16.09334138
Poland,POL,1966,50.39668288
Portugal,PRT,1966,27.18032787
Puerto Rico,PRI,1966,21.08229989
Qatar,QAT,1966,0.086132644
Romania,ROM,1966,42.53277763
Rwanda,RWA,1966,20.67288204
Samoa,WSM,1966,3.886925795
San Marino,SMR,1966,16.66666667
Sao Tome and Principe,STP,1966,1.041666667
Saudi Arabia,SAU,1966,0.576827357
Senegal,SEN,1966,16.26759466
Seychelles,SYC,1966,2.173913043
Sierra Leone,SLE,1966,5.264616237
Singapore,SGP,1966,5.970149254
Solomon Islands,SLB,1966,0.357270454
Somalia,SOM,1966,1.460133261
South Africa,ZAF,1966,10.08169221
Spain,ESP,1966,31.03165393
Sri Lanka,LKA,1966,12.62956466
St. Kitts and Nevis,KNA,1966,28.57142857
St. Lucia,LCA,1966,8.196721311
St. Vincent and the Grenadines,VCT,1966,15.38461538
Sudan,SDN,1966,4.743265993
Suriname,SUR,1966,0.198717949
Swaziland,SWZ,1966,8.662790698
Sweden,SWE,1966,7.576643759
Switzerland,CHE,1966,9.385751872
Syrian Arab Republic,SYR,1966,31.95668734
Tanzania,TZA,1966,6.773538045
Thailand,THA,1966,22.31400106
Timor-Leste,TMP,1966,4.707464694
Togo,TGO,1966,33.09431881
Tonga,TON,1966,20.83333333
Trinidad and Tobago,TTO,1966,11.11111111
Tunisia,TUN,1966,20.46858908
Turkey,TUR,1966,31.1838156
Turks and Caicos Islands,TCA,1966,1.052631579
Uganda,UGA,1966,18.89795306
United Arab Emirates,ARE,1966,0.071770335
United Kingdom,GBR,1966,30.27321953
United States,USA,1966,19.18394665
Uruguay,URY,1966,12.37572849
Vanuatu,VUT,1966,1.066447908
"Venezuela, RB",VEN,1966,3.30253387
Vietnam,VNM,1966,17.05121509
Virgin Islands (U.S.),VIR,1966,17.14285714
West Bank and Gaza,WBG,1966,16.77740864
"Yemen, Rep.",YEM,1966,2.481201583
Zambia,ZMB,1966,3.575512181
Zimbabwe,ZWE,1966,5.518934988
Arab World,ARB,1967,3.475256332
Caribbean small states,CSS,1967,1.7243083
Central Europe and the Baltics,CEB,1967,46.72842688
East Asia & Pacific (all income levels),EAS,1967,8.643667374
East Asia & Pacific (developing only),EAP,1967,9.93707537
Euro area,EMU,1967,29.34301264
European Union,EUU,1967,30.78089856
Fragile and conflict affected situations,FCS,1967,4.73610536
Heavily indebted poor countries (HIPC),HPC,1967,5.257237586
High income,HIC,1967,10.77714559
High income: OECD,OEC,1967,12.04425868
Latin America & Caribbean (all income levels),LCN,1967,4.92895291
Latin America & Caribbean (developing only),LAC,1967,4.355365756
Least developed countries: UN classification,LDC,1967,5.920438412
Low & middle income,LMY,1967,9.582659386
Low income,LIC,1967,6.133390335
Lower middle income,LMC,1967,17.1461327
Middle East & North Africa (all income levels),MEA,1967,4.458724543
Middle East & North Africa (developing only),MNA,1967,5.609242264
Middle income,MIC,1967,10.40267722
North America,NAC,1967,11.9019949
OECD members,OED,1967,12.33962775
Other small states,OSS,1967,1.39173708
Pacific island small states,PSS,1967,2.069734119
Small states,SST,1967,1.468003464
South Asia,SAS,1967,44.24631572
Sub-Saharan Africa (all income levels),SSF,1967,6.049738102
Sub-Saharan Africa (developing only),SSA,1967,6.051708372
Upper middle income,UMC,1967,6.995059422
World,WLD,1967,10.00400172
Afghanistan,AFG,1967,12.01482707
Albania,ALB,1967,17.81021898
Algeria,DZA,1967,2.645544854
American Samoa,ASM,1967,5
Andorra,ADO,1967,2.127659574
Angola,AGO,1967,2.269992781
Antigua and Barbuda,ATG,1967,15.90909091
Argentina,ARG,1967,8.163511395
Aruba,ABW,1967,11.11111111
Australia,AUS,1967,5.373130443
Austria,AUT,1967,19.37515137
"Bahamas, The",BHS,1967,0.699300699
Bahrain,BHR,1967,1.449275362
Bangladesh,BGD,1967,67.93423984
Barbados,BRB,1967,37.20930233
Belize,BLZ,1967,1.665935993
Benin,BEN,1967,9.48918056
Bermuda,BMU,1967,8
Bhutan,BTN,1967,2.140273527
Bolivia,BOL,1967,1.336656513
Botswana,BWA,1967,0.705803469
Brazil,BRA,1967,3.589315326
Brunei Darussalam,BRN,1967,1.138519924
Bulgaria,BGR,1967,37.47627226
Burkina Faso,BFA,1967,7.967836257
Burundi,BDI,1967,30.68535826
Cabo Verde,CPV,1967,9.429280397
Cambodia,KHM,1967,16.44006345
Cameroon,CMR,1967,11.21194813
Canada,CAN,1967,4.701594874
Cayman Islands,CYM,1967,0.833333333
Central African Republic,CAF,1967,2.793027063
Chad,TCD,1967,2.299206349
Channel Islands,CHI,1967,20.6185567
Chile,CHL,1967,5.056944422
China,CHN,1967,10.728304
Colombia,COL,1967,3.217665615
Comoros,COM,1967,34.92745836
"Congo, Dem. Rep.",ZAR,1967,2.809818928
"Congo, Rep.",COG,1967,1.516837482
Costa Rica,CRI,1967,5.581668625
Cote d'Ivoire,CIV,1967,5.34591195
Cuba,CUB,1967,15.76350093
Cyprus,CYP,1967,34.41558442
Denmark,DNK,1967,63.37030918
Djibouti,DJI,1967,0.043140638
Dominica,DMA,1967,9.333333333
Dominican Republic,DOM,1967,16.14238411
Ecuador,ECU,1967,6.212975004
"Egypt, Arab Rep.",EGY,1967,2.706313727
El Salvador,SLV,1967,22.06235012
Equatorial Guinea,GNQ,1967,4.456327986
Ethiopia,ETH,1967,11.03542234
Faeroe Islands,FRO,1967,2.148997135
Fiji,FJI,1967,4.324028462
Finland,FIN,1967,9.003578581
France,FRA,1967,33.01154564
French Polynesia,PYF,1967,0.546448087
Gabon,GAB,1967,0.582139946
"Gambia, The",GMB,1967,12.64822134
Germany,DEU,1967,34.51150001
Ghana,GHA,1967,7.471213853
Greece,GRC,1967,23.42901474
Grenada,GRD,1967,14.70588235
Guam,GUM,1967,3.703703704
Guatemala,GTM,1967,10.35834267
Guinea,GIN,1967,13.83688751
Guinea-Bissau,GNB,1967,8.712660028
Guyana,GUY,1967,1.804687103
Haiti,HTI,1967,32.65602322
Honduras,HND,1967,11.88667441
"Hong Kong SAR, China",HKG,1967,11.76470588
Hungary,HUN,1967,57.94444444
Iceland,ISL,1967,1.197007481
India,IND,1967,53.74025878
Indonesia,IDN,1967,9.936132747
"Iran, Islamic Rep.",IRN,1967,9.241349667
Iraq,IRQ,1967,11.08900931
Ireland,IRL,1967,20.67063434
Isle of Man,IMY,1967,40.52631579
Israel,ISR,1967,14.92606285
Italy,ITA,1967,42.12369522
Jamaica,JAM,1967,14.31209603
Japan,JPN,1967,14.66321244
Jordan,JOR,1967,3.161831369
Kenya,KEN,1967,6.149629265
Kiribati,KIR,1967,2.469135802
"Korea, Dem. Rep.",PRK,1967,17.85565983
"Korea, Rep.",KOR,1967,22.76591333
Kuwait,KWT,1967,0.056116723
Lao PDR,LAO,1967,2.816291161
Lebanon,LBN,1967,21.1143695
Lesotho,LSO,1967,11.85770751
Liberia,LBR,1967,3.841362126
Libya,LBY,1967,0.977528218
Liechtenstein,LIE,1967,25
Madagascar,MDG,1967,3.464937923
Malawi,MWI,1967,18.03139584
Malaysia,MYS,1967,2.692132096
Maldives,MDV,1967,6.666666667
Mali,MLI,1967,1.367000221
Malta,MLT,1967,40.625
Mauritania,MRT,1967,0.259047249
Mauritius,MUS,1967,46.30541872
Mexico,MEX,1967,9.737904782
Mongolia,MNG,1967,0.527176292
Morocco,MAR,1967,15.45906708
Mozambique,MOZ,1967,3.179124596
Myanmar,MMR,1967,15.20947455
Namibia,NAM,1967,0.78708596
Nepal,NPL,1967,12.72027972
Netherlands,NLD,1967,25.85900474
New Caledonia,NCL,1967,0.382932166
New Zealand,NZL,1967,11.29846948
Nicaragua,NIC,1967,8.642180489
Niger,NER,1967,9.077129549
Nigeria,NGA,1967,32.07491463
Norway,NOR,1967,2.308039809
Oman,OMN,1967,0.064620355
Pakistan,PAK,1967,41.91313823
Panama,PAN,1967,5.838041431
Papua New Guinea,PNG,1967,0.187695977
Paraguay,PRY,1967,2.036244651
Peru,PER,1967,1.8953125
Philippines,PHL,1967,15.9592302
Poland,POL,1967,49.92327533
Portugal,PRT,1967,27.13661202
Puerto Rico,PRI,1967,19.16572717
Qatar,QAT,1967,0.086132644
Romania,ROM,1967,42.54146045
Rwanda,RWA,1967,20.87555736
Samoa,WSM,1967,3.886925795
San Marino,SMR,1967,16.66666667
Sao Tome and Principe,STP,1967,1.041666667
Saudi Arabia,SAU,1967,0.586131024
Senegal,SEN,1967,16.78699423
Seychelles,SYC,1967,2.173913043
Sierra Leone,SLE,1967,5.333887503
Singapore,SGP,1967,5.970149254
Solomon Islands,SLB,1967,0.357270454
Somalia,SOM,1967,1.468103421
South Africa,ZAF,1967,10.09817903
Spain,ESP,1967,31.4938573
Sri Lanka,LKA,1967,12.62956466
St. Kitts and Nevis,KNA,1967,28.57142857
St. Lucia,LCA,1967,8.196721311
St. Vincent and the Grenadines,VCT,1967,15.38461538
Sudan,SDN,1967,4.785353535
Suriname,SUR,1967,0.192307692
Swaziland,SWZ,1967,8.895348837
Sweden,SWE,1967,7.544962714
Switzerland,CHE,1967,9.193483101
Syrian Arab Republic,SYR,1967,31.97301121
Tanzania,TZA,1967,6.773538045
Thailand,THA,1967,22.70547476
Timor-Leste,TMP,1967,4.841963685
Togo,TGO,1967,33.09431881
Tonga,TON,1967,20.83333333
Trinidad and Tobago,TTO,1967,11.11111111
Tunisia,TUN,1967,20.46858908
Turkey,TUR,1967,30.97072619
